Sample#,SampleTime,units,arduino,gps
1107,764.18,us,3,0
1108,31.36,us,2,0
1109,499.96,ms,0,0
1110,31.51,us,1,0
1111,399.19,ms,3,0
1112,100.00,ms,3,1
1113,772.15,us,3,0
1114,31.68,us,2,0
1115,499.96,ms,0,0
1116,31.86,us,1,0
1117,399.18,ms,3,0
1118,100.00,ms,3,1
1119,780.10,us,3,0
1120,32.04,us,2,0
1121,499.96,ms,0,0
1122,32.20,us,1,0
1123,399.17,ms,3,0
1124,100.00,ms,3,1
1125,788.06,us,3,0
1126,32.39,us,2,0
1127,499.96,ms,0,0
1128,32.57,us,1,0
1129,399.17,ms,3,0
1130,100.00,ms,3,1
1131,796.03,us,3,0
1132,32.72,us,2,0
1133,499.96,ms,0,0
1134,32.90,us,1,0
1135,399.16,ms,3,0
1136,100.00,ms,3,1
1137,803.98,us,3,0
1138,33.08,us,2,0
1139,499.96,ms,0,0
1140,33.24,us,1,0
1141,399.15,ms,3,0
1142,100.00,ms,3,1
1143,811.98,us,3,0
1144,33.39,us,2,0
1145,499.96,ms,0,0
1146,33.61,us,1,0
1147,399.14,ms,3,0
1148,100.00,ms,3,1
1149,819.94,us,3,0
1150,33.77,us,2,0
1151,499.96,ms,0,0
1152,33.98,us,1,0
1153,399.13,ms,3,0
1154,100.00,ms,3,1
1155,827.87,us,3,0
1156,34.15,us,2,0
1157,499.96,ms,0,0
1158,34.31,us,1,0
1159,399.12,ms,3,0
1160,100.00,ms,3,1
1161,835.89,us,3,0
1162,34.45,us,2,0
1163,499.96,ms,0,0
1164,34.70,us,1,0
1165,399.12,ms,3,0
1166,100.00,ms,3,1
1167,843.82,us,3,0
1168,34.84,us,2,0
1169,499.96,ms,0,0
1170,35.04,us,1,0
1171,399.11,ms,3,0
1172,100.00,ms,3,1
1173,851.78,us,3,0
1174,35.21,us,2,0
1175,499.96,ms,0,0
1176,35.33,us,1,0
1177,399.10,ms,3,0
1178,100.00,ms,3,1
1179,859.74,us,3,0
1180,35.55,us,2,0
1181,499.96,ms,0,0
1182,35.70,us,1,0
1183,399.09,ms,3,0
1184,100.00,ms,3,1
1185,867.71,us,3,0
1186,35.89,us,2,0
1187,499.96,ms,0,0
1188,36.06,us,1,0
1189,399.08,ms,3,0
1190,100.00,ms,3,1
1191,875.69,us,3,0
1192,36.24,us,2,0
1193,499.96,ms,0,0
1194,36.38,us,1,0
1195,399.07,ms,3,0
1196,100.00,ms,3,1
1197,883.66,us,3,0
1198,36.60,us,2,0
1199,499.96,ms,0,0
1200,36.76,us,1,0
1201,399.07,ms,3,0
1202,100.00,ms,3,1
1203,891.62,us,3,0
1204,36.94,us,2,0
1205,499.95,ms,0,0
1206,37.09,us,1,0
1207,399.06,ms,3,0
1208,100.00,ms,3,1
1209,899.58,us,3,0
1210,37.29,us,2,0
1211,499.95,ms,0,0
1212,37.45,us,1,0
1213,399.05,ms,3,0
1214,100.00,ms,3,1
1215,907.55,us,3,0
1216,37.67,us,2,0
1217,499.95,ms,0,0
1218,37.80,us,1,0
1219,399.04,ms,3,0
1220,100.00,ms,3,1
1221,915.53,us,3,0
1222,37.98,us,2,0
1223,1.58 ,s,0,0
