Sample#,Sync,SampleTime,units
17075,3,373.31,ms
17076,2,126.70,ms
17077,0,373.24,ms
17078,1,126.71,ms
17079,3,373.26,ms
17080,2,126.75,ms
17081,0,373.28,ms
17082,1,126.67,ms
17083,3,373.26,ms
17084,2,126.72,ms
17085,0,373.33,ms
17086,1,126.66,ms
17087,3,373.25,ms
17088,2,126.72,ms
17089,0,373.30,ms
17090,1,126.74,ms
17091,3,373.20,ms
17092,2,126.73,ms
17093,0,373.27,ms
17094,1,126.74,ms
17095,3,373.21,ms
17096,2,126.74,ms
17097,0,373.23,ms
17098,1,126.78,ms
17099,3,373.21,ms
17100,2,126.74,ms
17101,0,373.23,ms
17102,1,126.79,ms
17103,3,373.26,ms
17104,2,126.68,ms
17105,0,373.22,ms
17106,1,126.76,ms
17107,3,373.26,ms
17108,2,126.76,ms
17109,0,373.17,ms
17110,1,126.77,ms
17111,3,373.25,ms
17112,2,126.76,ms
17113,0,373.18,ms
17114,1,126.77,ms
17115,3,373.20,ms
17116,2,126.81,ms
17117,0,373.18,ms
17118,1,126.78,ms
17119,3,373.20,ms
17120,2,126.82,ms
17121,0,373.20,ms
17122,1,126.74,ms
17123,3,373.19,ms
17124,2,126.78,ms
17125,0,373.23,ms
17126,1,126.79,ms
17127,3,373.14,ms
17128,2,126.79,ms
17129,0,373.22,ms
17130,1,126.80,ms
17131,3,373.14,ms
17132,2,126.80,ms
17133,0,373.16,ms
17134,1,126.85,ms
17135,3,373.14,ms
17136,2,126.81,ms
17137,0,373.16,ms
17138,1,126.85,ms
17139,3,373.16,ms
17140,2,126.78,ms
17141,0,373.16,ms
17142,1,126.82,ms
17143,3,373.20,ms
17144,2,126.83,ms
17145,0,373.11,ms
17146,1,126.83,ms
17147,3,373.18,ms
17148,2,126.83,ms
17149,0,373.11,ms
17150,1,126.84,ms
17151,3,373.17,ms
17152,2,126.84,ms
17153,0,373.11,ms
17154,1,126.84,ms
17155,3,373.13,ms
17156,2,126.89,ms
17157,0,373.13,ms
17158,1,126.81,ms
17159,3,373.12,ms
17160,2,126.89,ms
17161,0,373.12,ms
17162,1,126.82,ms
17163,3,373.11,ms
17164,2,126.86,ms
17165,0,373.15,ms
17166,1,126.90,ms
17167,3,373.04,ms
17168,2,126.87,ms
17169,0,373.14,ms
17170,1,126.87,ms
17171,3,373.07,ms
17172,2,126.88,ms
17173,0,373.10,ms
17174,1,126.92,ms
17175,3,373.07,ms
17176,2,126.88,ms
17177,0,373.08,ms
17178,1,126.89,ms
17179,3,373.16,ms
17180,2,126.83,ms
17181,0,373.08,ms
17182,1,126.89,ms
17183,3,373.12,ms
17184,2,126.91,ms
17185,0,373.03,ms
17186,1,126.90,ms
17187,3,373.10,ms
17188,2,126.91,ms
17189,0,373.04,ms
17190,1,126.91,ms
17191,3,373.10,ms
17192,2,126.91,ms
17193,0,373.03,ms
17194,1,126.92,ms
17195,3,373.05,ms
17196,2,126.96,ms
17197,0,373.03,ms
17198,1,126.92,ms
17199,3,373.05,ms
17200,2,126.93,ms
17201,0,373.18,ms
17202,1,126.81,ms
17203,3,373.04,ms
17204,2,126.93,ms
17205,0,373.07,ms
17206,1,126.95,ms
17207,3,373.00,ms
17208,2,126.95,ms
17209,0,373.06,ms
17210,1,126.95,ms
17211,3,372.99,ms
17212,2,126.95,ms
17213,0,373.05,ms
17214,1,126.96,ms
17215,3,372.98,ms
17216,2,126.96,ms
17217,0,373.01,ms
17218,1,126.97,ms
17219,3,373.03,ms
17220,2,127.01,ms
17221,0,372.95,ms
17222,1,126.97,ms
17223,3,373.14,ms
17224,2,126.87,ms
17225,0,372.97,ms
17226,1,126.99,ms
17227,3,373.03,ms
17228,2,126.98,ms
17229,0,372.96,ms
17230,1,126.99,ms
17231,3,373.03,ms
17232,2,126.98,ms
17233,0,372.96,ms
17234,1,127.00,ms
17235,3,372.97,ms
17236,2,127.00,ms
17237,0,373.00,ms
17238,1,127.04,ms
17239,3,372.92,ms
17240,2,127.00,ms
17241,0,373.31,ms
17242,1,126.78,ms
17243,3,372.86,ms
17244,2,127.01,ms
17245,0,373.00,ms
17246,1,127.03,ms
17247,3,372.91,ms
17248,2,127.02,ms
17249,0,372.99,ms
17250,1,127.02,ms
17251,3,372.92,ms
17252,2,127.03,ms
17253,0,372.98,ms
17254,1,127.04,ms
17255,3,372.91,ms
17256,2,127.04,ms
17257,0,372.93,ms
17258,1,127.04,ms
17259,3,372.94,ms
17260,2,127.08,ms
17261,0,372.89,ms
17262,1,127.05,ms
17263,3,372.97,ms
17264,2,127.05,ms
17265,0,372.89,ms
17266,1,127.06,ms
17267,3,372.94,ms
17268,2,127.07,ms
17269,0,372.89,ms
17270,1,127.07,ms
17271,3,372.94,ms
17272,2,127.03,ms
17273,0,372.92,ms
17274,1,127.08,ms
17275,3,372.94,ms
17276,2,127.04,ms
17277,0,372.90,ms
17278,1,127.12,ms
17279,3,372.85,ms
17280,2,127.09,ms
17281,0,372.90,ms
17282,1,127.13,ms
17283,3,372.84,ms
17284,2,127.09,ms
17285,0,372.92,ms
17286,1,127.10,ms
17287,3,372.85,ms
17288,2,127.10,ms
17289,0,372.91,ms
17290,1,127.10,ms
17291,3,372.84,ms
17292,2,127.11,ms
17293,0,372.91,ms
17294,1,127.06,ms
17295,3,372.87,ms
17296,2,127.16,ms
17297,0,372.81,ms
17298,1,127.12,ms
17299,3,372.88,ms
17300,2,127.20,ms
17301,0,372.76,ms
17302,1,127.13,ms
17303,3,372.92,ms
17304,2,127.10,ms
17305,0,372.81,ms
17306,1,127.13,ms
17307,3,372.88,ms
17308,2,127.13,ms
17309,0,372.81,ms
17310,1,127.15,ms
17311,3,372.86,ms
17312,2,127.11,ms
17313,0,372.83,ms
17314,1,127.15,ms
17315,3,372.81,ms
17316,2,127.16,ms
17317,0,372.83,ms
17318,1,127.20,ms
17319,3,372.77,ms
17320,2,127.17,ms
17321,0,372.86,ms
17322,1,127.16,ms
17323,3,372.78,ms
17324,2,127.17,ms
17325,0,372.83,ms
17326,1,127.18,ms
17327,3,372.77,ms
17328,2,127.18,ms
17329,0,372.83,ms
17330,1,127.14,ms
17331,3,372.79,ms
17332,2,127.23,ms
17333,0,372.77,ms
17334,1,127.16,ms
17335,3,372.79,ms
17336,2,127.25,ms
17337,0,372.72,ms
17338,1,127.21,ms
17339,3,372.78,ms
17340,2,127.23,ms
17341,0,372.74,ms
17342,1,127.21,ms
17343,3,372.82,ms
17344,2,127.19,ms
17345,0,372.73,ms
17346,1,127.22,ms
17347,3,372.80,ms
17348,2,127.22,ms
17349,0,372.72,ms
17350,1,127.26,ms
17351,3,372.75,ms
17352,2,127.18,ms
17353,0,372.76,ms
17354,1,127.27,ms
17355,3,372.74,ms
17356,2,127.20,ms
17357,0,372.74,ms
17358,1,127.27,ms
17359,3,372.70,ms
17360,2,127.24,ms
17361,0,372.74,ms
17362,1,127.28,ms
17363,3,372.69,ms
17364,2,127.26,ms
17365,0,372.77,ms
17366,1,127.21,ms
17367,3,372.72,ms
17368,2,127.26,ms
17369,0,372.75,ms
17370,1,127.23,ms
17371,3,372.72,ms
17372,2,127.31,ms
17373,0,372.70,ms
17374,1,127.24,ms
17375,3,372.71,ms
17376,2,127.31,ms
17377,0,372.67,ms
17378,1,127.28,ms
17379,3,372.70,ms
17380,2,127.32,ms
17381,0,372.65,ms
17382,1,127.29,ms
17383,3,372.74,ms
17384,2,127.28,ms
17385,0,372.65,ms
17386,1,127.30,ms
17387,3,372.71,ms
17388,2,127.27,ms
17389,0,372.68,ms
17390,1,127.34,ms
17391,3,372.66,ms
17392,2,127.27,ms
17393,0,372.67,ms
17394,1,127.34,ms
17395,3,372.63,ms
17396,2,127.32,ms
17397,0,372.66,ms
17398,1,127.35,ms
17399,3,372.62,ms
17400,2,127.33,ms
17401,0,372.70,ms
17402,1,127.32,ms
17403,3,372.61,ms
17404,2,127.34,ms
17405,0,372.67,ms
17406,1,127.32,ms
17407,3,372.62,ms
17408,2,127.35,ms
17409,0,372.67,ms
17410,1,127.31,ms
17411,3,372.63,ms
17412,2,127.38,ms
17413,0,372.64,ms
17414,1,127.31,ms
17415,3,372.62,ms
17416,2,127.39,ms
17417,0,372.58,ms
17418,1,127.37,ms
17419,3,372.66,ms
17420,2,127.36,ms
17421,0,372.57,ms
17422,1,127.37,ms
17423,3,372.63,ms
17424,2,127.37,ms
17425,0,372.57,ms
17426,1,127.38,ms
17427,3,372.63,ms
17428,2,127.34,ms
17429,0,372.60,ms
17430,1,127.40,ms
17431,3,372.62,ms
17432,2,127.35,ms
17433,0,372.58,ms
17434,1,127.43,ms
17435,3,372.54,ms
17436,2,127.41,ms
17437,0,372.59,ms
17438,1,127.43,ms
17439,3,372.53,ms
17440,2,127.41,ms
17441,0,372.78,ms
17442,1,127.24,ms
17443,3,372.53,ms
17444,2,127.42,ms
17445,0,372.59,ms
17446,1,127.39,ms
17447,3,372.56,ms
17448,2,127.43,ms
17449,0,372.58,ms
17450,1,127.39,ms
17451,3,372.55,ms
17452,2,127.47,ms
17453,0,372.53,ms
17454,1,127.41,ms
17455,3,372.54,ms
17456,2,127.48,ms
17457,0,372.49,ms
17458,1,127.46,ms
17459,3,372.56,ms
17460,2,127.45,ms
17461,0,372.49,ms
17462,1,127.46,ms
17463,3,372.58,ms
17464,2,127.39,ms
17465,0,372.52,ms
17466,1,127.47,ms
17467,3,372.55,ms
17468,2,127.43,ms
17469,0,372.51,ms
17470,1,127.52,ms
17471,3,372.49,ms
17472,2,127.45,ms
17473,0,372.50,ms
17474,1,127.52,ms
17475,3,372.48,ms
17476,2,127.46,ms
17477,0,372.49,ms
17478,1,127.53,ms
17479,3,372.45,ms
17480,2,127.50,ms
17481,0,372.48,ms
17482,1,127.49,ms
17483,3,372.48,ms
17484,2,127.51,ms
17485,0,372.51,ms
17486,1,127.47,ms
17487,3,372.47,ms
17488,2,127.56,ms
17489,0,372.45,ms
17490,1,127.48,ms
17491,3,372.46,ms
17492,2,127.56,ms
17493,0,372.45,ms
17494,1,127.50,ms
17495,3,372.45,ms
17496,2,127.56,ms
17497,0,372.41,ms
17498,1,127.54,ms
17499,3,372.45,ms
17500,2,127.53,ms
17501,0,372.44,ms
17502,1,127.55,ms
17503,3,372.47,ms
17504,2,127.51,ms
17505,0,372.43,ms
17506,1,127.59,ms
17507,3,372.42,ms
17508,2,127.52,ms
17509,0,372.43,ms
17510,1,127.60,ms
17511,3,372.41,ms
17512,2,127.53,ms
17513,0,372.41,ms
17514,1,127.60,ms
17515,3,372.41,ms
17516,2,127.53,ms
17517,0,372.41,ms
17518,1,127.61,ms
17519,3,372.36,ms
17520,2,127.59,ms
17521,0,372.40,ms
17522,1,127.58,ms
17523,3,372.39,ms
17524,2,127.64,ms
17525,0,372.37,ms
17526,1,127.56,ms
17527,3,372.38,ms
17528,2,127.64,ms
17529,0,372.37,ms
17530,1,127.57,ms
17531,3,372.37,ms
17532,2,127.64,ms
17533,0,372.34,ms
17534,1,127.62,ms
17535,3,372.36,ms
17536,2,127.64,ms
17537,0,372.32,ms
17538,1,127.63,ms
17539,3,372.39,ms
17540,2,127.58,ms
17541,0,372.35,ms
17542,1,127.64,ms
17543,3,372.37,ms
17544,2,127.60,ms
17545,0,372.35,ms
17546,1,127.68,ms
17547,3,372.33,ms
17548,2,127.61,ms
17549,0,372.33,ms
17550,1,127.68,ms
17551,3,372.33,ms
17552,2,127.62,ms
17553,0,372.32,ms
17554,1,127.69,ms
17555,3,372.28,ms
17556,2,127.67,ms
17557,0,372.32,ms
17558,1,127.66,ms
17559,3,372.31,ms
17560,2,127.68,ms
17561,0,372.35,ms
17562,1,127.63,ms
17563,3,372.30,ms
17564,2,127.72,ms
17565,0,372.29,ms
17566,1,127.66,ms
17567,3,372.29,ms
17568,2,127.72,ms
17569,0,372.30,ms
17570,1,127.66,ms
17571,3,372.28,ms
17572,2,127.73,ms
17573,0,372.24,ms
17574,1,127.71,ms
17575,3,372.28,ms
17576,2,127.70,ms
17577,0,372.26,ms
17578,1,127.73,ms
17579,3,372.33,ms
17580,2,127.64,ms
17581,0,372.31,ms
17582,1,127.72,ms
17583,3,372.30,ms
17584,2,127.63,ms
17585,0,372.25,ms
17586,1,127.76,ms
17587,3,372.26,ms
17588,2,127.70,ms
17589,0,372.24,ms
17590,1,127.77,ms
17591,3,372.20,ms
17592,2,127.75,ms
17593,0,372.24,ms
17594,1,127.74,ms
17595,3,372.23,ms
17596,2,127.76,ms
17597,0,372.27,ms
17598,1,127.70,ms
17599,3,372.23,ms
17600,2,127.80,ms
17601,0,372.21,ms
17602,1,127.72,ms
17603,3,372.21,ms
17604,2,127.80,ms
17605,0,372.22,ms
17606,1,127.73,ms
17607,3,372.21,ms
17608,2,127.81,ms
17609,0,372.16,ms
17610,1,127.78,ms
17611,3,372.20,ms
17612,2,127.82,ms
17613,0,372.15,ms
17614,1,127.80,ms
17615,3,372.22,ms
17616,2,127.75,ms
17617,0,372.19,ms
17618,1,127.84,ms
17619,3,372.17,ms
17620,2,127.77,ms
17621,0,372.18,ms
17622,1,127.84,ms
17623,3,372.17,ms
17624,2,127.78,ms
17625,0,372.16,ms
17626,1,127.85,ms
17627,3,372.17,ms
17628,2,127.78,ms
17629,0,372.16,ms
17630,1,127.86,ms
17631,3,372.11,ms
17632,2,127.84,ms
17633,0,372.14,ms
17634,1,127.83,ms
17635,3,372.15,ms
17636,2,127.85,ms
17637,0,372.18,ms
17638,1,127.79,ms
17639,3,372.13,ms
17640,2,127.88,ms
17641,0,372.13,ms
17642,1,127.82,ms
17643,3,372.12,ms
17644,2,127.90,ms
17645,0,372.12,ms
17646,1,127.84,ms
17647,3,372.10,ms
17648,2,127.90,ms
17649,0,372.10,ms
17650,1,127.84,ms
17651,3,372.13,ms
17652,2,127.84,ms
17653,0,372.11,ms
17654,1,127.89,ms
17655,3,372.20,ms
17656,2,127.77,ms
17657,0,372.09,ms
17658,1,127.95,ms
17659,3,372.07,ms
17660,2,127.86,ms
17661,0,372.08,ms
17662,1,127.94,ms
17663,3,372.07,ms
17664,2,127.88,ms
17665,0,372.07,ms
17666,1,127.95,ms
17667,3,372.02,ms
17668,2,127.93,ms
17669,0,372.06,ms
17670,1,127.96,ms
17671,3,372.02,ms
17672,2,127.93,ms
17673,0,372.10,ms
17674,1,127.87,ms
17675,3,372.05,ms
17676,2,127.98,ms
17677,0,372.04,ms
17678,1,127.90,ms
17679,3,372.04,ms
17680,2,127.98,ms
17681,0,372.03,ms
17682,1,127.92,ms
17683,3,372.03,ms
17684,2,127.99,ms
17685,0,371.98,ms
17686,1,127.97,ms
17687,3,372.02,ms
17688,2,127.99,ms
17689,0,371.98,ms
17690,1,127.97,ms
17691,3,372.05,ms
17692,2,127.92,ms
17693,0,372.01,ms
17694,1,128.00,ms
17695,3,372.02,ms
17696,2,127.94,ms
17697,0,371.99,ms
17698,1,128.02,ms
17699,3,371.99,ms
17700,2,127.96,ms
17701,0,371.98,ms
17702,1,128.04,ms
17703,3,371.98,ms
17704,2,127.97,ms
17705,0,371.98,ms
17706,1,128.05,ms
17707,3,371.93,ms
17708,2,128.01,ms
17709,0,371.97,ms
17710,1,128.00,ms
17711,3,371.97,ms
17712,2,128.03,ms
17713,0,371.99,ms
17714,1,127.99,ms
17715,3,371.95,ms
17716,2,128.08,ms
17717,0,371.93,ms
17718,1,128.00,ms
17719,3,371.94,ms
17720,2,128.07,ms
17721,0,371.94,ms
17722,1,128.01,ms
17723,3,371.93,ms
17724,2,128.08,ms
17725,0,371.94,ms
17726,1,128.02,ms
17727,3,371.92,ms
17728,2,128.05,ms
17729,0,371.92,ms
17730,1,128.07,ms
17731,3,371.92,ms
17732,2,128.06,ms
17733,0,371.91,ms
17734,1,128.12,ms
17735,3,371.89,ms
17736,2,128.04,ms
17737,0,371.90,ms
17738,1,128.12,ms
17739,3,371.89,ms
17740,2,128.06,ms
17741,0,371.89,ms
17742,1,128.13,ms
17743,3,371.89,ms
17744,2,128.06,ms
17745,0,371.88,ms
17746,1,128.10,ms
17747,3,371.89,ms
17748,2,128.10,ms
17749,0,371.87,ms
17750,1,128.11,ms
17751,3,371.86,ms
17752,2,128.16,ms
17753,0,371.83,ms
17754,1,128.11,ms
17755,3,371.86,ms
17756,2,128.16,ms
17757,0,371.85,ms
17758,1,128.10,ms
17759,3,371.84,ms
17760,2,128.18,ms
17761,0,371.85,ms
17762,1,128.10,ms
17763,3,371.84,ms
17764,2,128.18,ms
17765,0,371.83,ms
17766,1,128.12,ms
17767,3,371.83,ms
17768,2,128.14,ms
17769,0,371.82,ms
17770,1,128.16,ms
17771,3,371.82,ms
17772,2,128.16,ms
17773,0,371.83,ms
17774,1,128.20,ms
17775,3,371.81,ms
17776,2,128.13,ms
17777,0,371.80,ms
17778,1,128.21,ms
17779,3,371.81,ms
17780,2,128.14,ms
17781,0,371.79,ms
17782,1,128.22,ms
17783,3,371.78,ms
17784,2,128.17,ms
17785,0,371.79,ms
17786,1,128.19,ms
17787,3,371.82,ms
17788,2,128.17,ms
17789,0,371.77,ms
17790,1,128.20,ms
17791,3,371.78,ms
17792,2,128.25,ms
17793,0,371.72,ms
17794,1,128.22,ms
17795,3,371.75,ms
17796,2,128.26,ms
17797,0,371.78,ms
17798,1,128.17,ms
17799,3,371.75,ms
17800,2,128.27,ms
17801,0,371.75,ms
17802,1,128.20,ms
17803,3,371.75,ms
17804,2,128.27,ms
17805,0,371.73,ms
17806,1,128.22,ms
17807,3,371.73,ms
17808,2,128.25,ms
17809,0,371.74,ms
17810,1,128.30,ms
17811,3,371.68,ms
17812,2,128.26,ms
17813,0,371.71,ms
17814,1,128.30,ms
17815,3,371.73,ms
17816,2,128.21,ms
17817,0,371.71,ms
17818,1,128.32,ms
17819,3,371.70,ms
17820,2,128.24,ms
17821,0,371.71,ms
17822,1,128.31,ms
17823,3,371.69,ms
17824,2,128.26,ms
17825,0,371.68,ms
17826,1,128.29,ms
17827,3,371.74,ms
17828,2,128.29,ms
17829,0,371.64,ms
17830,1,128.31,ms
17831,3,371.67,ms
17832,2,128.34,ms
17833,0,371.65,ms
17834,1,128.31,ms
17835,3,371.66,ms
17836,2,128.36,ms
17837,0,371.68,ms
17838,1,128.27,ms
17839,3,371.66,ms
17840,2,128.32,ms
17841,0,371.69,ms
17842,1,128.30,ms
17843,3,371.64,ms
17844,2,128.33,ms
17845,0,371.69,ms
17846,1,128.33,ms
17847,3,371.60,ms
17848,2,128.35,ms
17849,0,371.62,ms
17850,1,128.48,ms
17851,3,371.52,ms
17852,2,128.35,ms
17853,0,371.61,ms
17854,1,128.40,ms
17855,3,371.63,ms
17856,2,128.32,ms
17857,0,371.62,ms
17858,1,128.40,ms
17859,3,371.60,ms
17860,2,128.35,ms
17861,0,371.60,ms
17862,1,128.42,ms
17863,3,371.62,ms
17864,2,128.33,ms
17865,0,371.58,ms
17866,1,128.39,ms
17867,3,371.63,ms
17868,2,128.36,ms
17869,0,371.61,ms
17870,1,128.37,ms
17871,3,371.57,ms
17872,2,128.45,ms
17873,0,371.55,ms
17874,1,128.40,ms
17875,3,371.56,ms
17876,2,128.45,ms
17877,0,371.90,ms
17878,1,128.04,ms
17879,3,371.55,ms
17880,2,128.46,ms
17881,0,371.55,ms
17882,1,128.40,ms
17883,3,371.54,ms
17884,2,128.44,ms
17885,0,371.57,ms
17886,1,128.43,ms
17887,3,371.52,ms
17888,2,128.45,ms
17889,0,371.52,ms
17890,1,128.50,ms
17891,3,371.48,ms
17892,2,128.46,ms
17893,0,371.51,ms
17894,1,128.51,ms
17895,3,371.52,ms
17896,2,128.42,ms
17897,0,371.50,ms
17898,1,128.51,ms
17899,3,371.50,ms
17900,2,128.45,ms
17901,0,371.49,ms
17902,1,128.48,ms
17903,3,371.53,ms
17904,2,128.50,ms
17905,0,371.44,ms
17906,1,128.50,ms
17907,3,371.52,ms
17908,2,128.52,ms
17909,0,371.43,ms
17910,1,128.50,ms
17911,3,371.47,ms
17912,2,128.56,ms
17913,0,371.45,ms
17914,1,128.49,ms
17915,3,371.46,ms
17916,2,128.55,ms
17917,0,371.45,ms
17918,1,128.50,ms
17919,3,371.45,ms
17920,2,128.53,ms
17921,0,371.48,ms
17922,1,128.51,ms
17923,3,371.44,ms
17924,2,128.54,ms
17925,0,371.47,ms
17926,1,128.55,ms
17927,3,371.39,ms
17928,2,128.55,ms
17929,0,371.42,ms
17930,1,128.60,ms
17931,3,371.40,ms
17932,2,128.55,ms
17933,0,371.41,ms
17934,1,128.61,ms
17935,3,371.50,ms
17936,2,128.45,ms
17937,0,371.40,ms
17938,1,128.58,ms
17939,3,371.43,ms
17940,2,128.56,ms
17941,0,371.38,ms
17942,1,128.61,ms
17943,3,371.41,ms
17944,2,128.62,ms
17945,0,371.32,ms
17946,1,128.62,ms
17947,3,371.39,ms
17948,2,128.62,ms
17949,0,371.33,ms
17950,1,128.61,ms
17951,3,371.36,ms
17952,2,128.66,ms
17953,0,371.37,ms
17954,1,128.56,ms
17955,3,371.36,ms
17956,2,128.62,ms
17957,0,371.47,ms
17958,1,128.52,ms
17959,3,371.35,ms
17960,2,128.63,ms
17961,0,371.38,ms
17962,1,128.61,ms
17963,3,371.33,ms
17964,2,128.65,ms
17965,0,371.33,ms
17966,1,128.70,ms
17967,3,371.29,ms
17968,2,128.65,ms
17969,0,371.31,ms
17970,1,128.71,ms
17971,3,371.32,ms
17972,2,128.63,ms
17973,0,371.31,ms
17974,1,128.71,ms
17975,3,371.31,ms
17976,2,128.65,ms
17977,0,371.29,ms
17978,1,128.68,ms
17979,3,371.34,ms
17980,2,128.65,ms
17981,0,371.29,ms
17982,1,128.69,ms
17983,3,371.32,ms
17984,2,128.70,ms
17985,0,371.24,ms
17986,1,128.70,ms
17987,3,371.27,ms
17988,2,128.75,ms
17989,0,371.23,ms
17990,1,128.72,ms
17991,3,371.26,ms
17992,2,128.76,ms
17993,0,371.27,ms
17994,1,128.68,ms
17995,3,371.25,ms
17996,2,128.77,ms
17997,0,371.24,ms
17998,1,128.70,ms
17999,3,371.24,ms
18000,2,128.74,ms
18001,0,371.27,ms
18002,1,128.72,ms
18003,3,371.23,ms
18004,2,128.75,ms
18005,0,371.26,ms
18006,1,128.78,ms
18007,3,371.17,ms
18008,2,128.76,ms
18009,0,371.22,ms
18010,1,128.80,ms
18011,3,371.23,ms
18012,2,128.73,ms
18013,0,371.20,ms
18014,1,128.82,ms
18015,3,371.20,ms
18016,2,128.75,ms
18017,0,371.19,ms
18018,1,128.82,ms
18019,3,371.19,ms
18020,2,128.76,ms
18021,0,371.18,ms
18022,1,128.79,ms
18023,3,371.22,ms
18024,2,128.78,ms
18025,0,371.16,ms
18026,1,128.81,ms
18027,3,371.17,ms
18028,2,128.87,ms
18029,0,371.11,ms
18030,1,128.82,ms
18031,3,371.15,ms
18032,2,128.87,ms
18033,0,371.17,ms
18034,1,128.77,ms
18035,3,371.15,ms
18036,2,128.87,ms
18037,0,371.14,ms
18038,1,128.81,ms
18039,3,371.14,ms
18040,2,128.84,ms
18041,0,371.17,ms
18042,1,128.82,ms
18043,3,371.12,ms
18044,2,128.86,ms
18045,0,371.16,ms
18046,1,128.87,ms
18047,3,371.07,ms
18048,2,128.87,ms
18049,0,371.10,ms
18050,1,128.94,ms
18051,3,371.04,ms
18052,2,128.88,ms
18053,0,371.09,ms
18054,1,128.92,ms
18055,3,371.12,ms
18056,2,128.83,ms
18057,0,371.09,ms
18058,1,128.89,ms
18059,3,371.13,ms
18060,2,128.87,ms
18061,0,371.08,ms
18062,1,128.90,ms
18063,3,371.11,ms
18064,2,128.92,ms
18065,0,371.02,ms
18066,1,128.91,ms
18067,3,371.10,ms
18068,2,128.93,ms
18069,0,371.02,ms
18070,1,128.92,ms
18071,3,371.05,ms
18072,2,128.97,ms
18073,0,371.03,ms
18074,1,128.92,ms
18075,3,371.04,ms
18076,2,128.97,ms
18077,0,371.18,ms
18078,1,128.77,ms
18079,3,371.03,ms
18080,2,128.95,ms
18081,0,371.07,ms
18082,1,128.92,ms
18083,3,371.02,ms
18084,2,128.96,ms
18085,0,371.05,ms
18086,1,128.97,ms
18087,3,370.97,ms
18088,2,128.98,ms
18089,0,370.99,ms
18090,1,129.02,ms
18091,3,370.97,ms
18092,2,128.98,ms
18093,0,370.99,ms
18094,1,129.02,ms
18095,3,371.01,ms
18096,2,128.94,ms
18097,0,370.98,ms
18098,1,129.04,ms
18099,3,370.97,ms
18100,2,128.97,ms
18101,0,370.97,ms
18102,1,129.01,ms
18103,3,371.00,ms
18104,2,129.02,ms
18105,0,370.92,ms
18106,1,129.02,ms
18107,3,370.99,ms
18108,2,129.03,ms
18109,0,370.91,ms
18110,1,129.03,ms
18111,3,370.95,ms
18112,2,129.07,ms
18113,0,370.91,ms
18114,1,129.04,ms
18115,3,370.93,ms
18116,2,129.05,ms
18117,0,370.97,ms
18118,1,129.02,ms
18119,3,370.92,ms
18120,2,129.06,ms
18121,0,370.95,ms
18122,1,129.04,ms
18123,3,370.91,ms
18124,2,129.07,ms
18125,0,370.94,ms
18126,1,129.14,ms
18127,3,370.81,ms
18128,2,129.08,ms
18129,0,370.94,ms
18130,1,129.08,ms
18131,3,370.86,ms
18132,2,129.10,ms
18133,0,370.88,ms
18134,1,129.14,ms
18135,3,370.85,ms
18136,2,129.10,ms
18137,0,370.87,ms
18138,1,129.11,ms
18139,3,370.90,ms
18140,2,129.08,ms
18141,0,370.86,ms
18142,1,129.12,ms
18143,3,370.89,ms
18144,2,129.13,ms
18145,0,370.81,ms
18146,1,129.13,ms
18147,3,370.89,ms
18148,2,129.13,ms
18149,0,370.81,ms
18150,1,129.14,ms
18151,3,370.87,ms
18152,2,129.15,ms
18153,0,370.80,ms
18154,1,129.15,ms
18155,3,370.82,ms
18156,2,129.16,ms
18157,0,370.87,ms
18158,1,129.13,ms
18159,3,370.81,ms
18160,2,129.16,ms
18161,0,370.85,ms
18162,1,129.19,ms
18163,3,370.76,ms
18164,2,129.18,ms
18165,0,370.84,ms
18166,1,129.18,ms
18167,3,370.76,ms
18168,2,129.19,ms
18169,0,370.82,ms
18170,1,129.20,ms
18171,3,370.74,ms
18172,2,129.20,ms
18173,0,370.77,ms
18174,1,129.20,ms
18175,3,370.85,ms
18176,2,129.15,ms
18177,0,370.76,ms
18178,1,129.22,ms
18179,3,370.80,ms
18180,2,129.23,ms
18181,0,370.71,ms
18182,1,129.23,ms
18183,3,370.78,ms
18184,2,129.23,ms
18185,0,370.71,ms
18186,1,129.25,ms
18187,3,370.77,ms
18188,2,129.25,ms
18189,0,370.69,ms
18190,1,129.25,ms
18191,3,370.72,ms
18192,2,129.30,ms
18193,0,370.69,ms
18194,1,129.26,ms
18195,3,370.71,ms
18196,2,129.26,ms
18197,0,370.77,ms
18198,1,129.26,ms
18199,3,370.66,ms
18200,2,129.28,ms
18201,0,370.73,ms
18202,1,129.29,ms
18203,3,370.65,ms
18204,2,129.29,ms
18205,0,370.72,ms
18206,1,129.33,ms
18207,3,370.61,ms
18208,2,129.30,ms
18209,0,370.67,ms
18210,1,129.35,ms
18211,3,370.64,ms
18212,2,129.31,ms
18213,0,370.66,ms
18214,1,129.31,ms
18215,3,370.71,ms
18216,2,129.40,ms
18217,0,370.53,ms
18218,1,129.33,ms
18219,3,370.69,ms
18220,2,129.33,ms
18221,0,370.61,ms
18222,1,129.34,ms
18223,3,370.67,ms
18224,2,129.35,ms
18225,0,370.59,ms
18226,1,129.35,ms
18227,3,370.66,ms
18228,2,129.35,ms
18229,0,370.59,ms
18230,1,129.36,ms
18231,3,370.61,ms
18232,2,129.36,ms
18233,0,370.62,ms
18234,1,129.39,ms
18235,3,370.58,ms
18236,2,129.40,ms
18237,0,370.64,ms
18238,1,129.44,ms
18239,3,370.48,ms
