Sample#,gps_arduino,gps_rpi,gps_pure,mote,SampleTime,units
64,01,00,00,00,312,ns
65,11,00,00,00,499.99,ms
66,10,00,00,00,352,ns
67,00,00,00,00,499.99,ms
68,01,00,00,00,344,ns
69,11,00,00,00,500.03,ms
70,10,00,00,00,32,ns
71,00,00,00,00,499.94,ms
72,01,00,00,00,376,ns
73,11,00,00,00,499.98,ms
74,10,00,00,00,24,ns
75,00,00,00,00,499.99,ms
76,01,00,00,00,32,ns
77,11,00,00,00,499.99,ms
78,10,00,00,00,48,ns
79,00,00,00,00,499.99,ms
80,01,00,00,00,88,ns
81,11,00,00,00,499.99,ms
82,10,00,00,00,112,ns
83,00,00,00,00,499.99,ms
84,01,00,00,00,112,ns
85,11,00,00,00,499.99,ms
86,10,00,00,00,128,ns
87,00,00,00,00,499.99,ms
88,01,00,00,00,128,ns
89,11,00,00,00,499.99,ms
90,10,00,00,00,128,ns
91,00,00,00,00,499.99,ms
92,01,00,00,00,192,ns
93,11,00,00,00,499.99,ms
94,10,00,00,00,208,ns
95,00,00,00,00,499.99,ms
96,01,00,00,00,216,ns
97,11,00,00,00,499.99,ms
98,10,00,00,00,216,ns
99,00,00,00,00,499.99,ms
100,01,00,00,00,256,ns
101,11,00,00,00,499.99,ms
102,10,00,00,00,264,ns
103,00,00,00,00,499.99,ms
104,01,00,00,00,280,ns
105,11,00,00,00,499.99,ms
106,10,00,00,00,264,ns
107,00,00,00,00,499.99,ms
108,01,00,00,00,328,ns
109,11,00,00,00,500.03,ms
110,00,00,00,00,499.94,ms
111,01,00,00,00,352,ns
112,11,00,00,00,499.98,ms
113,10,00,00,00,72,ns
114,00,00,00,00,499.99,ms
115,01,00,00,00,112,ns
116,11,00,00,00,499.99,ms
117,10,00,00,00,88,ns
118,00,00,00,00,499.99,ms
119,01,00,00,00,128,ns
120,11,00,00,00,499.99,ms
121,10,00,00,00,160,ns
122,00,00,00,00,499.99,ms
123,01,00,00,00,160,ns
124,11,00,00,00,499.99,ms
125,10,00,00,00,176,ns
126,00,00,00,00,499.99,ms
127,01,00,00,00,184,ns
128,11,00,00,00,499.99,ms
129,10,00,00,00,208,ns
130,00,00,00,00,499.99,ms
131,01,00,00,00,208,ns
132,11,00,00,00,499.99,ms
133,10,00,00,00,216,ns
134,00,00,00,00,499.99,ms
135,01,00,00,00,264,ns
136,11,00,00,00,499.99,ms
137,10,00,00,00,288,ns
138,00,00,00,00,499.99,ms
139,01,00,00,00,280,ns
140,11,00,00,00,499.99,ms
141,10,00,00,00,328,ns
142,00,00,00,00,499.99,ms
143,01,00,00,00,352,ns
144,11,00,00,00,499.99,ms
145,10,00,00,00,376,ns
146,00,00,00,00,499.99,ms
147,01,00,00,00,392,ns
148,11,00,00,00,500.03,ms
149,10,00,00,00,32,ns
150,00,00,00,00,499.94,ms
151,01,00,00,00,400,ns
152,11,00,00,00,499.98,ms
153,10,00,00,00,24,ns
154,00,00,00,00,499.99,ms
155,01,00,00,00,56,ns
156,11,00,00,00,499.99,ms
157,10,00,00,00,72,ns
158,00,00,00,00,499.99,ms
159,01,00,00,00,112,ns
160,11,00,00,00,499.99,ms
161,10,00,00,00,152,ns
162,00,00,00,00,499.99,ms
163,01,00,00,00,96,ns
164,11,00,00,00,499.99,ms
165,10,00,00,00,144,ns
166,00,00,00,00,499.99,ms
167,01,00,00,00,136,ns
168,11,00,00,00,499.99,ms
169,10,00,00,00,208,ns
170,00,00,00,00,499.99,ms
171,01,00,00,00,192,ns
172,11,00,00,00,499.99,ms
173,10,00,00,00,216,ns
174,00,00,00,00,499.99,ms
175,01,00,00,00,200,ns
176,11,00,00,00,499.99,ms
177,10,00,00,00,248,ns
178,00,00,00,00,499.99,ms
179,01,00,00,00,304,ns
180,11,00,00,00,499.99,ms
181,10,00,00,00,312,ns
182,00,00,00,00,499.99,ms
183,01,00,00,00,312,ns
184,11,00,00,00,499.99,ms
185,10,00,00,00,320,ns
186,00,00,00,00,499.99,ms
187,01,00,00,00,336,ns
188,11,00,00,00,500.03,ms
189,10,00,00,00,24,ns
190,00,00,00,00,499.94,ms
191,01,00,00,00,368,ns
192,11,00,00,00,499.98,ms
193,00,00,00,00,499.99,ms
194,10,00,00,00,8,ns
195,11,00,00,00,499.99,ms
196,00,00,00,00,499.99,ms
197,01,00,00,00,8,ns
198,11,00,00,00,499.99,ms
199,10,00,00,00,64,ns
200,00,00,00,00,499.99,ms
201,01,00,00,00,64,ns
202,11,00,00,00,499.99,ms
203,10,00,00,00,72,ns
204,00,00,00,00,499.99,ms
205,01,00,00,00,96,ns
206,11,00,00,00,499.99,ms
207,10,00,00,00,104,ns
208,00,00,00,00,499.99,ms
209,01,00,00,00,120,ns
210,11,00,00,00,499.99,ms
211,10,00,00,00,144,ns
212,00,00,00,00,499.99,ms
213,01,00,00,00,160,ns
214,11,00,00,00,499.99,ms
215,10,00,00,00,176,ns
216,00,00,00,00,499.99,ms
217,01,00,00,00,160,ns
218,11,00,00,00,499.99,ms
219,10,00,00,00,232,ns
220,00,00,00,00,499.99,ms
221,01,00,00,00,224,ns
222,11,00,00,00,499.99,ms
223,10,00,00,00,240,ns
224,00,00,00,00,499.99,ms
225,01,00,00,00,224,ns
226,11,00,00,00,500.03,ms
227,10,00,00,00,40,ns
228,00,00,00,00,499.94,ms
229,01,00,00,00,280,ns
230,11,00,00,00,499.98,ms
231,10,00,00,00,48,ns
232,00,00,00,00,499.99,ms
233,01,00,00,00,64,ns
234,11,00,00,00,499.99,ms
235,10,00,00,00,72,ns
236,00,00,00,00,499.99,ms
237,01,00,00,00,72,ns
238,11,00,00,00,499.99,ms
239,10,00,00,00,152,ns
240,00,00,00,00,499.99,ms
241,01,00,00,00,168,ns
242,11,00,00,00,499.99,ms
243,10,00,00,00,152,ns
244,00,00,00,00,499.99,ms
245,01,00,00,00,168,ns
246,11,00,00,00,499.99,ms
247,10,00,00,00,176,ns
248,00,00,00,00,499.99,ms
249,01,00,00,00,200,ns
250,11,00,00,00,499.99,ms
251,10,00,00,00,176,ns
252,00,00,00,00,499.99,ms
253,01,00,00,00,208,ns
254,11,00,00,00,499.99,ms
255,10,00,00,00,256,ns
256,00,00,00,00,499.99,ms
257,01,00,00,00,240,ns
258,11,00,00,00,499.99,ms
259,10,00,00,00,304,ns
260,00,00,00,00,499.99,ms
261,01,00,00,00,280,ns
262,11,00,00,00,499.99,ms
263,10,00,00,00,344,ns
264,00,00,00,00,499.99,ms
265,01,00,00,00,296,ns
266,11,00,00,00,500.03,ms
267,10,00,00,00,32,ns
268,00,00,00,00,499.94,ms
269,01,00,00,00,344,ns
270,11,00,00,00,499.98,ms
271,10,00,00,00,8,ns
272,00,00,00,00,499.99,ms
273,01,00,00,00,8,ns
274,11,00,00,00,499.99,ms
275,10,00,00,00,72,ns
276,00,00,00,00,499.99,ms
277,01,00,00,00,96,ns
278,11,00,00,00,499.99,ms
279,10,00,00,00,80,ns
280,00,00,00,00,499.99,ms
281,01,00,00,00,96,ns
282,11,00,00,00,499.99,ms
283,10,00,00,00,112,ns
284,00,00,00,00,499.99,ms
285,01,00,00,00,120,ns
286,11,00,00,00,499.99,ms
287,10,00,00,00,120,ns
288,00,00,00,00,499.99,ms
289,01,00,00,00,128,ns
290,11,00,00,00,499.99,ms
291,10,00,00,00,184,ns
292,00,00,00,00,499.99,ms
293,01,00,00,00,224,ns
294,11,00,00,00,499.99,ms
295,10,00,00,00,208,ns
296,00,00,00,00,499.99,ms
297,01,00,00,00,232,ns
298,11,00,00,00,499.99,ms
299,10,00,00,00,240,ns
300,00,00,00,00,499.99,ms
301,01,00,00,00,272,ns
302,11,00,00,00,499.99,ms
303,10,00,00,00,280,ns
304,00,00,00,00,499.99,ms
305,01,00,00,00,264,ns
306,11,00,00,00,500.03,ms
307,10,00,00,00,24,ns
308,00,00,00,00,499.94,ms
309,01,00,00,00,336,ns
310,11,00,00,00,499.98,ms
311,10,00,00,00,8,ns
312,00,00,00,00,499.99,ms
313,01,00,00,00,8,ns
314,11,00,00,00,499.99,ms
315,10,00,00,00,32,ns
316,00,00,00,00,499.99,ms
317,01,00,00,00,56,ns
318,11,00,00,00,499.99,ms
319,10,00,00,00,56,ns
320,00,00,00,00,499.99,ms
321,01,00,00,00,88,ns
322,11,00,00,00,499.99,ms
323,10,00,00,00,96,ns
324,00,00,00,00,499.99,ms
325,01,00,00,00,72,ns
326,11,00,00,00,499.99,ms
327,10,00,00,00,120,ns
328,00,00,00,00,499.99,ms
329,01,00,00,00,144,ns
330,11,00,00,00,499.99,ms
331,10,00,00,00,144,ns
332,00,00,00,00,499.99,ms
333,01,00,00,00,176,ns
334,11,00,00,00,499.99,ms
335,10,00,00,00,216,ns
336,00,00,00,00,499.99,ms
337,01,00,00,00,224,ns
338,11,00,00,00,499.99,ms
339,10,00,00,00,232,ns
340,00,00,00,00,499.99,ms
341,01,00,00,00,240,ns
342,11,00,00,00,499.99,ms
343,10,00,00,00,296,ns
344,00,00,00,00,499.99,ms
345,01,00,00,00,280,ns
346,11,00,00,00,500.03,ms
347,10,00,00,00,56,ns
348,00,00,00,00,499.94,ms
349,01,00,00,00,336,ns
350,11,00,00,00,499.98,ms
351,10,00,00,00,40,ns
352,00,00,00,00,499.99,ms
353,01,00,00,00,56,ns
354,11,00,00,00,499.99,ms
355,10,00,00,00,72,ns
356,00,00,00,00,499.99,ms
357,01,00,00,00,56,ns
358,11,00,00,00,499.99,ms
359,10,00,00,00,104,ns
360,00,00,00,00,499.99,ms
361,01,00,00,00,144,ns
362,11,00,00,00,499.99,ms
363,10,00,00,00,152,ns
364,00,00,00,00,499.99,ms
365,01,00,00,00,152,ns
366,11,00,00,00,499.99,ms
367,10,00,00,00,144,ns
368,00,00,00,00,499.99,ms
369,01,00,00,00,176,ns
370,11,00,00,00,499.99,ms
371,10,00,00,00,192,ns
372,00,00,00,00,499.99,ms
373,01,00,00,00,208,ns
374,11,00,00,00,499.99,ms
375,10,00,00,00,232,ns
376,00,00,00,00,499.99,ms
377,01,00,00,00,248,ns
378,11,00,00,00,499.99,ms
379,10,00,00,00,272,ns
380,00,00,00,00,499.99,ms
381,01,00,00,00,264,ns
382,11,00,00,00,499.99,ms
383,10,00,00,00,264,ns
384,00,00,00,00,499.99,ms
385,01,00,00,00,296,ns
386,11,00,00,00,500.03,ms
387,10,00,00,00,32,ns
388,00,00,00,00,499.94,ms
389,01,00,00,00,328,ns
390,11,00,00,00,499.98,ms
391,10,00,00,00,32,ns
392,00,00,00,00,499.99,ms
393,01,00,00,00,40,ns
394,11,00,00,00,499.99,ms
395,10,00,00,00,40,ns
396,00,00,00,00,499.99,ms
397,01,00,00,00,48,ns
398,11,00,00,00,499.99,ms
399,10,00,00,00,112,ns
400,00,00,00,00,499.99,ms
401,01,00,00,00,160,ns
402,11,00,00,00,499.99,ms
403,10,00,00,00,160,ns
404,00,00,00,00,499.99,ms
405,01,00,00,00,152,ns
406,11,00,00,00,499.99,ms
407,10,00,00,00,184,ns
408,00,00,00,00,499.99,ms
409,01,00,00,00,184,ns
410,11,00,00,00,499.99,ms
411,10,00,00,00,216,ns
412,00,00,00,00,499.99,ms
413,01,00,00,00,216,ns
414,11,00,00,00,499.99,ms
415,10,00,00,00,256,ns
416,00,00,00,00,499.99,ms
417,01,00,00,00,224,ns
418,11,00,00,00,499.99,ms
419,10,00,00,00,272,ns
420,00,00,00,00,499.99,ms
421,01,00,00,00,296,ns
422,11,00,00,00,499.99,ms
423,10,00,00,00,304,ns
424,00,00,00,00,499.99,ms
425,01,00,00,00,312,ns
426,11,00,00,00,500.03,ms
427,10,00,00,00,32,ns
428,00,00,00,00,499.94,ms
429,01,00,00,00,376,ns
430,11,00,00,00,499.98,ms
431,10,00,00,00,64,ns
432,00,00,00,00,499.99,ms
433,01,00,00,00,64,ns
434,11,00,00,00,499.99,ms
435,10,00,00,00,72,ns
436,00,00,00,00,499.99,ms
437,01,00,00,00,72,ns
438,11,00,00,00,499.99,ms
439,10,00,00,00,128,ns
440,00,00,00,00,499.99,ms
441,01,00,00,00,120,ns
442,11,00,00,00,499.99,ms
443,10,00,00,00,160,ns
444,00,00,00,00,499.99,ms
445,01,00,00,00,176,ns
446,11,00,00,00,499.99,ms
447,10,00,00,00,176,ns
448,00,00,00,00,499.99,ms
449,01,00,00,00,248,ns
450,11,00,00,00,499.99,ms
451,10,00,00,00,208,ns
452,00,00,00,00,499.99,ms
453,01,00,00,00,264,ns
454,11,00,00,00,499.99,ms
455,10,00,00,00,264,ns
456,00,00,00,00,499.99,ms
457,01,00,00,00,288,ns
458,11,00,00,00,499.99,ms
459,10,00,00,00,312,ns
460,00,00,00,00,499.99,ms
461,01,00,00,00,304,ns
462,11,00,00,00,499.99,ms
463,10,00,00,00,320,ns
464,00,00,00,00,499.99,ms
465,01,00,00,00,344,ns
466,11,00,00,00,500.03,ms
467,00,00,00,00,499.94,ms
468,01,00,00,00,360,ns
469,11,00,00,00,499.98,ms
470,10,00,00,00,32,ns
471,00,00,00,00,499.99,ms
472,01,00,00,00,48,ns
473,11,00,00,00,499.99,ms
474,10,00,00,00,72,ns
475,00,00,00,00,499.99,ms
476,01,00,00,00,120,ns
477,11,00,00,00,499.99,ms
478,10,00,00,00,80,ns
479,00,00,00,00,499.99,ms
480,01,00,00,00,120,ns
481,11,00,00,00,499.99,ms
482,10,00,00,00,104,ns
483,00,00,00,00,499.99,ms
484,01,00,00,00,152,ns
485,11,00,00,00,499.99,ms
486,10,00,00,00,176,ns
487,00,00,00,00,499.99,ms
488,01,00,00,00,168,ns
489,11,00,00,00,499.99,ms
490,10,00,00,00,216,ns
491,00,00,00,00,499.99,ms
492,01,00,00,00,200,ns
493,11,00,00,00,499.99,ms
494,10,00,00,00,248,ns
495,00,00,00,00,499.99,ms
496,01,00,00,00,216,ns
497,11,00,00,00,499.99,ms
498,10,00,00,00,256,ns
499,00,00,00,00,499.99,ms
500,01,00,00,00,312,ns
501,11,00,00,00,499.99,ms
502,10,00,00,00,264,ns
503,00,00,00,00,499.99,ms
504,01,00,00,00,296,ns
505,11,00,00,00,500.03,ms
506,10,00,00,00,40,ns
507,00,00,00,00,499.94,ms
508,01,00,00,00,376,ns
509,11,00,00,00,499.98,ms
510,10,00,00,00,72,ns
511,00,00,00,00,499.99,ms
512,10,00,00,00,704,ns
513,11,00,00,00,499.99,ms
514,10,00,00,00,104,ns
515,00,00,00,00,499.99,ms
516,01,00,00,00,112,ns
517,11,00,00,00,499.99,ms
518,10,00,00,00,128,ns
519,00,00,00,00,499.99,ms
520,01,00,00,00,160,ns
521,11,00,00,00,499.99,ms
522,10,00,00,00,168,ns
523,00,00,00,00,499.99,ms
524,01,00,00,00,200,ns
525,11,00,00,00,499.99,ms
526,10,00,00,00,192,ns
527,00,00,00,00,499.99,ms
528,01,00,00,00,208,ns
529,11,00,00,00,499.99,ms
530,10,00,00,00,192,ns
531,00,00,00,00,499.99,ms
532,01,00,00,00,248,ns
533,11,00,00,00,499.99,ms
534,10,00,00,00,240,ns
535,00,00,00,00,499.99,ms
536,01,00,00,00,272,ns
537,11,00,00,00,499.99,ms
538,10,00,00,00,320,ns
539,00,00,00,00,499.99,ms
540,01,00,00,00,328,ns
541,11,00,00,00,499.99,ms
542,10,00,00,00,328,ns
543,00,00,00,00,499.99,ms
544,01,00,00,00,344,ns
545,11,00,00,00,500.03,ms
546,10,00,00,00,32,ns
547,00,00,00,00,499.94,ms
548,01,00,00,00,368,ns
549,11,00,00,00,499.98,ms
550,10,00,00,00,40,ns
551,00,00,00,00,499.99,ms
552,01,00,00,00,56,ns
553,11,00,00,00,499.99,ms
554,10,00,00,00,32,ns
555,00,00,00,00,499.99,ms
556,01,00,00,00,80,ns
557,11,00,00,00,499.99,ms
558,10,00,00,00,136,ns
559,00,00,00,00,499.99,ms
560,01,00,00,00,136,ns
561,11,00,00,00,499.99,ms
562,10,00,00,00,128,ns
563,00,00,00,00,499.99,ms
564,01,00,00,00,152,ns
565,11,00,00,00,499.99,ms
566,10,00,00,00,168,ns
567,00,00,00,00,499.99,ms
568,01,00,00,00,176,ns
569,11,00,00,00,499.99,ms
570,10,00,00,00,152,ns
571,00,00,00,00,499.99,ms
572,01,00,00,00,192,ns
573,11,00,00,00,499.99,ms
574,10,00,00,00,200,ns
575,00,00,00,00,499.99,ms
576,01,00,00,00,232,ns
577,11,00,00,00,499.99,ms
578,10,00,00,00,256,ns
579,00,00,00,00,499.99,ms
580,01,00,00,00,256,ns
581,11,00,00,00,499.99,ms
582,10,00,00,00,296,ns
583,00,00,00,00,499.99,ms
584,01,00,00,00,296,ns
585,11,00,00,00,500.03,ms
586,10,00,00,00,40,ns
587,00,00,00,00,499.94,ms
588,01,00,00,00,352,ns
589,11,00,00,00,499.98,ms
590,10,00,00,00,40,ns
591,00,00,00,00,499.99,ms
592,01,00,00,00,112,ns
593,11,00,00,00,499.99,ms
594,10,00,00,00,72,ns
595,00,00,00,00,499.99,ms
596,01,00,00,00,112,ns
597,11,00,00,00,499.99,ms
598,10,00,00,00,112,ns
599,00,00,00,00,499.99,ms
600,01,00,00,00,120,ns
601,11,00,00,00,499.99,ms
602,10,00,00,00,144,ns
603,00,00,00,00,499.99,ms
604,01,00,00,00,144,ns
605,11,00,00,00,499.99,ms
606,10,00,00,00,184,ns
607,00,00,00,00,499.99,ms
608,01,00,00,00,184,ns
609,11,00,00,00,499.99,ms
610,10,00,00,00,208,ns
611,00,00,00,00,499.99,ms
612,01,00,00,00,216,ns
613,11,00,00,00,499.99,ms
614,10,00,00,00,232,ns
615,00,00,00,00,499.99,ms
616,01,00,00,00,240,ns
617,11,00,00,00,499.99,ms
618,10,00,00,00,264,ns
619,00,00,00,00,499.99,ms
620,01,00,00,00,296,ns
621,11,00,00,00,499.99,ms
622,10,00,00,00,312,ns
623,00,00,00,00,499.99,ms
624,01,00,00,00,304,ns
625,11,00,00,00,500.03,ms
626,10,00,00,00,40,ns
627,00,00,00,00,499.94,ms
628,01,00,00,00,320,ns
629,11,00,00,00,499.98,ms
630,10,00,00,00,40,ns
631,00,00,00,00,499.99,ms
632,01,00,00,00,56,ns
633,11,00,00,00,499.99,ms
634,10,00,00,00,72,ns
635,00,00,00,00,499.99,ms
636,01,00,00,00,64,ns
637,11,00,00,00,499.99,ms
638,10,00,00,00,128,ns
639,00,00,00,00,499.99,ms
640,01,00,00,00,104,ns
641,11,00,00,00,499.99,ms
642,10,00,00,00,144,ns
643,00,00,00,00,499.99,ms
644,01,00,00,00,152,ns
645,11,00,00,00,499.99,ms
646,10,00,00,00,152,ns
647,00,00,00,00,499.99,ms
648,01,00,00,00,160,ns
649,11,00,00,00,499.99,ms
650,10,00,00,00,200,ns
651,00,00,00,00,499.99,ms
652,01,00,00,00,208,ns
653,11,00,00,00,499.99,ms
654,10,00,00,00,200,ns
655,00,00,00,00,499.99,ms
656,01,00,00,00,240,ns
657,11,00,00,00,499.99,ms
658,10,00,00,00,264,ns
659,00,00,00,00,499.99,ms
660,01,00,00,00,232,ns
661,11,00,00,00,499.99,ms
662,10,00,00,00,280,ns
663,00,00,00,00,499.99,ms
664,01,00,00,00,304,ns
665,11,00,00,00,500.03,ms
666,10,00,00,00,24,ns
667,00,00,00,00,499.94,ms
668,01,00,00,00,296,ns
669,11,00,00,00,499.98,ms
670,10,00,00,00,24,ns
671,00,00,00,00,499.99,ms
672,01,00,00,00,32,ns
673,11,00,00,00,499.99,ms
674,10,00,00,00,56,ns
675,00,00,00,00,499.99,ms
676,01,00,00,00,64,ns
677,11,00,00,00,499.99,ms
678,10,00,00,00,88,ns
679,00,00,00,00,499.99,ms
680,01,00,00,00,104,ns
681,11,00,00,00,499.99,ms
682,10,00,00,00,152,ns
683,00,00,00,00,499.99,ms
684,01,00,00,00,136,ns
685,11,00,00,00,499.99,ms
686,10,00,00,00,152,ns
687,00,00,00,00,499.99,ms
688,01,00,00,00,144,ns
689,11,00,00,00,499.99,ms
690,10,00,00,00,208,ns
691,00,00,00,00,499.99,ms
692,01,00,00,00,200,ns
693,11,00,00,00,499.99,ms
694,10,00,00,00,248,ns
695,00,00,00,00,499.99,ms
696,01,00,00,00,272,ns
697,11,00,00,00,499.99,ms
698,10,00,00,00,224,ns
699,00,00,00,00,499.99,ms
700,01,00,00,00,288,ns
701,11,00,00,00,499.99,ms
702,10,00,00,00,280,ns
703,00,00,00,00,499.99,ms
704,01,00,00,00,256,ns
705,11,00,00,00,500.03,ms
706,10,00,00,00,48,ns
707,00,00,00,00,499.94,ms
708,01,00,00,00,328,ns
709,11,00,00,00,499.98,ms
710,10,00,00,00,40,ns
711,00,00,00,00,499.99,ms
712,01,00,00,00,72,ns
713,11,00,00,00,499.99,ms
714,10,00,00,00,96,ns
715,00,00,00,00,499.99,ms
716,01,00,00,00,104,ns
717,11,00,00,00,499.99,ms
718,10,00,00,00,144,ns
719,00,00,00,00,499.99,ms
720,01,00,00,00,176,ns
721,11,00,00,00,499.99,ms
722,10,00,00,00,200,ns
723,00,00,00,00,499.99,ms
724,01,00,00,00,168,ns
725,11,00,00,00,499.99,ms
726,10,00,00,00,200,ns
727,00,00,00,00,499.99,ms
728,01,00,00,00,184,ns
729,11,00,00,00,499.99,ms
730,10,00,00,00,224,ns
731,00,00,00,00,499.99,ms
732,01,00,00,00,240,ns
733,11,00,00,00,499.99,ms
734,10,00,00,00,288,ns
735,00,00,00,00,499.99,ms
736,01,00,00,00,264,ns
737,11,00,00,00,499.99,ms
738,10,00,00,00,280,ns
739,00,00,00,00,499.99,ms
740,01,00,00,00,288,ns
741,11,00,00,00,499.99,ms
742,10,00,00,00,304,ns
743,00,00,00,00,499.99,ms
744,01,00,00,00,344,ns
745,11,00,00,00,500.03,ms
746,10,00,00,00,80,ns
747,00,00,00,00,499.94,ms
748,01,00,00,00,336,ns
749,11,00,00,00,499.98,ms
750,10,00,00,00,32,ns
751,00,00,00,00,499.99,ms
752,01,00,00,00,32,ns
753,11,00,00,00,499.99,ms
754,10,00,00,00,40,ns
755,00,00,00,00,499.99,ms
756,01,00,00,00,96,ns
757,11,00,00,00,499.99,ms
758,10,00,00,00,104,ns
759,00,00,00,00,499.99,ms
760,01,00,00,00,152,ns
761,11,00,00,00,499.99,ms
762,10,00,00,00,104,ns
763,00,00,00,00,499.99,ms
764,01,00,00,00,152,ns
765,11,00,00,00,499.99,ms
766,10,00,00,00,136,ns
767,00,00,00,00,499.99,ms
768,01,00,00,00,192,ns
769,11,00,00,00,499.99,ms
770,10,00,00,00,200,ns
771,00,00,00,00,499.99,ms
772,01,00,00,00,200,ns
773,11,00,00,00,499.99,ms
774,10,00,00,00,264,ns
775,00,00,00,00,499.99,ms
776,01,00,00,00,224,ns
777,11,00,00,00,499.99,ms
778,10,00,00,00,248,ns
779,00,00,00,00,499.99,ms
780,01,00,00,00,320,ns
781,11,00,00,00,499.99,ms
782,10,00,00,00,312,ns
783,00,00,00,00,499.99,ms
784,01,00,00,00,312,ns
785,11,00,00,00,500.03,ms
786,10,00,00,00,32,ns
787,00,00,00,00,499.94,ms
788,01,00,00,00,320,ns
789,11,00,00,00,499.98,ms
790,10,00,00,00,40,ns
791,00,00,00,00,499.99,ms
792,01,00,00,00,64,ns
793,11,00,00,00,499.99,ms
794,10,00,00,00,80,ns
795,00,00,00,00,499.99,ms
796,01,00,00,00,96,ns
797,11,00,00,00,499.99,ms
798,10,00,00,00,112,ns
799,00,00,00,00,499.99,ms
800,01,00,00,00,128,ns
801,11,00,00,00,499.99,ms
802,10,00,00,00,152,ns
803,00,00,00,00,499.99,ms
804,01,00,00,00,152,ns
805,11,00,00,00,499.99,ms
806,10,00,00,00,160,ns
807,00,00,00,00,499.99,ms
808,01,00,00,00,192,ns
809,11,00,00,00,499.99,ms
810,10,00,00,00,192,ns
811,00,00,00,00,499.99,ms
812,01,00,00,00,168,ns
813,11,00,00,00,499.99,ms
814,10,00,00,00,200,ns
815,00,00,00,00,499.99,ms
816,01,00,00,00,256,ns
817,11,00,00,00,499.99,ms
818,10,00,00,00,280,ns
819,00,00,00,00,499.99,ms
820,01,00,00,00,280,ns
821,11,00,00,00,499.99,ms
822,10,00,00,00,280,ns
823,00,00,00,00,499.99,ms
824,01,00,00,00,312,ns
825,11,00,00,00,500.03,ms
826,10,00,00,00,48,ns
827,00,00,00,00,499.94,ms
828,01,00,00,00,328,ns
829,11,00,00,00,499.98,ms
830,10,00,00,00,48,ns
831,00,00,00,00,499.99,ms
832,01,00,00,00,48,ns
833,11,00,00,00,499.99,ms
834,10,00,00,00,56,ns
835,00,00,00,00,499.99,ms
836,01,00,00,00,72,ns
837,11,00,00,00,499.99,ms
838,10,00,00,00,80,ns
839,00,00,00,00,499.99,ms
840,01,00,00,00,104,ns
841,11,00,00,00,499.99,ms
842,10,00,00,00,144,ns
843,00,00,00,00,499.99,ms
844,01,00,00,00,152,ns
845,11,00,00,00,499.99,ms
846,10,00,00,00,168,ns
847,00,00,00,00,499.99,ms
848,01,00,00,00,144,ns
849,11,00,00,00,499.99,ms
850,10,00,00,00,184,ns
851,00,00,00,00,499.99,ms
852,01,00,00,00,184,ns
853,11,00,00,00,499.99,ms
854,10,00,00,00,176,ns
855,00,00,00,00,499.99,ms
856,01,00,00,00,216,ns
857,11,00,00,00,499.99,ms
858,10,00,00,00,264,ns
859,00,00,00,00,499.99,ms
860,01,00,00,00,280,ns
861,11,00,00,00,499.99,ms
862,10,00,00,00,256,ns
863,00,00,00,00,499.99,ms
864,01,00,00,00,264,ns
865,11,00,00,00,500.03,ms
866,10,00,00,00,72,ns
867,00,00,00,00,499.94,ms
868,01,00,00,00,264,ns
869,11,00,00,00,499.98,ms
