Sample#,mote,SampleTime,units,gps_pure,gps_rpi,pps_mirror
20660,11,1.74,us,00,01,
20661,11,478.22,ms,00,11,
20662,10,4.44,us,00,11,
20663,00,21.76,ms,00,11,
20664,00,9.03,us,00,10,
20665,00,399.68,ms,00,00,
20666,00,64,ns,01,00,
20667,00,78.55,ms,11,00,
20668,10,896,ns,11,00,
20669,11,21.45,ms,11,00,
20670,11,56,ns,10,00,
20671,11,132.30,us,00,00,
20672,11,5.68,us,00,00,1
20673,11,44.28,us,00,00,3
20674,11,7.90,us,00,00,2
20675,11,119.65,us,00,00,
20676,11,488,ns,00,10,
20677,11,478.23,ms,00,11,
20678,10,1.42,us,00,11,
20679,00,21.76,ms,00,11,
20680,00,320,ns,00,10,
20681,00,399.68,ms,00,00,
20682,00,56,ns,01,00,
20683,00,78.56,ms,11,00,
20684,01,2.22,us,11,00,
20685,11,21.43,ms,11,00,
20686,11,64,ns,10,00,
20687,11,133.30,us,00,00,
20688,11,20.40,us,00,00,1
20689,11,28.76,us,00,00,3
20690,11,30.58,us,00,00,2
20691,11,96.36,us,00,00,
20692,11,6.07,us,00,01,
20693,11,478.24,ms,00,11,
20694,01,4.10,us,00,11,
20695,00,21.74,ms,00,11,
20696,00,11.18,us,00,10,
20697,00,399.67,ms,00,00,
20698,00,56,ns,01,00,
20699,00,78.57,ms,11,00,
20700,01,3.82,us,11,00,
20701,11,21.42,ms,11,00,
20702,11,64,ns,10,00,
20703,11,138.63,us,00,00,
20704,11,8.24,us,00,00,1
20705,11,42.90,us,00,00,3
20706,11,15.16,us,00,00,2
20707,11,103.37,us,00,00,
20708,11,4.34,us,00,01,
20709,11,478.24,ms,00,11,
20710,01,23.54,us,00,11,
20711,00,21.73,ms,00,11,
20712,00,8.98,us,00,10,
20713,00,399.67,ms,00,00,
20714,00,64,ns,01,00,
20715,00,78.56,ms,11,00,
20716,10,27.96,us,11,00,
20717,11,21.41,ms,11,00,
20718,11,64,ns,10,00,
20719,11,141.69,us,00,00,
20720,11,9.41,us,00,00,2
20721,11,44.09,us,00,00,3
20722,11,17.07,us,00,00,1
20723,11,99.03,us,00,00,
20724,11,536,ns,00,01,
20725,11,478.25,ms,00,11,
20726,01,29.50,us,00,11,
20727,00,21.71,ms,00,11,
20728,00,784,ns,00,01,
20729,00,399.68,ms,00,00,
20730,00,56,ns,01,00,
20731,00,78.58,ms,11,00,
20732,10,22.72,us,11,00,
20733,11,21.40,ms,11,00,
20734,11,56,ns,10,00,
20735,11,136.07,us,00,00,
20736,11,17.90,us,00,00,1
20737,11,33.57,us,00,00,3
20738,11,124.60,us,00,00,2
20739,11,3.15,us,00,01,2
20740,11,143.78,us,00,11,2
20741,11,478.12,ms,00,11,
20742,01,26.34,us,00,11,
20743,00,21.69,ms,00,11,
20744,00,14.36,us,00,10,
20745,00,399.67,ms,00,00,
20746,00,64,ns,01,00,
20747,00,78.59,ms,11,00,
20748,10,27.70,us,11,00,
20749,11,21.38,ms,11,00,
20750,11,56,ns,10,00,
20751,11,129.23,us,00,00,
20752,11,4.99,us,00,00,2
20753,11,43.57,us,00,00,3
20754,11,7.75,us,00,00,1
20755,11,122.94,us,00,00,
20756,11,17.28,us,00,01,
20757,11,478.27,ms,00,11,
20758,01,26.42,us,00,11,
20759,00,21.68,ms,00,11,
20760,00,15.43,us,00,10,
20761,00,399.66,ms,00,00,
20762,00,56,ns,01,00,
20763,00,78.60,ms,11,00,
20764,10,32.74,us,11,00,
20765,11,21.36,ms,11,00,
20766,11,64,ns,10,00,
20767,11,143.04,us,00,00,
20768,11,15.69,us,00,00,2
20769,11,38.23,us,00,00,3
20770,11,117.50,us,00,00,1
20771,11,11.57,us,00,01,1
20772,11,137.61,us,00,11,1
20773,11,478.13,ms,00,11,
20774,01,37.26,us,00,11,
20775,00,21.68,ms,00,11,
20776,00,4.97,us,00,10,
20777,00,399.66,ms,00,00,
20778,00,64,ns,01,00,
20779,00,78.62,ms,11,00,
20780,10,23.20,us,11,00,
20781,11,21.36,ms,11,00,
20782,11,64,ns,10,00,
20783,11,136.75,us,00,00,
20784,11,10.30,us,00,00,1
20785,11,40.70,us,00,00,3
20786,11,17.09,us,00,00,2
20787,11,116.67,us,00,00,
20788,11,6.45,us,00,01,
20789,11,478.28,ms,00,11,
20790,01,38.95,us,00,11,
20791,00,21.67,ms,00,11,
20792,00,1.96,us,00,01,
20793,00,399.66,ms,00,00,
20794,00,72,ns,01,00,
20795,00,78.62,ms,11,00,
20796,10,35.05,us,11,00,
20797,11,21.34,ms,11,00,
20798,11,64,ns,10,00,
20799,11,138.54,us,00,00,
20800,11,7.69,us,00,00,1
20801,11,43.90,us,00,00,3
20802,11,14.73,us,00,00,2
20803,11,117.29,us,00,00,
20804,11,4.26,us,00,01,
20805,11,478.30,ms,00,11,
20806,01,31.92,us,00,11,
20807,00,21.66,ms,00,11,
20808,00,6.64,us,00,10,
20809,00,399.66,ms,00,00,
20810,00,64,ns,01,00,
20811,00,78.64,ms,11,00,
20812,10,36.70,us,11,00,
20813,11,21.33,ms,11,00,
20814,11,56,ns,10,00,
20815,11,135.48,us,00,00,
20816,11,22.46,us,00,00,2
20817,11,28.82,us,00,00,3
20818,11,27.12,us,00,00,1
20819,11,110.27,us,00,00,
20820,11,3.72,us,00,01,
20821,11,478.30,ms,00,11,
20822,01,37.02,us,00,11,
20823,00,21.65,ms,00,11,
20824,00,1.50,us,00,10,
20825,00,399.66,ms,00,00,
20826,00,64,ns,01,00,
20827,00,78.65,ms,11,00,
20828,10,29.83,us,11,00,
20829,11,21.32,ms,11,00,
20830,11,64,ns,10,00,
20831,11,134.30,us,00,00,
20832,11,13.12,us,00,00,1
20833,11,37.70,us,00,00,3
20834,11,19.18,us,00,00,2
20835,11,118.84,us,00,00,
20836,11,5.08,us,00,01,
20837,11,478.32,ms,00,11,
20838,01,36.26,us,00,11,
20839,00,21.63,ms,00,11,
20840,00,5.70,us,00,10,
20841,00,399.66,ms,00,00,
20842,00,64,ns,01,00,
20843,00,78.66,ms,11,00,
20844,10,34.96,us,11,00,
20845,11,21.30,ms,11,00,
20846,11,72,ns,10,00,
20847,11,133.33,us,00,00,
20848,11,24.91,us,00,00,2
20849,11,26.02,us,00,00,3
20850,11,34.70,us,00,00,1
20851,11,107.41,us,00,00,
20852,11,1.90,us,00,01,
20853,11,478.33,ms,00,11,
20854,01,27.98,us,00,11,
20855,00,21.62,ms,00,11,
20856,00,8.10,us,00,10,
20857,00,399.66,ms,00,00,
20858,00,64,ns,01,00,
20859,00,78.67,ms,11,00,
20860,10,33.36,us,11,00,
20861,11,21.29,ms,11,00,
20862,11,64,ns,10,00,
20863,11,138.37,us,00,00,
20864,11,20.03,us,00,00,2
20865,11,33.86,us,00,00,3
20866,11,24.50,us,00,00,1
20867,11,108.80,us,00,00,
20868,11,3.98,us,00,01,
20869,11,478.37,ms,00,11,
20870,10,26.66,us,00,11,
20871,00,21.58,ms,00,11,
20872,00,17.09,us,00,10,
20873,00,399.65,ms,00,00,
20874,00,64,ns,01,00,
20875,00,78.72,ms,11,00,
20876,01,24.74,us,11,00,
20877,11,21.26,ms,11,00,
20878,11,56,ns,10,00,
20879,11,135.55,us,00,00,
20880,11,19.93,us,00,00,1
20881,11,32.06,us,00,00,3
20882,11,27.91,us,00,00,2
20883,11,109.48,us,00,00,
20884,11,7.82,us,00,01,
20885,11,478.38,ms,00,11,
20886,10,33.64,us,00,11,
20887,00,21.57,ms,00,11,
20888,00,12.42,us,00,10,
20889,00,399.65,ms,00,00,
20890,00,64,ns,01,00,
20891,00,78.73,ms,11,00,
20892,01,22.52,us,11,00,
20893,11,21.25,ms,11,00,
20894,11,56,ns,10,00,
20895,11,125.42,us,00,00,
20896,11,12.41,us,00,00,2
20897,11,50.69,us,00,00,3
20898,11,135.70,us,00,00,2
20899,11,6.70,us,00,01,2
20900,11,76.83,us,00,11,2
20901,11,478.32,ms,00,11,
20902,10,26.70,us,00,11,
20903,00,21.53,ms,00,11,
20904,00,28.79,us,00,01,
20905,00,399.66,ms,00,00,
20906,00,72,ns,01,00,
20907,00,78.74,ms,11,00,
20908,01,23.46,us,11,00,
20909,11,21.23,ms,11,00,
20910,11,72,ns,10,00,
20911,11,137.33,us,00,00,
20912,11,4.12,us,00,00,2
20913,11,46.42,us,00,00,3
20914,11,6.94,us,00,00,1
20915,11,100.36,us,00,00,
20916,11,31.33,us,00,10,
20917,11,478.44,ms,00,11,
20918,01,2.03,us,00,11,
20919,00,21.52,ms,00,11,
20920,00,29.59,us,00,01,
20921,00,399.67,ms,00,00,
20922,00,64,ns,01,00,
20923,00,78.76,ms,11,00,
20924,01,25.85,us,11,00,
20925,11,21.21,ms,11,00,
20926,11,64,ns,10,00,
20927,11,138.58,us,00,00,
20928,11,16.18,us,00,00,1
20929,11,58.68,us,00,00,3
20930,11,82.02,us,00,00,1
20931,11,32.59,us,00,10,1
20932,11,88.36,us,00,11,1
20933,11,478.34,ms,00,11,
20934,10,21.74,us,00,11,
20935,00,21.50,ms,00,11,
20936,00,8.93,us,00,01,
20937,00,399.69,ms,00,00,
20938,00,56,ns,01,00,
20939,00,78.77,ms,11,00,
20940,01,23.99,us,11,00,
20941,11,21.20,ms,11,00,
20942,11,56,ns,10,00,
20943,11,136.50,us,00,00,
20944,11,1.74,us,00,00,2
20945,11,51.16,us,00,00,3
20946,11,672,ns,00,00,1
20947,11,98.22,us,00,00,
20948,11,10.17,us,00,10,
20949,11,478.47,ms,00,11,
20950,10,31.37,us,00,11,
20951,00,21.49,ms,00,11,
20952,00,7.14,us,00,01,
20953,00,399.69,ms,00,00,
20954,00,64,ns,01,00,
20955,00,78.78,ms,11,00,
20956,01,25.22,us,11,00,
20957,11,21.19,ms,11,00,
20958,11,64,ns,10,00,
20959,11,140.68,us,00,00,
20960,11,10.80,us,00,00,2
20961,11,42.05,us,00,00,3
20962,11,16.72,us,00,00,1
20963,11,81.39,us,00,00,
20964,11,16.71,us,00,10,
20965,11,478.47,ms,00,11,
20966,10,25.34,us,00,11,
20967,00,21.47,ms,00,11,
20968,00,15.26,us,00,01,
20969,00,399.69,ms,00,00,
20970,00,64,ns,01,00,
20971,00,78.77,ms,11,00,
20972,01,61.25,us,11,00,
20973,11,21.17,ms,11,00,
20974,11,64,ns,10,00,
20975,11,153.02,us,00,00,
20976,11,1.98,us,00,00,1
20977,11,54.11,us,00,00,3
20978,11,5.86,us,00,00,2
20979,11,75.22,us,00,00,
20980,11,15.90,us,00,10,
20981,11,478.46,ms,00,11,
20982,10,53.99,us,00,11,
20983,00,21.46,ms,00,11,
20984,00,10.98,us,00,01,
20985,00,399.69,ms,00,00,
20986,00,72,ns,01,00,
20987,00,78.77,ms,11,00,
20988,01,63.04,us,11,00,
20989,11,21.16,ms,11,00,
20990,11,72,ns,10,00,
20991,11,132.90,us,00,00,
20992,11,1.88,us,00,00,2
20993,11,49.88,us,00,00,3
20994,11,1.21,us,00,00,1
20995,11,104.00,us,00,00,
20996,11,7.70,us,00,10,
20997,11,478.48,ms,00,11,
20998,10,74.00,us,00,11,
20999,00,21.43,ms,00,11,
21000,00,4.95,us,00,01,
21001,00,399.70,ms,00,00,
21002,00,72,ns,01,00,
21003,00,78.79,ms,11,00,
21004,01,61.10,us,11,00,
21005,11,21.15,ms,11,00,
21006,11,72,ns,10,00,
21007,11,140.05,us,00,00,
21008,11,17.06,us,00,00,2
21009,11,39.58,us,00,00,3
21010,11,21.59,us,00,00,1
21011,11,70.29,us,00,00,
21012,11,8.26,us,00,10,
21013,11,478.49,ms,00,11,
21014,10,75.58,us,00,11,
21015,00,21.42,ms,00,11,
21016,00,4.07,us,00,01,
21017,00,399.69,ms,00,00,
21018,00,80,ns,01,00,
21019,00,78.80,ms,11,00,
21020,01,76.76,us,11,00,
21021,11,21.12,ms,11,00,
21022,11,72,ns,10,00,
21023,11,141.62,us,00,00,
21024,11,15.14,us,00,00,1
21025,11,36.17,us,00,00,3
21026,11,23.30,us,00,00,2
21027,11,70.71,us,00,00,
21028,11,8.31,us,00,10,
21029,11,478.50,ms,00,11,
21030,10,19.15,us,00,11,
21031,00,21.46,ms,00,11,
21032,00,1.03,us,00,10,
21033,00,399.70,ms,00,00,
21034,00,72,ns,01,00,
21035,00,78.81,ms,11,00,
21036,01,12.12,us,11,00,
21037,11,21.17,ms,11,00,
21038,11,64,ns,10,00,
21039,11,139.65,us,00,00,
21040,11,3.66,us,00,00,1
21041,11,48.01,us,00,00,3
21042,11,5.38,us,00,00,2
21043,11,87.01,us,00,00,
21044,11,10.50,us,00,10,
21045,11,478.52,ms,00,11,
21046,10,22.88,us,00,11,
21047,00,21.44,ms,00,11,
21048,00,4.70,us,00,01,
21049,00,399.70,ms,00,00,
21050,00,72,ns,01,00,
21051,00,78.83,ms,11,00,
21052,01,14.53,us,11,00,
21053,11,21.16,ms,11,00,
21054,11,72,ns,10,00,
21055,11,147.70,us,00,00,
21056,11,7.52,us,00,00,2
21057,11,59.22,us,00,00,3
21058,11,72.05,us,00,00,2
21059,11,7.34,us,00,10,2
21060,11,147.36,us,00,11,2
21061,11,478.38,ms,00,11,
21062,10,19.67,us,00,11,
21063,00,21.44,ms,00,11,
21064,00,24.77,us,00,10,
21065,00,399.67,ms,00,00,
21066,00,72,ns,01,00,
21067,00,78.83,ms,11,00,
21068,01,25.67,us,11,00,
21069,11,21.14,ms,11,00,
21070,11,72,ns,10,00,
21071,11,133.02,us,00,00,
21072,11,18.69,us,00,00,1
21073,11,30.38,us,00,00,3
21074,11,28.63,us,00,00,2
21075,11,81.62,us,00,00,
21076,11,28.29,us,00,01,
21077,11,478.52,ms,00,11,
21078,10,15.38,us,00,11,
21079,00,21.43,ms,00,11,
21080,00,25.38,us,00,10,
21081,00,399.67,ms,00,00,
21082,00,72,ns,01,00,
21083,00,78.85,ms,11,00,
21084,01,16.32,us,11,00,
21085,11,21.14,ms,11,00,
21086,11,72,ns,10,00,
21087,11,137.75,us,00,00,
21088,11,2.70,us,00,00,2
21089,11,50.44,us,00,00,3
21090,11,104.22,us,00,00,1
21091,11,23.66,us,00,01,1
21092,11,97.34,us,00,11,1
21093,11,478.43,ms,00,11,
21094,10,21.70,us,00,11,
21095,00,21.43,ms,00,11,
21096,00,22.30,us,00,10,
21097,00,399.67,ms,00,00,
21098,00,72,ns,01,00,
21099,00,78.87,ms,11,00,
21100,01,4.99,us,11,00,
21101,11,21.12,ms,11,00,
21102,11,72,ns,10,00,
21103,11,146.35,us,00,00,
21104,11,34.49,us,00,00,2
21105,11,20.62,us,00,00,3
21106,11,40.70,us,00,00,1
21107,11,68.38,us,00,00,
21108,11,9.22,us,00,01,
21109,11,478.54,ms,00,11,
21110,10,6.86,us,00,11,
21111,00,21.43,ms,00,11,
21112,00,18.60,us,00,10,
21113,00,399.67,ms,00,00,
21114,00,80,ns,01,00,
21115,00,78.87,ms,11,00,
21116,01,12.22,us,11,00,
21117,11,21.11,ms,11,00,
21118,11,80,ns,10,00,
21119,11,155.54,us,00,00,
21120,11,304,ns,00,00,2
21121,11,58.46,us,00,00,3
21122,11,400,ns,00,00,1
21123,11,93.44,us,00,00,
21124,11,15.14,us,00,01,
21125,11,478.55,ms,00,11,
21126,10,1.97,us,00,11,
21127,00,21.42,ms,00,11,
21128,00,30.73,us,00,10,
21129,00,399.65,ms,00,00,
21130,00,72,ns,01,00,
21131,00,78.89,ms,11,00,
21132,10,48.92,us,11,00,
21133,11,21.06,ms,11,00,
21134,11,72,ns,10,00,
21135,11,158.18,us,00,00,
21136,11,10.73,us,00,00,1
21137,11,45.78,us,00,00,3
21138,11,7.97,us,00,00,2
21139,11,78.62,us,00,00,
21140,11,21.99,us,00,01,
21141,11,478.58,ms,00,11,
21142,01,42.43,us,00,11,
21143,00,21.35,ms,00,11,
21144,00,35.57,us,00,10,
21145,00,399.66,ms,00,00,
21146,00,72,ns,01,00,
21147,00,78.90,ms,11,00,
21148,10,55.43,us,11,00,
21149,11,21.04,ms,11,00,
21150,11,72,ns,10,00,
21151,11,133.63,us,00,00,
21152,11,832,ns,00,00,2
21153,11,48.87,us,00,00,3
21154,11,536,ns,00,00,1
21155,11,115.92,us,00,00,
21156,11,21.68,us,00,01,
21157,11,478.59,ms,00,11,
21158,01,45.31,us,00,11,
21159,00,21.33,ms,00,11,
21160,00,36.74,us,00,10,
21161,00,399.66,ms,00,00,
21162,00,72,ns,01,00,
21163,00,78.92,ms,11,00,
21164,10,47.54,us,11,00,
21165,11,21.03,ms,11,00,
21166,11,72,ns,10,00,
21167,11,136.24,us,00,00,
21168,11,19.55,us,00,00,1
21169,11,31.13,us,00,00,3
21170,11,27.88,us,00,00,2
21171,11,87.83,us,00,00,
21172,11,22.85,us,00,01,
21173,11,478.58,ms,00,11,
21174,01,61.54,us,00,11,
21175,00,21.32,ms,00,11,
21176,00,24.90,us,00,10,
21177,00,399.67,ms,00,00,
21178,00,72,ns,01,00,
21179,00,78.92,ms,11,00,
21180,10,55.83,us,11,00,
21181,11,21.02,ms,11,00,
21182,11,72,ns,10,00,
21183,11,136.87,us,00,00,
21184,11,11.74,us,00,00,1
21185,11,37.98,us,00,00,3
21186,11,18.83,us,00,00,2
21187,11,93.47,us,00,00,
21188,11,25.14,us,00,01,
21189,11,478.61,ms,00,11,
21190,01,48.46,us,00,11,
21191,00,21.30,ms,00,11,
21192,00,52.38,us,00,10,
21193,00,399.64,ms,00,00,
21194,00,80,ns,01,00,
21195,00,78.93,ms,11,00,
21196,10,69.29,us,11,00,
21197,11,21.00,ms,11,00,
21198,11,80,ns,10,00,
21199,11,143.14,us,00,00,
21200,11,8.86,us,00,00,2
21201,11,43.77,us,00,00,3
21202,11,16.14,us,00,00,1
21203,11,87.98,us,00,00,
21204,11,32.49,us,00,01,
21205,11,478.60,ms,00,11,
21206,01,62.74,us,00,11,
21207,00,21.29,ms,00,11,
21208,00,32.04,us,00,10,
21209,00,399.66,ms,00,00,
21210,00,80,ns,01,00,
21211,00,78.94,ms,11,00,
21212,10,70.38,us,11,00,
21213,11,20.99,ms,11,00,
21214,11,80,ns,10,00,
21215,11,134.61,us,00,00,
21216,11,18.67,us,00,00,1
21217,11,32.41,us,00,00,3
21218,11,114.98,us,00,00,2
21219,11,31.26,us,00,01,2
21220,11,118.74,us,00,11,2
21221,11,478.49,ms,00,11,
21222,01,72.98,us,00,11,
21223,00,21.27,ms,00,11,
21224,00,164.02,us,00,10,
21225,00,399.53,ms,00,00,
21226,00,72,ns,01,00,
21227,00,78.95,ms,11,00,
21228,10,81.31,us,11,00,
21229,11,20.97,ms,11,00,
21230,11,72,ns,10,00,
21231,11,129.87,us,00,00,
21232,11,3.77,us,00,00,2
21233,11,47.34,us,00,00,3
21234,11,1.02,us,00,00,1
21235,11,117.52,us,00,00,
21236,11,23.35,us,00,01,
21237,11,478.63,ms,00,11,
21238,01,76.12,us,00,11,
21239,00,21.26,ms,00,11,
21240,00,25.99,us,00,10,
21241,00,399.67,ms,00,00,
21242,00,88,ns,01,00,
21243,00,78.96,ms,11,00,
21244,10,83.61,us,11,00,
21245,11,20.95,ms,11,00,
21246,11,88,ns,10,00,
21247,11,141.98,us,00,00,
21248,11,12.42,us,00,00,2
21249,11,40.37,us,00,00,3
21250,11,106.37,us,00,00,1
21251,11,20.95,us,00,01,1
21252,11,132.98,us,00,11,1
21253,11,478.50,ms,00,11,
21254,01,85.50,us,00,11,
21255,00,21.27,ms,00,11,
21256,00,2.35,us,00,10,
21257,00,399.67,ms,00,00,
21258,00,80,ns,01,00,
21259,00,78.98,ms,11,00,
21260,10,84.40,us,11,00,
21261,11,20.94,ms,11,00,
21262,11,80,ns,10,00,
21263,11,148.51,us,00,00,
21264,11,9.86,us,00,00,1
21265,11,48.79,us,00,00,3
21266,11,13.06,us,00,00,2
21267,11,103.42,us,00,00,
21268,11,3.31,us,00,01,
21269,11,478.64,ms,00,11,
21270,01,90.73,us,00,11,
21271,00,21.26,ms,00,11,
21272,00,848,ns,00,10,
21273,00,399.66,ms,00,00,
21274,00,80,ns,01,00,
21275,00,78.98,ms,11,00,
21276,10,92.55,us,11,00,
21277,11,20.93,ms,11,00,
21278,11,80,ns,10,00,
21279,11,131.52,us,00,00,
21280,11,7.38,us,00,00,1
21281,11,43.42,us,00,00,3
21282,11,9.28,us,00,00,2
21283,11,130.66,us,00,00,
21284,11,5.44,us,00,10,
21285,11,478.66,ms,00,11,
21286,01,83.54,us,00,11,
21287,00,21.24,ms,00,11,
21288,00,6.90,us,00,10,
21289,00,399.66,ms,00,00,
21290,00,88,ns,01,00,
21291,00,78.99,ms,11,00,
21292,10,64.93,us,11,00,
21293,11,20.94,ms,11,00,
21294,11,88,ns,10,00,
21295,11,141.74,us,00,00,
21296,11,11.39,us,00,00,2
21297,11,41.50,us,00,00,3
21298,11,15.84,us,00,00,1
21299,11,113.38,us,00,00,
21300,11,2.84,us,00,10,
21301,11,478.66,ms,00,11,
21302,01,55.14,us,00,11,
21303,00,21.27,ms,00,11,
21304,00,1.90,us,00,10,
21305,00,399.66,ms,00,00,
21306,00,88,ns,01,00,
21307,00,79.01,ms,11,00,
21308,10,55.50,us,11,00,
21309,11,20.93,ms,11,00,
21310,11,88,ns,10,00,
21311,11,130.01,us,00,00,
21312,11,28.77,us,00,00,1
21313,11,21.26,us,00,00,3
21314,11,39.59,us,00,00,2
21315,11,103.54,us,00,00,
21316,11,4.98,us,00,01,
21317,11,478.67,ms,00,11,
21318,01,67.18,us,00,11,
21319,00,21.25,ms,00,11,
21320,00,1.91,us,00,10,
21321,00,399.66,ms,00,00,
21322,00,96,ns,01,00,
21323,00,79.01,ms,11,00,
21324,10,63.34,us,11,00,
21325,11,20.92,ms,11,00,
21326,11,96,ns,10,00,
21327,11,134.31,us,00,00,
21328,11,12.58,us,00,00,1
21329,11,37.51,us,00,00,3
21330,11,22.05,us,00,00,2
21331,11,115.90,us,00,00,
21332,11,13.72,us,00,01,
21333,11,478.68,ms,00,11,
21334,01,60.63,us,00,11,
21335,00,21.24,ms,00,11,
21336,00,5.11,us,00,10,
21337,00,399.66,ms,00,00,
21338,00,88,ns,01,00,
21339,00,79.03,ms,11,00,
21340,10,64.87,us,11,00,
21341,11,20.90,ms,11,00,
21342,11,80,ns,10,00,
21343,11,138.32,us,00,00,
21344,11,5.24,us,00,00,2
21345,11,48.00,us,00,00,3
21346,11,8.78,us,00,00,1
21347,11,125.22,us,00,00,
21348,11,1.46,us,00,10,
21349,11,478.70,ms,00,11,
21350,01,64.74,us,00,11,
21351,00,21.22,ms,00,11,
21352,00,4.60,us,00,10,
21353,00,399.66,ms,00,00,
21354,00,96,ns,01,00,
21355,00,79.09,ms,11,00,
21356,10,12.00,us,11,00,
21357,11,20.90,ms,11,00,
21358,11,88,ns,10,00,
21359,11,133.31,us,00,00,
21360,11,23.14,us,00,00,1
21361,11,29.08,us,00,00,3
21362,11,30.42,us,00,00,2
21363,11,106.44,us,00,00,
21364,11,5.90,us,00,01,
21365,11,478.75,ms,00,11,
21366,01,23.81,us,00,11,
21367,00,21.21,ms,00,11,
21368,00,1.78,us,00,01,
21369,00,399.66,ms,00,00,
21370,00,88,ns,01,00,
21371,00,79.10,ms,11,00,
21372,10,16.70,us,11,00,
21373,11,20.88,ms,11,00,
21374,11,88,ns,10,00,
21375,11,133.31,us,00,00,
21376,11,4.15,us,00,00,2
21377,11,47.94,us,00,00,3
21378,11,138.80,us,00,00,2
21379,11,3.18,us,00,01,2
21380,11,88.41,us,00,11,2
21381,11,478.69,ms,00,11,
21382,01,13.13,us,00,11,
21383,00,21.18,ms,00,11,
21384,00,18.75,us,00,01,
21385,00,399.66,ms,00,00,
21386,00,80,ns,01,00,
21387,00,79.11,ms,11,00,
21388,10,16.18,us,11,00,
21389,11,20.87,ms,11,00,
21390,11,80,ns,10,00,
21391,11,135.35,us,00,00,
21392,11,1.81,us,00,00,1
21393,11,50.57,us,00,00,3
21394,11,2.16,us,00,00,1
21395,11,112.46,us,00,00,
21396,11,25.38,us,00,10,
21397,11,478.78,ms,00,11,
21398,01,17.21,us,00,11,
21399,00,21.17,ms,00,11,
21400,00,23.82,us,00,01,
21401,00,399.66,ms,00,00,
21402,00,96,ns,01,00,
21403,00,79.13,ms,11,00,
21404,10,6.28,us,11,00,
21405,11,20.86,ms,11,00,
21406,11,96,ns,10,00,
21407,11,132.28,us,00,00,
21408,11,22.94,us,00,00,1
21409,11,59.72,us,00,00,3
21410,11,88.06,us,00,00,1
21411,11,25.58,us,00,10,1
21412,11,86.73,us,00,11,1
21413,11,478.71,ms,00,11,
21414,01,20.04,us,00,11,
21415,00,21.14,ms,00,11,
21416,00,1.61,us,00,01,
21417,00,399.69,ms,00,00,
21418,00,88,ns,01,00,
21419,00,79.14,ms,11,00,
21420,10,14.54,us,11,00,
21421,11,20.84,ms,11,00,
21422,11,96,ns,10,00,
21423,11,137.01,us,00,00,
21424,11,3.18,us,00,00,1
21425,11,47.75,us,00,00,3
21426,11,5.73,us,00,00,2
21427,11,99.95,us,00,00,
21428,11,7.29,us,00,01,
21429,11,478.84,ms,00,11,
21430,01,11.62,us,00,11,
21431,00,21.14,ms,00,11,
21432,00,2.25,us,00,01,
21433,00,399.68,ms,00,00,
21434,00,88,ns,01,00,
21435,00,79.15,ms,11,00,
21436,10,15.45,us,11,00,
21437,11,20.83,ms,11,00,
21438,11,88,ns,10,00,
21439,11,145.69,us,00,00,
21440,11,3.62,us,00,00,2
21441,11,49.67,us,00,00,3
21442,11,8.75,us,00,00,1
21443,11,91.96,us,00,00,
21444,11,1.84,us,00,10,
21445,11,478.85,ms,00,11,
21446,01,10.74,us,00,11,
21447,00,21.12,ms,00,11,
21448,00,6.10,us,00,10,
21449,00,399.69,ms,00,00,
21450,00,80,ns,01,00,
21451,00,79.17,ms,11,00,
21452,10,145.48,us,11,00,
21453,11,20.68,ms,11,00,
21454,11,80,ns,10,00,
21455,11,151.41,us,00,00,
21456,11,7.31,us,00,00,1
21457,11,49.61,us,00,00,3
21458,11,9.85,us,00,00,2
21459,11,76.49,us,00,00,
21460,11,9.07,us,00,01,
21461,11,478.79,ms,00,11,
21462,10,68.76,us,00,11,
21463,00,21.12,ms,00,11,
21464,00,3.25,us,00,01,
21465,00,399.69,ms,00,00,
21466,00,80,ns,01,00,
21467,00,79.11,ms,11,00,
21468,01,74.84,us,11,00,
21469,11,20.82,ms,11,00,
21470,11,80,ns,10,00,
21471,11,133.56,us,00,00,
21472,11,4.27,us,00,00,2
21473,11,45.74,us,00,00,3
21474,11,6.74,us,00,00,1
21475,11,100.96,us,00,00,
21476,11,8.32,us,00,01,
21477,11,478.81,ms,00,11,
21478,10,80.14,us,00,11,
21479,00,21.10,ms,00,11,
21480,00,10.78,us,00,10,
21481,00,399.69,ms,00,00,
21482,00,72,ns,01,00,
21483,00,79.12,ms,11,00,
21484,01,76.76,us,11,00,
21485,11,20.80,ms,11,00,
21486,11,72,ns,10,00,
21487,11,142.62,us,00,00,
21488,11,10.99,us,00,00,2
21489,11,43.45,us,00,00,3
21490,11,15.28,us,00,00,1
21491,11,86.07,us,00,00,
21492,11,1.10,us,00,01,
21493,11,478.82,ms,00,11,
21494,10,81.71,us,00,11,
21495,00,21.08,ms,00,11,
21496,00,7.83,us,00,10,
21497,00,399.69,ms,00,00,
21498,00,88,ns,01,00,
21499,00,79.12,ms,11,00,
21500,01,87.87,us,11,00,
21501,11,20.79,ms,11,00,
21502,11,88,ns,10,00,
21503,11,139.94,us,00,00,
21504,11,15.28,us,00,00,1
21505,11,36.79,us,00,00,3
21506,11,22.67,us,00,00,2
21507,11,76.78,us,00,00,
21508,11,9.16,us,00,01,
21509,11,478.82,ms,00,11,
21510,10,90.26,us,00,11,
21511,00,21.08,ms,00,11,
