Sample#,SampleTime,units,arduino,gps
165,499.99,ms,0,0
166,56,ns,2,0
167,399.87,ms,3,0
168,100.00,ms,3,1
169,123.18,us,3,0
170,72,ns,1,0
171,499.99,ms,0,0
172,96,ns,2,0
173,399.87,ms,3,0
174,100.00,ms,3,1
175,123.11,us,3,0
176,80,ns,1,0
177,499.99,ms,0,0
178,104,ns,2,0
179,399.87,ms,3,0
180,100.00,ms,3,1
181,123.10,us,3,0
182,72,ns,1,0
183,499.99,ms,0,0
184,120,ns,2,0
185,399.87,ms,3,0
186,100.00,ms,3,1
187,123.03,us,3,0
188,120,ns,1,0
189,499.99,ms,0,0
190,120,ns,2,0
191,399.87,ms,3,0
192,100.00,ms,3,1
193,123.00,us,3,0
194,152,ns,1,0
195,499.99,ms,0,0
196,144,ns,2,0
197,399.87,ms,3,0
198,100.00,ms,3,1
199,122.96,us,3,0
200,144,ns,1,0
201,499.99,ms,0,0
202,176,ns,2,0
203,399.87,ms,3,0
204,100.00,ms,3,1
205,122.95,us,3,0
206,136,ns,1,0
207,499.99,ms,0,0
208,176,ns,2,0
209,399.87,ms,3,0
210,100.00,ms,3,1
211,122.58,us,3,0
212,24,ns,2,0
213,499.99,ms,0,0
214,399.87,ms,3,0
215,100.00,ms,3,1
216,123.24,us,3,0
217,8,ns,1,0
218,499.99,ms,0,0
219,16,ns,2,0
220,399.87,ms,3,0
221,100.00,ms,3,1
222,123.20,us,3,0
223,16,ns,1,0
224,499.99,ms,0,0
225,24,ns,2,0
226,399.87,ms,3,0
227,100.00,ms,3,1
228,123.16,us,3,0
229,64,ns,1,0
230,499.99,ms,0,0
231,32,ns,2,0
232,399.87,ms,3,0
233,100.00,ms,3,1
234,123.14,us,3,0
235,40,ns,1,0
236,499.99,ms,0,0
237,64,ns,2,0
238,399.87,ms,3,0
239,100.00,ms,3,1
240,123.11,us,3,0
241,48,ns,1,0
242,499.99,ms,0,0
243,104,ns,2,0
244,399.87,ms,3,0
245,100.00,ms,3,1
246,123.04,us,3,0
247,88,ns,1,0
248,499.99,ms,0,0
249,104,ns,2,0
250,399.87,ms,3,0
251,100.00,ms,3,1
252,123.02,us,3,0
253,120,ns,1,0
254,499.99,ms,0,0
255,120,ns,2,0
256,399.87,ms,3,0
257,100.00,ms,3,1
258,122.97,us,3,0
259,128,ns,1,0
260,499.99,ms,0,0
261,168,ns,2,0
262,399.87,ms,3,0
263,100.00,ms,3,1
264,122.92,us,3,0
265,144,ns,1,0
266,499.99,ms,0,0
267,192,ns,2,0
268,399.87,ms,3,0
269,100.00,ms,3,1
270,122.59,us,3,0
271,499.99,ms,0,0
272,24,ns,2,0
273,399.87,ms,3,0
274,100.00,ms,3,1
275,123.22,us,3,0
276,16,ns,1,0
277,499.99,ms,0,0
278,399.87,ms,3,0
279,100.00,ms,3,1
280,123.18,us,3,0
281,40,ns,1,0
282,499.99,ms,0,0
283,56,ns,2,0
284,399.87,ms,3,0
285,100.00,ms,3,1
286,123.14,us,3,0
287,72,ns,1,0
288,499.99,ms,0,0
289,56,ns,2,0
290,399.87,ms,3,0
291,100.00,ms,3,1
292,123.11,us,3,0
293,88,ns,1,0
294,499.99,ms,0,0
295,112,ns,2,0
296,399.87,ms,3,0
297,100.00,ms,3,1
298,123.07,us,3,0
299,104,ns,1,0
300,499.99,ms,0,0
301,120,ns,2,0
302,399.87,ms,3,0
303,100.00,ms,3,1
304,123.06,us,3,0
305,128,ns,1,0
306,499.99,ms,0,0
307,160,ns,2,0
308,399.87,ms,3,0
309,100.00,ms,3,1
310,123.00,us,3,0
311,136,ns,1,0
312,499.99,ms,0,0
313,152,ns,2,0
314,399.87,ms,3,0
315,100.00,ms,3,1
316,122.96,us,3,0
317,168,ns,1,0
318,499.99,ms,0,0
319,128,ns,2,0
320,399.87,ms,3,0
321,100.00,ms,3,1
322,122.95,us,3,0
323,144,ns,1,0
324,499.99,ms,0,0
325,176,ns,2,0
326,399.87,ms,3,0
327,100.00,ms,3,1
328,122.59,us,3,0
329,48,ns,1,0
330,499.99,ms,0,0
331,88,ns,2,0
332,399.87,ms,3,0
333,100.00,ms,3,1
334,123.24,us,3,0
335,64,ns,1,0
336,499.99,ms,0,0
337,72,ns,2,0
338,399.87,ms,3,0
339,100.00,ms,3,1
340,123.20,us,3,0
341,72,ns,1,0
342,499.99,ms,0,0
343,112,ns,2,0
344,399.87,ms,3,0
345,100.00,ms,3,1
346,123.19,us,3,0
347,88,ns,1,0
348,499.99,ms,0,0
349,80,ns,2,0
350,399.87,ms,3,0
351,100.00,ms,3,1
352,123.13,us,3,0
353,96,ns,1,0
354,499.99,ms,0,0
355,80,ns,2,0
356,399.87,ms,3,0
357,100.00,ms,3,1
358,123.10,us,3,0
359,112,ns,1,0
360,499.99,ms,0,0
361,120,ns,2,0
362,399.87,ms,3,0
363,100.00,ms,3,1
364,123.06,us,3,0
365,152,ns,1,0
366,499.99,ms,0,0
367,120,ns,2,0
368,399.87,ms,3,0
369,100.00,ms,3,1
370,123.02,us,3,0
371,168,ns,1,0
372,499.99,ms,0,0
373,168,ns,2,0
374,399.87,ms,3,0
375,100.00,ms,3,1
376,122.99,us,3,0
377,176,ns,1,0
378,499.99,ms,0,0
379,184,ns,2,0
380,399.87,ms,3,0
381,100.00,ms,3,1
382,122.95,us,3,0
383,176,ns,1,0
384,499.99,ms,0,0
385,152,ns,2,0
386,399.87,ms,3,0
387,100.00,ms,3,1
388,122.58,us,3,0
389,499.99,ms,0,0
390,399.87,ms,3,0
391,100.00,ms,3,1
392,123.23,us,3,0
393,64,ns,1,0
394,499.99,ms,0,0
395,16,ns,2,0
396,399.87,ms,3,0
397,100.00,ms,3,1
398,123.20,us,3,0
399,48,ns,1,0
400,499.99,ms,0,0
401,64,ns,2,0
402,399.87,ms,3,0
403,100.00,ms,3,1
404,123.20,us,3,0
405,40,ns,1,0
406,499.99,ms,0,0
407,72,ns,2,0
408,399.87,ms,3,0
409,100.00,ms,3,1
410,123.14,us,3,0
411,112,ns,1,0
412,499.99,ms,0,0
413,120,ns,2,0
414,399.87,ms,3,0
415,100.00,ms,3,1
416,123.12,us,3,0
417,64,ns,1,0
418,499.99,ms,0,0
419,80,ns,2,0
420,399.87,ms,3,0
421,100.00,ms,3,1
422,123.07,us,3,0
423,104,ns,1,0
424,499.99,ms,0,0
425,112,ns,2,0
426,399.87,ms,3,0
427,100.00,ms,3,1
428,123.02,us,3,0
429,136,ns,1,0
430,499.99,ms,0,0
431,152,ns,2,0
432,399.87,ms,3,0
433,100.00,ms,3,1
434,122.98,us,3,0
435,160,ns,1,0
436,499.99,ms,0,0
437,168,ns,2,0
438,399.87,ms,3,0
439,100.00,ms,3,1
440,122.96,us,3,0
441,160,ns,1,0
442,499.99,ms,0,0
443,192,ns,2,0
444,399.87,ms,3,0
445,100.00,ms,3,1
446,122.62,us,3,0
447,8,ns,1,0
448,499.99,ms,0,0
449,40,ns,1,0
450,399.87,ms,3,0
451,100.00,ms,3,1
452,123.26,us,3,0
453,16,ns,1,0
454,499.99,ms,0,0
455,32,ns,2,0
456,399.87,ms,3,0
457,100.00,ms,3,1
458,123.22,us,3,0
459,64,ns,1,0
460,499.99,ms,0,0
461,56,ns,2,0
462,399.87,ms,3,0
463,100.00,ms,3,1
464,123.20,us,3,0
465,48,ns,1,0
466,499.99,ms,0,0
467,72,ns,2,0
468,399.87,ms,3,0
469,100.00,ms,3,1
470,123.14,us,3,0
471,96,ns,1,0
472,499.99,ms,0,0
473,64,ns,2,0
474,399.87,ms,3,0
475,100.00,ms,3,1
476,123.12,us,3,0
477,96,ns,1,0
478,499.99,ms,0,0
479,120,ns,2,0
480,399.87,ms,3,0
481,100.00,ms,3,1
482,123.06,us,3,0
483,128,ns,1,0
484,499.99,ms,0,0
485,176,ns,2,0
486,399.87,ms,3,0
487,100.00,ms,3,1
488,123.04,us,3,0
489,160,ns,1,0
490,499.99,ms,0,0
491,128,ns,2,0
492,399.87,ms,3,0
493,100.00,ms,3,1
494,122.98,us,3,0
495,168,ns,1,0
496,499.99,ms,0,0
497,152,ns,2,0
498,399.87,ms,3,0
499,100.00,ms,3,1
500,122.94,us,3,0
501,200,ns,1,0
502,499.99,ms,0,0
503,224,ns,2,0
504,399.87,ms,3,0
505,100.00,ms,3,1
506,122.58,us,3,0
507,8,ns,1,0
508,499.99,ms,0,0
509,40,ns,2,0
510,399.87,ms,3,0
511,100.00,ms,3,1
512,123.25,us,3,0
513,8,ns,2,0
514,499.99,ms,0,0
515,32,ns,2,0
516,399.87,ms,3,0
517,100.00,ms,3,1
518,123.22,us,3,0
519,40,ns,1,0
520,499.99,ms,0,0
521,48,ns,2,0
522,399.87,ms,3,0
523,100.00,ms,3,1
524,123.14,us,3,0
525,64,ns,1,0
526,499.99,ms,0,0
527,96,ns,2,0
528,399.87,ms,3,0
529,100.00,ms,3,1
530,123.11,us,3,0
531,72,ns,1,0
532,499.99,ms,0,0
533,104,ns,2,0
534,399.87,ms,3,0
535,100.00,ms,3,1
536,123.06,us,3,0
537,112,ns,1,0
538,499.99,ms,0,0
539,128,ns,2,0
540,399.87,ms,3,0
541,100.00,ms,3,1
542,123.04,us,3,0
543,120,ns,1,0
544,499.99,ms,0,0
545,104,ns,2,0
546,399.87,ms,3,0
547,100.00,ms,3,1
548,122.98,us,3,0
549,152,ns,1,0
550,499.99,ms,0,0
551,184,ns,2,0
552,399.87,ms,3,0
553,100.00,ms,3,1
554,122.96,us,3,0
555,152,ns,1,0
556,499.99,ms,0,0
557,136,ns,2,0
558,399.87,ms,3,0
559,100.00,ms,3,1
560,122.93,us,3,0
561,168,ns,1,0
562,499.99,ms,0,0
563,176,ns,2,0
564,399.87,ms,3,0
565,100.00,ms,3,1
566,122.60,us,3,0
567,40,ns,2,0
568,499.99,ms,0,0
569,24,ns,1,0
570,399.87,ms,3,0
571,100.00,ms,3,1
572,123.29,us,3,0
573,40,ns,2,0
574,499.99,ms,0,0
575,8,ns,1,0
576,399.87,ms,3,0
577,100.00,ms,3,1
578,123.24,us,3,0
579,40,ns,2,0
580,499.99,ms,0,0
581,8,ns,2,0
582,399.87,ms,3,0
583,100.00,ms,3,1
584,123.21,us,3,0
585,499.99,ms,0,0
586,16,ns,2,0
587,399.87,ms,3,0
588,100.00,ms,3,1
589,123.19,us,3,0
590,8,ns,2,0
591,499.99,ms,0,0
592,40,ns,2,0
593,399.87,ms,3,0
594,100.00,ms,3,1
595,123.14,us,3,0
596,40,ns,1,0
597,499.99,ms,0,0
598,72,ns,2,0
599,399.87,ms,3,0
600,100.00,ms,3,1
601,123.09,us,3,0
602,56,ns,1,0
603,499.99,ms,0,0
604,64,ns,2,0
605,399.87,ms,3,0
606,100.00,ms,3,1
607,123.07,us,3,0
608,64,ns,1,0
609,499.99,ms,0,0
610,88,ns,2,0
611,399.87,ms,3,0
612,100.00,ms,3,1
613,123.05,us,3,0
614,56,ns,1,0
615,499.99,ms,0,0
616,120,ns,2,0
617,399.87,ms,3,0
618,100.00,ms,3,1
619,122.99,us,3,0
620,96,ns,1,0
621,499.99,ms,0,0
622,128,ns,2,0
623,399.87,ms,3,0
624,100.00,ms,3,1
625,122.61,us,3,0
626,16,ns,1,0
627,499.99,ms,0,0
628,8,ns,2,0
629,399.87,ms,3,0
630,100.00,ms,3,1
631,123.25,us,3,0
632,72,ns,1,0
633,499.99,ms,0,0
634,24,ns,2,0
635,399.87,ms,3,0
636,100.00,ms,3,1
637,123.22,us,3,0
638,40,ns,1,0
639,499.99,ms,0,0
640,112,ns,2,0
641,399.87,ms,3,0
642,100.00,ms,3,1
643,123.21,us,3,0
644,80,ns,1,0
645,499.99,ms,0,0
646,72,ns,2,0
647,399.87,ms,3,0
648,100.00,ms,3,1
649,123.13,us,3,0
650,120,ns,1,0
651,499.99,ms,0,0
652,96,ns,2,0
653,399.87,ms,3,0
654,100.00,ms,3,1
655,123.10,us,3,0
656,152,ns,1,0
657,499.99,ms,0,0
658,96,ns,2,0
659,399.87,ms,3,0
660,100.00,ms,3,1
661,123.04,us,3,0
662,160,ns,1,0
663,499.99,ms,0,0
664,152,ns,2,0
665,399.87,ms,3,0
666,100.00,ms,3,1
667,123.01,us,3,0
668,160,ns,1,0
669,499.99,ms,0,0
670,168,ns,2,0
671,399.87,ms,3,0
672,100.00,ms,3,1
673,122.96,us,3,0
674,184,ns,1,0
675,499.99,ms,0,0
676,184,ns,2,0
677,399.87,ms,3,0
678,100.00,ms,3,1
679,122.95,us,3,0
680,192,ns,1,0
681,499.99,ms,0,0
682,216,ns,2,0
683,399.87,ms,3,0
684,100.00,ms,3,1
685,122.58,us,3,0
686,16,ns,2,0
687,499.99,ms,0,0
688,32,ns,2,0
689,399.87,ms,3,0
690,100.00,ms,3,1
691,123.22,us,3,0
692,48,ns,1,0
693,499.99,ms,0,0
694,16,ns,2,0
695,399.87,ms,3,0
696,100.00,ms,3,1
697,123.22,us,3,0
698,499.99,ms,0,0
699,80,ns,2,0
700,399.87,ms,3,0
701,100.00,ms,3,1
702,123.14,us,3,0
703,56,ns,1,0
704,499.99,ms,0,0
705,72,ns,2,0
706,399.87,ms,3,0
707,100.00,ms,3,1
708,123.12,us,3,0
709,80,ns,1,0
710,499.99,ms,0,0
711,48,ns,2,0
712,399.87,ms,3,0
713,100.00,ms,3,1
714,123.08,us,3,0
715,80,ns,1,0
716,499.99,ms,0,0
717,120,ns,2,0
718,399.87,ms,3,0
719,100.00,ms,3,1
720,123.02,us,3,0
721,144,ns,1,0
722,499.99,ms,0,0
723,104,ns,2,0
724,399.87,ms,3,0
725,100.00,ms,3,1
726,122.99,us,3,0
727,176,ns,1,0
728,499.99,ms,0,0
729,128,ns,2,0
730,399.87,ms,3,0
731,100.00,ms,3,1
732,122.94,us,3,0
733,184,ns,1,0
734,499.99,ms,0,0
735,184,ns,2,0
736,399.87,ms,3,0
737,100.00,ms,3,1
738,122.90,us,3,0
739,216,ns,1,0
740,499.99,ms,0,0
741,208,ns,2,0
742,399.87,ms,3,0
743,100.00,ms,3,1
744,122.58,us,3,0
745,8,ns,1,0
746,499.99,ms,0,0
747,8,ns,2,0
748,399.87,ms,3,0
749,100.00,ms,3,1
750,123.21,us,3,0
751,72,ns,1,0
752,499.99,ms,0,0
753,32,ns,2,0
754,399.87,ms,3,0
755,100.00,ms,3,1
756,123.18,us,3,0
757,56,ns,1,0
758,499.99,ms,0,0
759,56,ns,2,0
760,399.87,ms,3,0
761,100.00,ms,3,1
762,123.15,us,3,0
763,56,ns,1,0
764,499.99,ms,0,0
765,104,ns,2,0
766,399.87,ms,3,0
767,100.00,ms,3,1
768,123.09,us,3,0
769,128,ns,1,0
770,499.99,ms,0,0
771,136,ns,2,0
772,399.87,ms,3,0
773,100.00,ms,3,1
774,123.05,us,3,0
775,120,ns,1,0
776,499.99,ms,0,0
777,152,ns,2,0
778,399.87,ms,3,0
779,100.00,ms,3,1
780,123.00,us,3,0
781,152,ns,1,0
782,499.99,ms,0,0
783,120,ns,2,0
784,399.87,ms,3,0
785,100.00,ms,3,1
786,122.97,us,3,0
787,176,ns,1,0
788,499.99,ms,0,0
789,192,ns,2,0
790,399.87,ms,3,0
791,100.00,ms,3,1
792,122.93,us,3,0
793,184,ns,1,0
794,499.99,ms,0,0
795,208,ns,2,0
796,399.87,ms,3,0
797,100.00,ms,3,1
798,122.91,us,3,0
799,176,ns,1,0
800,499.99,ms,0,0
801,232,ns,2,0
802,399.87,ms,3,0
803,100.00,ms,3,1
804,122.58,us,3,0
805,16,ns,1,0
806,499.99,ms,0,0
807,72,ns,2,0
808,399.87,ms,3,0
809,100.00,ms,3,1
810,123.22,us,3,0
811,64,ns,1,0
812,499.99,ms,0,0
813,32,ns,2,0
814,399.87,ms,3,0
815,100.00,ms,3,1
816,123.18,us,3,0
817,88,ns,1,0
818,499.99,ms,0,0
819,72,ns,2,0
820,399.87,ms,3,0
821,100.00,ms,3,1
822,123.12,us,3,0
823,104,ns,1,0
824,499.99,ms,0,0
825,104,ns,2,0
826,399.87,ms,3,0
827,100.00,ms,3,1
828,123.09,us,3,0
829,112,ns,1,0
830,499.99,ms,0,0
831,128,ns,2,0
832,399.87,ms,3,0
833,100.00,ms,3,1
834,123.06,us,3,0
835,112,ns,1,0
836,499.99,ms,0,0
837,168,ns,2,0
838,399.87,ms,3,0
839,100.00,ms,3,1
840,122.98,us,3,0
841,176,ns,1,0
842,499.99,ms,0,0
843,136,ns,2,0
844,399.87,ms,3,0
845,100.00,ms,3,1
846,122.94,us,3,0
847,184,ns,1,0
848,499.99,ms,0,0
849,232,ns,2,0
850,399.87,ms,3,0
851,100.00,ms,3,1
852,122.90,us,3,0
853,208,ns,1,0
854,499.99,ms,0,0
855,224,ns,2,0
856,399.87,ms,3,0
857,100.00,ms,3,1
858,122.85,us,3,0
859,240,ns,1,0
860,499.99,ms,0,0
861,240,ns,2,0
862,399.87,ms,3,0
863,100.00,ms,3,1
864,122.58,us,3,0
865,40,ns,2,0
866,499.99,ms,0,0
867,64,ns,1,0
868,399.87,ms,3,0
869,100.00,ms,3,1
870,123.23,us,3,0
871,56,ns,2,0
872,499.99,ms,0,0
873,8,ns,2,0
874,399.87,ms,3,0
875,100.00,ms,3,1
876,123.23,us,3,0
877,16,ns,1,0
878,499.99,ms,0,0
879,56,ns,2,0
880,399.87,ms,3,0
881,100.00,ms,3,1
882,123.17,us,3,0
883,64,ns,1,0
884,499.99,ms,0,0
885,16,ns,2,0
886,399.87,ms,3,0
887,100.00,ms,3,1
888,123.12,us,3,0
889,48,ns,1,0
890,499.99,ms,0,0
891,80,ns,2,0
892,399.87,ms,3,0
893,100.00,ms,3,1
894,123.10,us,3,0
895,48,ns,1,0
896,499.99,ms,0,0
897,72,ns,2,0
898,399.87,ms,3,0
899,100.00,ms,3,1
900,123.02,us,3,0
901,104,ns,1,0
902,499.99,ms,0,0
903,128,ns,2,0
904,399.87,ms,3,0
905,100.00,ms,3,1
906,122.98,us,3,0
907,128,ns,1,0
908,499.99,ms,0,0
909,176,ns,2,0
910,399.87,ms,3,0
911,100.00,ms,3,1
912,122.95,us,3,0
913,144,ns,1,0
914,499.99,ms,0,0
915,168,ns,2,0
916,399.87,ms,3,0
917,100.00,ms,3,1
918,122.89,us,3,0
919,208,ns,1,0
920,499.99,ms,0,0
921,184,ns,2,0
922,399.87,ms,3,0
923,100.00,ms,3,1
924,122.59,us,3,0
925,499.99,ms,0,0
926,32,ns,2,0
927,399.87,ms,3,0
928,100.00,ms,3,1
929,123.22,us,3,0
930,72,ns,1,0
931,499.99,ms,0,0
932,80,ns,2,0
933,399.87,ms,3,0
934,100.00,ms,3,1
935,123.20,us,3,0
936,48,ns,1,0
937,499.99,ms,0,0
938,56,ns,2,0
939,399.87,ms,3,0
940,100.00,ms,3,1
941,123.12,us,3,0
942,128,ns,1,0
943,499.99,ms,0,0
944,120,ns,2,0
945,399.87,ms,3,0
946,100.00,ms,3,1
947,123.07,us,3,0
948,152,ns,1,0
949,499.99,ms,0,0
950,120,ns,2,0
951,399.87,ms,3,0
952,100.00,ms,3,1
953,123.05,us,3,0
954,128,ns,1,0
955,499.99,ms,0,0
956,168,ns,2,0
957,399.87,ms,3,0
958,100.00,ms,3,1
959,122.97,us,3,0
960,232,ns,1,0
961,499.99,ms,0,0
962,216,ns,2,0
963,399.87,ms,3,0
964,100.00,ms,3,1
965,122.91,us,3,0
966,224,ns,1,0
967,499.99,ms,0,0
968,256,ns,2,0
969,399.87,ms,3,0
970,100.00,ms,3,1
971,122.86,us,3,0
972,256,ns,1,0
973,499.99,ms,0,0
974,264,ns,2,0
975,399.87,ms,3,0
976,100.00,ms,3,1
977,122.82,us,3,0
978,264,ns,1,0
979,499.99,ms,0,0
980,272,ns,2,0
981,399.87,ms,3,0
982,100.00,ms,3,1
983,122.58,us,3,0
984,499.99,ms,0,0
985,8,ns,1,0
986,399.87,ms,3,0
987,100.00,ms,3,1
988,123.24,us,3,0
989,16,ns,2,0
990,499.99,ms,0,0
991,64,ns,1,0
992,399.87,ms,3,0
993,100.00,ms,3,1
994,123.22,us,3,0
995,56,ns,2,0
996,499.99,ms,0,0
997,80,ns,1,0
998,399.87,ms,3,0
999,100.00,ms,3,1
1000,123.19,us,3,0
1001,88,ns,2,0
1002,499.99,ms,0,0
1003,56,ns,1,0
1004,399.87,ms,3,0
1005,100.00,ms,3,1
1006,123.18,us,3,0
1007,72,ns,2,0
1008,499.99,ms,0,0
1009,80,ns,1,0
1010,399.87,ms,3,0
1011,100.00,ms,3,1
1012,123.14,us,3,0
1013,88,ns,2,0
1014,499.99,ms,0,0
1015,136,ns,1,0
1016,399.87,ms,3,0
1017,100.00,ms,3,1
1018,123.15,us,3,0
1019,72,ns,2,0
1020,499.99,ms,0,0
1021,112,ns,1,0
1022,399.87,ms,3,0
1023,100.00,ms,3,1
1024,123.10,us,3,0
1025,112,ns,2,0
1026,499.99,ms,0,0
1027,128,ns,1,0
1028,399.87,ms,3,0
1029,100.00,ms,3,1
1030,123.09,us,3,0
1031,120,ns,2,0
1032,499.99,ms,0,0
1033,176,ns,1,0
1034,399.87,ms,3,0
1035,100.00,ms,3,1
1036,123.06,us,3,0
1037,136,ns,2,0
1038,499.99,ms,0,0
1039,144,ns,1,0
1040,399.87,ms,3,0
1041,100.00,ms,3,1
1042,122.58,us,3,0
1043,48,ns,2,0
1044,499.99,ms,0,0
1045,48,ns,1,0
1046,399.87,ms,3,0
1047,100.00,ms,3,1
1048,123.27,us,3,0
1049,64,ns,2,0
1050,499.99,ms,0,0
1051,80,ns,1,0
1052,399.87,ms,3,0
1053,100.00,ms,3,1
1054,123.25,us,3,0
1055,80,ns,2,0
1056,499.99,ms,0,0
1057,112,ns,1,0
1058,399.87,ms,3,0
1059,100.00,ms,3,1
1060,123.19,us,3,0
1061,112,ns,2,0
1062,499.99,ms,0,0
1063,120,ns,1,0
1064,399.87,ms,3,0
1065,100.00,ms,3,1
1066,123.16,us,3,0
1067,152,ns,2,0
1068,499.99,ms,0,0
1069,136,ns,1,0
1070,399.87,ms,3,0
1071,100.00,ms,3,1
1072,123.13,us,3,0
1073,168,ns,2,0
1074,499.99,ms,0,0
1075,176,ns,1,0
1076,399.87,ms,3,0
1077,100.00,ms,3,1
1078,123.14,us,3,0
1079,160,ns,2,0
1080,499.99,ms,0,0
1081,224,ns,1,0
1082,399.87,ms,3,0
1083,100.00,ms,3,1
1084,123.11,us,3,0
1085,184,ns,2,0
1086,499.99,ms,0,0
1087,216,ns,1,0
1088,399.87,ms,3,0
1089,100.00,ms,3,1
1090,123.06,us,3,0
1091,232,ns,2,0
1092,499.99,ms,0,0
1093,240,ns,1,0
1094,399.87,ms,3,0
1095,100.00,ms,3,1
1096,123.07,us,3,0
1097,216,ns,2,0
1098,499.99,ms,0,0
1099,248,ns,1,0
1100,399.87,ms,3,0
1101,100.00,ms,3,1
1102,122.58,us,3,0
1103,40,ns,2,0
1104,499.99,ms,0,0
1105,48,ns,1,0
1106,399.87,ms,3,0
1107,100.00,ms,3,1
1108,123.26,us,3,0
1109,56,ns,2,0
1110,499.99,ms,0,0
1111,64,ns,1,0
1112,399.87,ms,3,0
1113,100.00,ms,3,1
1114,123.22,us,3,0
1115,104,ns,2,0
1116,499.99,ms,0,0
1117,80,ns,1,0
1118,399.87,ms,3,0
1119,100.00,ms,3,1
1120,123.19,us,3,0
1121,96,ns,2,0
1122,499.99,ms,0,0
1123,80,ns,1,0
1124,399.87,ms,3,0
1125,100.00,ms,3,1
1126,123.18,us,3,0
1127,104,ns,2,0
1128,499.99,ms,0,0
1129,96,ns,1,0
1130,399.87,ms,3,0
1131,100.00,ms,3,1
1132,123.18,us,3,0
1133,96,ns,2,0
1134,499.99,ms,0,0
