Sample#,SampleTime,units,arduino,gps
1115,100.00,ms,3,1
1116,169.54,us,3,0
1117,2.16,us,2,0
1118,499.99,ms,0,0
1119,2.41,us,1,0
1120,399.81,ms,3,0
1121,100.00,ms,3,1
1122,177.58,us,3,0
1123,2.54,us,2,0
1124,499.99,ms,0,0
1125,2.78,us,1,0
1126,399.81,ms,3,0
1127,100.00,ms,3,1
1128,185.62,us,3,0
1129,2.94,us,2,0
1130,499.99,ms,0,0
1131,3.14,us,1,0
1132,399.80,ms,3,0
1133,100.00,ms,3,1
1134,193.69,us,3,0
1135,3.30,us,2,0
1136,499.99,ms,0,0
1137,3.47,us,1,0
1138,399.79,ms,3,0
1139,100.00,ms,3,1
1140,120.42,us,3,0
1141,40,ns,1,0
1142,499.99,ms,0,0
1143,120,ns,1,0
1144,399.86,ms,3,0
1145,100.00,ms,3,1
1146,129.24,us,3,0
1147,304,ns,2,0
1148,499.99,ms,0,0
1149,472,ns,1,0
1150,399.86,ms,3,0
1151,100.00,ms,3,1
1152,137.29,us,3,0
1153,696,ns,2,0
1154,499.99,ms,0,0
1155,872,ns,1,0
1156,399.85,ms,3,0
1157,100.00,ms,3,1
1158,145.35,us,3,0
1159,1.06,us,2,0
1160,499.99,ms,0,0
1161,1.23,us,1,0
1162,399.84,ms,3,0
1163,100.00,ms,3,1
1164,153.40,us,3,0
1165,1.42,us,2,0
1166,499.99,ms,0,0
1167,1.62,us,1,0
1168,399.83,ms,3,0
1169,100.00,ms,3,1
1170,161.46,us,3,0
1171,1.82,us,2,0
1172,499.99,ms,0,0
1173,2.02,us,1,0
1174,399.82,ms,3,0
1175,100.00,ms,3,1
1176,169.54,us,3,0
1177,2.14,us,2,0
1178,499.99,ms,0,0
1179,2.31,us,1,0
1180,399.81,ms,3,0
1181,100.00,ms,3,1
1182,177.58,us,3,0
1183,2.53,us,2,0
1184,499.99,ms,0,0
1185,2.72,us,1,0
1186,399.81,ms,3,0
1187,100.00,ms,3,1
1188,185.65,us,3,0
1189,2.90,us,2,0
1190,499.99,ms,0,0
1191,3.08,us,1,0
1192,399.80,ms,3,0
1193,100.00,ms,3,1
1194,193.70,us,3,0
1195,3.27,us,2,0
1196,499.99,ms,0,0
1197,3.45,us,1,0
1198,399.79,ms,3,0
1199,100.00,ms,3,1
1200,120.42,us,3,0
1201,24,ns,2,0
1202,499.99,ms,0,0
1203,248,ns,1,0
1204,399.86,ms,3,0
1205,100.00,ms,3,1
1206,129.19,us,3,0
1207,408,ns,2,0
1208,499.99,ms,0,0
1209,592,ns,1,0
1210,399.86,ms,3,0
1211,100.00,ms,3,1
1212,137.26,us,3,0
1213,784,ns,2,0
1214,499.99,ms,0,0
1215,960,ns,1,0
1216,399.85,ms,3,0
1217,100.00,ms,3,1
1218,145.31,us,3,0
1219,1.14,us,2,0
1220,499.99,ms,0,0
1221,1.34,us,1,0
1222,399.84,ms,3,0
1223,100.00,ms,3,1
1224,153.36,us,3,0
1225,1.54,us,2,0
1226,499.99,ms,0,0
1227,1.70,us,1,0
1228,399.83,ms,3,0
1229,100.00,ms,3,1
1230,161.44,us,3,0
1231,1.90,us,2,0
1232,499.99,ms,0,0
1233,2.06,us,1,0
1234,399.82,ms,3,0
1235,100.00,ms,3,1
1236,169.49,us,3,0
1237,2.26,us,2,0
1238,499.99,ms,0,0
1239,2.44,us,1,0
1240,399.81,ms,3,0
1241,100.00,ms,3,1
1242,177.54,us,3,0
1243,2.65,us,2,0
1244,499.99,ms,0,0
1245,2.84,us,1,0
1246,399.81,ms,3,0
1247,100.00,ms,3,1
1248,185.62,us,3,0
1249,2.98,us,2,0
1250,499.99,ms,0,0
1251,3.14,us,1,0
1252,399.80,ms,3,0
1253,100.00,ms,3,1
1254,193.68,us,3,0
1255,3.34,us,2,0
1256,499.99,ms,0,0
1257,3.54,us,1,0
1258,399.79,ms,3,0
1259,100.00,ms,3,1
1260,120.44,us,3,0
1261,32,ns,1,0
1262,499.99,ms,0,0
1263,136,ns,1,0
1264,399.86,ms,3,0
1265,100.00,ms,3,1
1266,129.23,us,3,0
1267,336,ns,2,0
1268,499.99,ms,0,0
1269,496,ns,1,0
1270,399.86,ms,3,0
1271,100.00,ms,3,1
1272,137.31,us,3,0
1273,712,ns,2,0
1274,499.99,ms,0,0
1275,904,ns,1,0
1276,399.85,ms,3,0
1277,100.00,ms,3,1
1278,145.36,us,3,0
1279,1.07,us,2,0
1280,499.99,ms,0,0
1281,1.28,us,1,0
1282,399.84,ms,3,0
1283,100.00,ms,3,1
1284,153.44,us,3,0
1285,1.42,us,2,0
1286,499.99,ms,0,0
1287,1.62,us,1,0
1288,399.83,ms,3,0
1289,100.00,ms,3,1
1290,161.51,us,3,0
1291,1.82,us,2,0
1292,499.99,ms,0,0
1293,1.96,us,1,0
1294,399.82,ms,3,0
1295,100.00,ms,3,1
1296,169.55,us,3,0
1297,2.17,us,2,0
1298,499.99,ms,0,0
1299,2.34,us,1,0
1300,399.81,ms,3,0
1301,100.00,ms,3,1
1302,177.62,us,3,0
1303,2.54,us,2,0
1304,499.99,ms,0,0
1305,2.68,us,1,0
1306,399.81,ms,3,0
1307,100.00,ms,3,1
1308,185.70,us,3,0
1309,2.88,us,2,0
1310,499.99,ms,0,0
1311,3.03,us,1,0
1312,399.80,ms,3,0
1313,100.00,ms,3,1
1314,193.75,us,3,0
1315,3.27,us,2,0
1316,499.99,ms,0,0
1317,3.43,us,1,0
1318,399.79,ms,3,0
1319,100.00,ms,3,1
1320,120.42,us,3,0
1321,40,ns,1,0
1322,499.99,ms,0,0
1323,104,ns,1,0
1324,399.86,ms,3,0
1325,100.00,ms,3,1
1326,129.28,us,3,0
1327,280,ns,2,0
1328,499.99,ms,0,0
1329,504,ns,1,0
1330,399.86,ms,3,0
1331,100.00,ms,3,1
1332,137.30,us,3,0
1333,672,ns,2,0
1334,499.99,ms,0,0
1335,880,ns,1,0
1336,399.85,ms,3,0
1337,100.00,ms,3,1
1338,145.37,us,3,0
1339,1.03,us,2,0
1340,499.99,ms,0,0
1341,1.22,us,1,0
1342,399.84,ms,3,0
1343,100.00,ms,3,1
1344,153.42,us,3,0
1345,1.46,us,2,0
1346,499.99,ms,0,0
1347,1.58,us,1,0
1348,399.83,ms,3,0
1349,100.00,ms,3,1
1350,161.50,us,3,0
1351,1.77,us,2,0
1352,499.99,ms,0,0
1353,1.98,us,1,0
1354,399.82,ms,3,0
1355,100.00,ms,3,1
1356,169.59,us,3,0
1357,2.09,us,2,0
1358,499.99,ms,0,0
1359,2.30,us,1,0
1360,399.81,ms,3,0
1361,100.00,ms,3,1
1362,177.62,us,3,0
1363,2.51,us,2,0
1364,499.99,ms,0,0
1365,2.67,us,1,0
1366,399.81,ms,3,0
1367,100.00,ms,3,1
1368,185.72,us,3,0
1369,2.82,us,2,0
1370,499.99,ms,0,0
1371,3.06,us,1,0
1372,399.80,ms,3,0
1373,100.00,ms,3,1
1374,193.76,us,3,0
1375,3.24,us,2,0
1376,499.99,ms,0,0
1377,3.38,us,1,0
1378,399.79,ms,3,0
1379,100.00,ms,3,1
1380,120.44,us,3,0
1381,8,ns,2,0
1382,499.99,ms,0,0
1383,152,ns,1,0
1384,399.86,ms,3,0
1385,100.00,ms,3,1
1386,129.25,us,3,0
1387,352,ns,2,0
1388,499.99,ms,0,0
1389,544,ns,1,0
1390,399.86,ms,3,0
1391,100.00,ms,3,1
1392,137.32,us,3,0
1393,720,ns,2,0
1394,499.99,ms,0,0
1395,896,ns,1,0
1396,399.85,ms,3,0
1397,100.00,ms,3,1
1398,145.39,us,3,0
1399,1.05,us,2,0
1400,499.99,ms,0,0
1401,1.27,us,1,0
1402,399.84,ms,3,0
1403,100.00,ms,3,1
1404,153.41,us,3,0
1405,1.44,us,2,0
1406,499.99,ms,0,0
1407,1.64,us,1,0
1408,399.83,ms,3,0
1409,100.00,ms,3,1
1410,161.53,us,3,0
1411,1.75,us,2,0
1412,499.99,ms,0,0
1413,1.98,us,1,0
1414,399.82,ms,3,0
1415,100.00,ms,3,1
1416,169.55,us,3,0
1417,2.15,us,2,0
1418,499.99,ms,0,0
1419,2.36,us,1,0
1420,399.81,ms,3,0
1421,100.00,ms,3,1
1422,177.62,us,3,0
1423,2.51,us,2,0
1424,499.99,ms,0,0
1425,2.70,us,1,0
1426,399.81,ms,3,0
1427,100.00,ms,3,1
1428,185.67,us,3,0
1429,2.89,us,2,0
1430,499.99,ms,0,0
1431,3.04,us,1,0
1432,399.80,ms,3,0
1433,100.00,ms,3,1
1434,193.76,us,3,0
1435,3.25,us,2,0
1436,499.99,ms,0,0
1437,3.42,us,1,0
1438,399.79,ms,3,0
1439,100.00,ms,3,1
1440,120.42,us,3,0
1441,32,ns,1,0
1442,499.99,ms,0,0
1443,144,ns,1,0
1444,399.86,ms,3,0
1445,100.00,ms,3,1
1446,129.22,us,3,0
1447,328,ns,2,0
1448,499.99,ms,0,0
1449,512,ns,1,0
1450,399.86,ms,3,0
1451,100.00,ms,3,1
1452,137.28,us,3,0
1453,688,ns,2,0
1454,499.99,ms,0,0
1455,824,ns,1,0
1456,399.85,ms,3,0
1457,100.00,ms,3,1
1458,145.35,us,3,0
1459,1.03,us,2,0
1460,499.99,ms,0,0
1461,1.23,us,1,0
1462,399.84,ms,3,0
1463,100.00,ms,3,1
1464,153.44,us,3,0
1465,1.37,us,2,0
1466,499.99,ms,0,0
1467,1.57,us,1,0
1468,399.83,ms,3,0
1469,100.00,ms,3,1
1470,161.48,us,3,0
1471,1.75,us,2,0
1472,499.99,ms,0,0
1473,1.92,us,1,0
1474,399.82,ms,3,0
1475,100.00,ms,3,1
1476,169.54,us,3,0
1477,2.10,us,2,0
1478,499.99,ms,0,0
1479,2.27,us,1,0
1480,399.81,ms,3,0
1481,100.00,ms,3,1
1482,177.61,us,3,0
1483,2.50,us,2,0
1484,499.99,ms,0,0
1485,2.64,us,1,0
1486,399.81,ms,3,0
1487,100.00,ms,3,1
1488,185.67,us,3,0
1489,2.83,us,2,0
1490,499.99,ms,0,0
1491,3.00,us,1,0
1492,399.80,ms,3,0
1493,100.00,ms,3,1
1494,193.74,us,3,0
1495,3.20,us,2,0
1496,499.99,ms,0,0
1497,3.31,us,1,0
1498,399.79,ms,3,0
1499,100.00,ms,3,1
1500,120.41,us,3,0
1501,32,ns,2,0
1502,499.99,ms,0,0
1503,232,ns,1,0
1504,399.86,ms,3,0
1505,100.00,ms,3,1
1506,129.18,us,3,0
1507,424,ns,2,0
1508,499.99,ms,0,0
1509,568,ns,1,0
1510,399.86,ms,3,0
1511,100.00,ms,3,1
1512,137.26,us,3,0
1513,752,ns,2,0
1514,499.99,ms,0,0
1515,872,ns,1,0
1516,399.85,ms,3,0
1517,100.00,ms,3,1
1518,145.32,us,3,0
1519,1.10,us,2,0
1520,499.99,ms,0,0
1521,1.26,us,1,0
1522,399.84,ms,3,0
1523,100.00,ms,3,1
1524,153.38,us,3,0
1525,1.45,us,2,0
1526,499.99,ms,0,0
1527,1.64,us,1,0
1528,399.83,ms,3,0
1529,100.00,ms,3,1
1530,161.47,us,3,0
1531,1.78,us,2,0
1532,499.99,ms,0,0
1533,1.97,us,1,0
1534,399.82,ms,3,0
1535,100.00,ms,3,1
1536,169.52,us,3,0
1537,2.16,us,2,0
1538,499.99,ms,0,0
1539,2.33,us,1,0
1540,399.81,ms,3,0
1541,100.00,ms,3,1
1542,177.59,us,3,0
1543,2.50,us,2,0
1544,499.99,ms,0,0
1545,2.65,us,1,0
1546,399.81,ms,3,0
1547,100.00,ms,3,1
1548,185.66,us,3,0
1549,2.90,us,2,0
1550,499.99,ms,0,0
1551,3.03,us,1,0
1552,399.80,ms,3,0
1553,100.00,ms,3,1
1554,193.74,us,3,0
1555,3.22,us,2,0
1556,499.99,ms,0,0
1557,3.41,us,1,0
1558,399.79,ms,3,0
1559,100.00,ms,3,1
1560,120.44,us,3,0
1561,8,ns,1,0
1562,499.99,ms,0,0
1563,192,ns,1,0
1564,399.86,ms,3,0
1565,100.00,ms,3,1
1566,129.22,us,3,0
1567,360,ns,2,0
1568,499.99,ms,0,0
1569,488,ns,1,0
1570,399.86,ms,3,0
1571,100.00,ms,3,1
1572,137.31,us,3,0
1573,696,ns,2,0
1574,499.99,ms,0,0
1575,872,ns,1,0
1576,399.85,ms,3,0
1577,100.00,ms,3,1
1578,145.35,us,3,0
1579,1.06,us,2,0
1580,499.99,ms,0,0
1581,1.20,us,1,0
1582,399.84,ms,3,0
1583,100.00,ms,3,1
1584,153.43,us,3,0
1585,1.40,us,2,0
1586,499.99,ms,0,0
1587,1.58,us,1,0
1588,399.83,ms,3,0
1589,100.00,ms,3,1
1590,161.48,us,3,0
1591,1.79,us,2,0
1592,499.99,ms,0,0
1593,1.94,us,1,0
1594,399.82,ms,3,0
1595,100.00,ms,3,1
1596,169.57,us,3,0
1597,2.12,us,2,0
1598,499.99,ms,0,0
1599,2.26,us,1,0
1600,399.81,ms,3,0
1601,100.00,ms,3,1
1602,177.65,us,3,0
1603,2.44,us,2,0
1604,499.99,ms,0,0
1605,2.62,us,1,0
1606,399.81,ms,3,0
1607,100.00,ms,3,1
1608,185.70,us,3,0
1609,2.82,us,2,0
1610,499.99,ms,0,0
1611,2.97,us,1,0
1612,399.80,ms,3,0
1613,100.00,ms,3,1
1614,193.78,us,3,0
1615,3.18,us,2,0
1616,499.99,ms,0,0
1617,3.35,us,1,0
1618,399.79,ms,3,0
1619,100.00,ms,3,1
1620,120.42,us,3,0
1621,16,ns,1,0
1622,499.99,ms,0,0
1623,160,ns,1,0
1624,399.86,ms,3,0
1625,100.00,ms,3,1
1626,129.21,us,3,0
1627,336,ns,2,0
1628,499.99,ms,0,0
1629,488,ns,1,0
1630,399.86,ms,3,0
1631,100.00,ms,3,1
1632,137.30,us,3,0
1633,672,ns,2,0
1634,499.99,ms,0,0
1635,888,ns,1,0
1636,399.85,ms,3,0
1637,100.00,ms,3,1
1638,145.36,us,3,0
1639,1.06,us,2,0
1640,499.99,ms,0,0
1641,1.24,us,1,0
1642,399.84,ms,3,0
1643,100.00,ms,3,1
1644,153.42,us,3,0
1645,1.42,us,2,0
1646,499.99,ms,0,0
1647,1.55,us,1,0
1648,399.83,ms,3,0
1649,100.00,ms,3,1
1650,161.51,us,3,0
1651,1.72,us,2,0
1652,499.99,ms,0,0
1653,1.90,us,1,0
1654,399.82,ms,3,0
1655,100.00,ms,3,1
1656,169.54,us,3,0
1657,2.10,us,2,0
1658,499.99,ms,0,0
1659,2.30,us,1,0
1660,399.81,ms,3,0
1661,100.00,ms,3,1
1662,177.62,us,3,0
1663,2.46,us,2,0
1664,499.99,ms,0,0
1665,2.65,us,1,0
1666,399.81,ms,3,0
1667,100.00,ms,3,1
1668,185.72,us,3,0
1669,2.77,us,2,0
1670,499.99,ms,0,0
1671,2.97,us,1,0
1672,399.80,ms,3,0
1673,100.00,ms,3,1
1674,193.78,us,3,0
1675,3.16,us,2,0
1676,499.99,ms,0,0
1677,3.33,us,1,0
1678,399.79,ms,3,0
1679,100.00,ms,3,1
1680,120.42,us,3,0
1681,499.99,ms,0,0
1682,200,ns,1,0
1683,399.86,ms,3,0
1684,100.00,ms,3,1
1685,129.19,us,3,0
1686,368,ns,2,0
1687,499.99,ms,0,0
1688,544,ns,1,0
1689,399.86,ms,3,0
1690,100.00,ms,3,1
1691,137.28,us,3,0
1692,728,ns,2,0
1693,499.99,ms,0,0
1694,928,ns,1,0
1695,399.85,ms,3,0
1696,100.00,ms,3,1
1697,145.35,us,3,0
1698,1.06,us,2,0
1699,499.99,ms,0,0
1700,1.26,us,1,0
1701,399.84,ms,3,0
1702,100.00,ms,3,1
1703,153.39,us,3,0
1704,1.45,us,2,0
1705,499.99,ms,0,0
1706,1.57,us,1,0
1707,399.83,ms,3,0
1708,100.00,ms,3,1
1709,161.47,us,3,0
1710,1.76,us,2,0
1711,499.99,ms,0,0
1712,1.92,us,1,0
1713,399.82,ms,3,0
1714,100.00,ms,3,1
1715,169.58,us,3,0
1716,2.09,us,2,0
1717,499.99,ms,0,0
1718,2.27,us,1,0
1719,399.81,ms,3,0
1720,100.00,ms,3,1
1721,177.60,us,3,0
1722,2.50,us,2,0
1723,499.99,ms,0,0
1724,2.66,us,1,0
1725,399.81,ms,3,0
1726,100.00,ms,3,1
1727,185.70,us,3,0
1728,2.79,us,2,0
1729,499.99,ms,0,0
1730,3.00,us,1,0
1731,399.80,ms,3,0
1732,100.00,ms,3,1
1733,193.78,us,3,0
1734,3.14,us,2,0
1735,499.99,ms,0,0
1736,3.35,us,1,0
1737,399.79,ms,3,0
1738,100.00,ms,3,1
1739,120.42,us,3,0
1740,24,ns,2,0
1741,499.99,ms,0,0
1742,240,ns,1,0
1743,399.86,ms,3,0
1744,100.00,ms,3,1
1745,129.19,us,3,0
1746,392,ns,2,0
1747,499.99,ms,0,0
1748,552,ns,1,0
1749,399.86,ms,3,0
1750,100.00,ms,3,1
1751,137.26,us,3,0
1752,728,ns,2,0
1753,499.99,ms,0,0
1754,896,ns,1,0
1755,399.85,ms,3,0
1756,100.00,ms,3,1
1757,145.32,us,3,0
1758,1.10,us,2,0
1759,499.99,ms,0,0
1760,1.27,us,1,0
1761,399.84,ms,3,0
1762,100.00,ms,3,1
1763,153.40,us,3,0
1764,1.46,us,2,0
1765,499.99,ms,0,0
1766,1.62,us,1,0
1767,399.83,ms,3,0
1768,100.00,ms,3,1
1769,161.46,us,3,0
1770,1.80,us,2,0
1771,499.99,ms,0,0
1772,1.95,us,1,0
1773,399.82,ms,3,0
1774,100.00,ms,3,1
1775,169.52,us,3,0
1776,2.15,us,2,0
1777,499.99,ms,0,0
1778,2.30,us,1,0
1779,399.81,ms,3,0
1780,100.00,ms,3,1
1781,177.59,us,3,0
1782,2.52,us,2,0
1783,499.99,ms,0,0
1784,2.66,us,1,0
1785,399.81,ms,3,0
1786,100.00,ms,3,1
1787,185.66,us,3,0
1788,2.85,us,2,0
1789,499.99,ms,0,0
1790,3.04,us,1,0
1791,399.80,ms,3,0
1792,100.00,ms,3,1
1793,193.74,us,3,0
1794,3.19,us,2,0
1795,499.99,ms,0,0
1796,3.38,us,1,0
1797,399.79,ms,3,0
1798,100.00,ms,3,1
1799,120.42,us,3,0
1800,56,ns,2,0
1801,499.99,ms,0,0
1802,232,ns,1,0
1803,399.86,ms,3,0
1804,100.00,ms,3,1
1805,129.22,us,3,0
1806,384,ns,2,0
1807,499.99,ms,0,0
1808,600,ns,1,0
1809,399.86,ms,3,0
1810,100.00,ms,3,1
1811,137.30,us,3,0
1812,728,ns,2,0
1813,499.99,ms,0,0
1814,912,ns,1,0
1815,399.85,ms,3,0
1816,100.00,ms,3,1
1817,145.37,us,3,0
1818,1.08,us,2,0
1819,499.99,ms,0,0
1820,1.33,us,1,0
1821,399.84,ms,3,0
1822,100.00,ms,3,1
1823,153.42,us,3,0
1824,1.46,us,2,0
1825,499.99,ms,0,0
1826,1.65,us,1,0
1827,399.83,ms,3,0
1828,100.00,ms,3,1
1829,161.50,us,3,0
1830,1.80,us,2,0
1831,499.99,ms,0,0
1832,2.01,us,1,0
1833,399.82,ms,3,0
1834,100.00,ms,3,1
1835,169.54,us,3,0
1836,2.20,us,2,0
1837,499.99,ms,0,0
1838,2.35,us,1,0
1839,399.81,ms,3,0
1840,100.00,ms,3,1
1841,177.64,us,3,0
1842,2.54,us,2,0
1843,499.99,ms,0,0
1844,2.73,us,1,0
1845,399.81,ms,3,0
1846,100.00,ms,3,1
1847,185.68,us,3,0
1848,2.89,us,2,0
1849,499.99,ms,0,0
1850,3.05,us,1,0
1851,399.80,ms,3,0
1852,100.00,ms,3,1
1853,193.75,us,3,0
1854,3.22,us,2,0
1855,499.99,ms,0,0
1856,3.39,us,1,0
1857,399.79,ms,3,0
1858,100.00,ms,3,1
1859,120.44,us,3,0
1860,16,ns,2,0
1861,499.99,ms,0,0
1862,152,ns,1,0
1863,399.86,ms,3,0
1864,100.00,ms,3,1
1865,129.22,us,3,0
1866,360,ns,2,0
1867,499.99,ms,0,0
1868,552,ns,1,0
1869,399.86,ms,3,0
1870,100.00,ms,3,1
1871,137.31,us,3,0
1872,704,ns,2,0
1873,499.99,ms,0,0
1874,896,ns,1,0
1875,399.85,ms,3,0
1876,100.00,ms,3,1
1877,145.37,us,3,0
1878,1.04,us,2,0
1879,499.99,ms,0,0
1880,1.24,us,1,0
1881,399.84,ms,3,0
1882,100.00,ms,3,1
1883,153.44,us,3,0
1884,1.39,us,2,0
1885,499.99,ms,0,0
1886,1.58,us,1,0
1887,399.83,ms,3,0
1888,100.00,ms,3,1
1889,161.50,us,3,0
1890,1.75,us,2,0
1891,499.99,ms,0,0
1892,1.92,us,1,0
1893,399.82,ms,3,0
1894,100.00,ms,3,1
1895,169.58,us,3,0
1896,2.12,us,2,0
1897,499.99,ms,0,0
1898,2.30,us,1,0
1899,399.81,ms,3,0
1900,100.00,ms,3,1
1901,177.64,us,3,0
1902,2.45,us,2,0
1903,499.99,ms,0,0
1904,2.65,us,1,0
1905,399.81,ms,3,0
1906,100.00,ms,3,1
1907,185.72,us,3,0
1908,2.80,us,2,0
1909,499.99,ms,0,0
1910,2.98,us,1,0
1911,399.80,ms,3,0
1912,100.00,ms,3,1
1913,193.79,us,3,0
1914,3.14,us,2,0
1915,499.99,ms,0,0
1916,3.30,us,1,0
1917,399.79,ms,3,0
1918,100.00,ms,3,1
1919,120.42,us,3,0
1920,24,ns,1,0
1921,499.99,ms,0,0
1922,104,ns,1,0
1923,399.86,ms,3,0
1924,100.00,ms,3,1
1925,129.26,us,3,0
1926,320,ns,2,0
1927,499.99,ms,0,0
1928,488,ns,1,0
1929,399.86,ms,3,0
1930,100.00,ms,3,1
1931,137.30,us,3,0
1932,672,ns,2,0
1933,499.99,ms,0,0
1934,808,ns,1,0
1935,399.85,ms,3,0
1936,100.00,ms,3,1
1937,145.37,us,3,0
1938,1.02,us,2,0
1939,499.99,ms,0,0
1940,1.18,us,1,0
1941,399.84,ms,3,0
1942,100.00,ms,3,1
1943,153.44,us,3,0
1944,1.36,us,2,0
1945,499.99,ms,0,0
1946,1.50,us,1,0
1947,399.83,ms,3,0
1948,100.00,ms,3,1
1949,161.53,us,3,0
1950,1.73,us,2,0
1951,499.99,ms,0,0
1952,1.89,us,1,0
1953,399.82,ms,3,0
1954,100.00,ms,3,1
1955,169.58,us,3,0
1956,2.07,us,2,0
1957,499.99,ms,0,0
1958,2.24,us,1,0
1959,399.81,ms,3,0
1960,100.00,ms,3,1
1961,177.65,us,3,0
1962,2.42,us,2,0
1963,499.99,ms,0,0
1964,2.60,us,1,0
1965,399.81,ms,3,0
1966,100.00,ms,3,1
1967,185.72,us,3,0
1968,2.77,us,2,0
1969,499.99,ms,0,0
1970,2.94,us,1,0
1971,399.80,ms,3,0
1972,100.00,ms,3,1
1973,193.82,us,3,0
1974,3.14,us,2,0
1975,499.99,ms,0,0
1976,3.30,us,1,0
1977,399.79,ms,3,0
1978,100.00,ms,3,1
1979,120.41,us,3,0
1980,56,ns,1,0
1981,499.99,ms,0,0
1982,88,ns,1,0
1983,399.86,ms,3,0
1984,100.00,ms,3,1
1985,129.25,us,3,0
1986,288,ns,2,0
1987,499.99,ms,0,0
1988,448,ns,1,0
1989,399.86,ms,3,0
1990,100.00,ms,3,1
1991,137.33,us,3,0
1992,656,ns,2,0
1993,499.99,ms,0,0
1994,800,ns,1,0
1995,399.85,ms,3,0
1996,100.00,ms,3,1
1997,145.42,us,3,0
1998,952,ns,2,0
1999,499.99,ms,0,0
2000,1.20,us,1,0
2001,399.84,ms,3,0
2002,100.00,ms,3,1
2003,153.45,us,3,0
2004,1.34,us,2,0
2005,499.99,ms,0,0
2006,1.52,us,1,0
2007,399.83,ms,3,0
2008,100.00,ms,3,1
2009,161.52,us,3,0
2010,1.70,us,2,0
2011,499.99,ms,0,0
2012,1.90,us,1,0
2013,399.82,ms,3,0
2014,100.00,ms,3,1
2015,169.59,us,3,0
2016,2.06,us,2,0
2017,499.99,ms,0,0
2018,2.24,us,1,0
2019,399.81,ms,3,0
2020,100.00,ms,3,1
2021,177.65,us,3,0
2022,2.42,us,2,0
2023,499.99,ms,0,0
2024,2.58,us,1,0
2025,399.81,ms,3,0
2026,100.00,ms,3,1
2027,185.76,us,3,0
2028,2.72,us,2,0
2029,499.99,ms,0,0
2030,2.92,us,1,0
2031,399.80,ms,3,0
2032,100.00,ms,3,1
2033,193.79,us,3,0
2034,3.10,us,2,0
2035,499.99,ms,0,0
2036,3.29,us,1,0
2037,399.79,ms,3,0
2038,100.00,ms,3,1
2039,120.42,us,3,0
2040,8,ns,2,0
2041,499.99,ms,0,0
2042,168,ns,1,0
2043,399.86,ms,3,0
2044,100.00,ms,3,1
2045,129.19,us,3,0
2046,360,ns,2,0
2047,499.99,ms,0,0
2048,512,ns,1,0
2049,399.86,ms,3,0
2050,100.00,ms,3,1
2051,137.26,us,3,0
2052,728,ns,2,0
2053,499.99,ms,0,0
2054,888,ns,1,0
2055,399.85,ms,3,0
2056,100.00,ms,3,1
2057,145.37,us,3,0
2058,1.06,us,2,0
2059,499.99,ms,0,0
2060,1.21,us,1,0
2061,399.84,ms,3,0
2062,100.00,ms,3,1
2063,153.45,us,3,0
2064,1.38,us,2,0
2065,31.72 ,s,0,0
