129.29999999981374,129.80399999953806
137.17999999970198,138.2299999995157
145.09999999962747,146.660000000149
152.96000000089407,155.06000000052154
160.88000000081956,163.47000000067055
168.75,171.89000000059605
176.65000000037253,180.31000000052154
184.53999999910593,188.73999999836087
192.48000000044703,197.15000000037253
120.96000000089407,120.96800000034273
129.60999999940395,130.13800000026822
137.53999999910593,138.55000000074506
145.42000000178814,146.9700000025332
153.339999999851,155.37999999895692
161.25,163.80000000074506
169.19999999925494,172.25
177.07999999821186,180.64999999850988
185.0300000011921,189.05000000074506
192.96000000089407,197.51999999955297
120.96800000220537,120.96000000089407
129.62000000104308,130.11600000038743
137.53999999910593,138.55000000074506
145.48000000044703,146.9699999988079
153.39999999850988,155.37999999895692
161.339999999851,163.80000000074506
169.26000000163913,172.21000000089407
177.19999999925494,180.660000000149
185.14000000059605,189.07999999821186
193.07000000029802,197.49000000208616
120.98799999803305,120.93999999761581
129.67000000178814,130.13400000333786
137.60000000149012,138.52000000327826
145.54999999701977,146.94999999552965
153.5,155.39000000059605
161.42000000178814,163.82000000029802
169.42999999970198,172.22999999672174
177.34000000357628,180.64000000059605
185.29999999701977,189.0899999961257
193.27000000327826,197.51000000536442
120.96399999409914,120.93999999761581
129.65999999642372,130.11599999666214
137.6199999973178,138.53999999910593
145.57000000029802,146.9699999988079
153.5300000011921,155.39000000059605
161.52000000327826,163.83000000566244
169.4699999988079,172.25999999791384
177.42000000178814,180.71000000089407
185.39000000059605,189.1199999973178
193.34000000357628,197.55000000447035
120.95800000429153,120.95000000298023
129.67999999970198,130.152000002563
137.64000000059605,138.55200000107288
145.64000000059605,146.98000000417233
153.57999999821186,155.40999999642372
161.59000000357628,163.87000000476837
169.52000000327826,172.26000000536442
177.50999999791384,180.69999999552965
185.49000000208616,189.1300000026822
193.45000000298023,197.57000000029802
120.95000000298023,120.96600000560284
129.67000000178814,130.14200000464916
137.68000000715256,138.5840000063181
145.65999999642372,147.00999999046326
153.62000000476837,155.4399999976158
161.59000000357628,163.89000000059605
169.56999999284744,172.30999998748302
177.5600000023842,180.74000000953674
185.5400000065565,189.18000000715256
193.5400000065565,197.60999999940395
120.95999999344349,120.96799999475479
129.68000000715256,130.12800000607967
137.67000000178814,138.60600000619888
145.65999999642372,147.03999999165535
153.65999999642372,155.4299999922514
161.62999999523163,163.8999999910593
169.62000000476837,172.3100000023842
177.62000000476837,180.75
185.60999999940395,189.1799999922514
193.59999999403954,197.62999999523163
120.93999999761581,120.93999999761581
129.6899999976158,130.12999999523163
137.65999999642372,138.55599999427795
145.6899999976158,146.98999999463558
153.65999999642372,155.42000000178814
