Sample#,gps_arduino,gps_rpi,gps_pure,mote,SampleTime,units
215,10,00,00,00,144,ns
216,11,00,00,00,499.99,ms
217,10,00,00,00,296,ns
218,00,00,00,00,499.99,ms
219,01,00,00,00,728,ns
220,11,00,00,00,499.99,ms
221,10,00,00,00,1.18,us
222,00,00,00,00,499.99,ms
223,01,00,00,00,1.62,us
224,11,00,00,00,499.99,ms
225,10,00,00,00,2.07,us
226,00,00,00,00,499.99,ms
227,01,00,00,00,2.50,us
228,11,00,00,00,499.98,ms
229,10,00,00,00,2.95,us
230,00,00,00,00,499.98,ms
231,01,00,00,00,3.40,us
232,11,00,00,00,499.98,ms
233,10,00,00,00,3.87,us
234,00,00,00,00,499.98,ms
235,01,00,00,00,4.25,us
236,11,00,00,00,499.98,ms
237,10,00,00,00,4.71,us
238,00,00,00,00,499.98,ms
239,01,00,00,00,5.16,us
240,11,00,00,00,499.98,ms
241,10,00,00,00,5.59,us
242,00,00,00,00,499.98,ms
243,01,00,00,00,6.05,us
244,11,00,00,00,499.87,ms
245,01,00,00,00,880,ns
246,00,00,00,00,500.11,ms
247,10,00,00,00,2.00,us
248,11,00,00,00,499.99,ms
249,01,00,00,00,1.58,us
250,00,00,00,00,499.99,ms
251,10,00,00,00,1.10,us
252,11,00,00,00,380.29,ms
253,10,00,00,00,344,ns
254,11,00,00,00,136,ns
255,11,00,00,01,24,ns
256,11,01,00,01,64,ns
257,11,01,01,01,544,ns
258,11,01,01,00,24,ns
259,11,00,01,00,24,ns
260,11,00,00,00,119.70,ms
261,01,00,00,00,672,ns
262,00,00,00,00,499.99,ms
263,10,00,00,00,216,ns
264,11,00,00,00,499.99,ms
265,10,00,00,00,232,ns
266,00,00,00,00,499.99,ms
267,01,00,00,00,656,ns
268,11,00,00,00,499.99,ms
269,10,00,00,00,1.12,us
270,00,00,00,00,499.99,ms
271,01,00,00,00,1.54,us
272,11,00,00,00,499.99,ms
273,10,00,00,00,1.98,us
274,00,00,00,00,499.99,ms
275,01,00,00,00,2.38,us
276,11,00,00,00,499.99,ms
277,10,00,00,00,2.83,us
278,00,00,00,00,499.98,ms
279,01,00,00,00,3.24,us
280,11,00,00,00,499.98,ms
281,10,00,00,00,3.71,us
282,00,00,00,00,499.98,ms
283,01,00,00,00,4.18,us
284,11,00,00,00,499.98,ms
285,10,00,00,00,4.60,us
286,00,00,00,00,499.98,ms
287,01,00,00,00,5.03,us
288,11,00,00,00,499.98,ms
289,10,00,00,00,5.45,us
290,00,00,00,00,499.98,ms
291,01,00,00,00,5.90,us
292,11,00,00,00,499.87,ms
293,01,00,00,00,824,ns
294,00,00,00,00,500.11,ms
295,10,00,00,00,1.89,us
296,11,00,00,00,499.99,ms
297,01,00,00,00,1.42,us
298,00,00,00,00,499.99,ms
299,10,00,00,00,1.02,us
300,11,00,00,00,499.99,ms
301,01,00,00,00,584,ns
302,00,00,00,00,499.99,ms
303,10,00,00,00,152,ns
304,11,00,00,00,499.99,ms
305,10,00,00,00,288,ns
306,00,00,00,00,499.99,ms
307,01,00,00,00,720,ns
308,11,00,00,00,499.99,ms
309,10,00,00,00,1.16,us
310,00,00,00,00,499.99,ms
311,01,00,00,00,1.62,us
312,11,00,00,00,499.99,ms
313,10,00,00,00,2.02,us
314,00,00,00,00,499.99,ms
315,01,00,00,00,2.46,us
316,11,00,00,00,499.98,ms
317,10,00,00,00,2.89,us
318,00,00,00,00,499.98,ms
319,01,00,00,00,3.34,us
320,11,00,00,00,499.98,ms
321,10,00,00,00,3.78,us
322,00,00,00,00,499.98,ms
323,01,00,00,00,4.22,us
324,11,00,00,00,499.98,ms
325,10,00,00,00,4.63,us
326,00,00,00,00,499.98,ms
327,01,00,00,00,5.08,us
328,11,00,00,00,499.98,ms
329,10,00,00,00,5.53,us
330,00,00,00,00,499.98,ms
331,01,00,00,00,5.96,us
332,11,00,00,00,499.87,ms
333,01,00,00,00,896,ns
334,00,00,00,00,500.11,ms
335,10,00,00,00,1.98,us
336,11,00,00,00,499.99,ms
337,01,00,00,00,1.58,us
338,00,00,00,00,499.99,ms
339,10,00,00,00,1.13,us
340,11,00,00,00,499.99,ms
341,01,00,00,00,712,ns
342,00,00,00,00,499.99,ms
343,10,00,00,00,296,ns
344,11,00,00,00,499.99,ms
345,10,00,00,00,176,ns
346,00,00,00,00,499.99,ms
347,01,00,00,00,592,ns
348,11,00,00,00,499.99,ms
349,10,00,00,00,1.06,us
350,00,00,00,00,499.99,ms
351,01,00,00,00,1.45,us
352,11,00,00,00,499.99,ms
353,10,00,00,00,1.89,us
354,00,00,00,00,499.99,ms
355,01,00,00,00,2.32,us
356,11,00,00,00,499.99,ms
357,10,00,00,00,2.78,us
358,00,00,00,00,499.98,ms
359,01,00,00,00,3.16,us
360,11,00,00,00,499.98,ms
361,10,00,00,00,3.57,us
362,00,00,00,00,499.98,ms
363,01,00,00,00,4.00,us
364,11,00,00,00,499.98,ms
365,10,00,00,00,4.46,us
366,00,00,00,00,499.98,ms
367,01,00,00,00,4.89,us
368,11,00,00,00,499.98,ms
369,10,00,00,00,5.31,us
370,00,00,00,00,499.98,ms
371,01,00,00,00,5.74,us
372,11,00,00,00,499.87,ms
373,01,00,00,00,944,ns
374,00,00,00,00,500.11,ms
375,10,00,00,00,2.02,us
376,11,00,00,00,499.99,ms
377,01,00,00,00,1.58,us
378,00,00,00,00,499.99,ms
379,10,00,00,00,1.16,us
380,11,00,00,00,499.99,ms
381,01,00,00,00,736,ns
382,00,00,00,00,499.99,ms
383,10,00,00,00,264,ns
384,11,00,00,00,499.99,ms
385,10,00,00,00,128,ns
386,00,00,00,00,499.99,ms
387,01,00,00,00,552,ns
388,11,00,00,00,499.99,ms
389,10,00,00,00,976,ns
390,00,00,00,00,499.99,ms
391,01,00,00,00,1.38,us
392,11,00,00,00,499.99,ms
393,10,00,00,00,1.81,us
394,00,00,00,00,499.99,ms
395,01,00,00,00,2.26,us
396,11,00,00,00,499.99,ms
397,10,00,00,00,2.67,us
398,00,00,00,00,499.98,ms
399,01,00,00,00,3.12,us
400,11,00,00,00,499.98,ms
401,10,00,00,00,3.54,us
402,00,00,00,00,499.98,ms
403,01,00,00,00,3.98,us
404,11,00,00,00,499.98,ms
405,10,00,00,00,4.40,us
406,00,00,00,00,499.98,ms
407,01,00,00,00,4.82,us
408,11,00,00,00,499.98,ms
409,10,00,00,00,5.26,us
410,00,00,00,00,499.98,ms
411,01,00,00,00,5.68,us
412,11,00,00,00,499.87,ms
413,01,00,00,00,904,ns
414,00,00,00,00,500.11,ms
415,10,00,00,00,1.99,us
416,11,00,00,00,499.99,ms
417,01,00,00,00,1.59,us
418,00,00,00,00,499.99,ms
419,10,00,00,00,1.16,us
420,11,00,00,00,499.99,ms
421,01,00,00,00,744,ns
422,00,00,00,00,499.99,ms
423,10,00,00,00,312,ns
424,11,00,00,00,499.99,ms
425,10,00,00,00,144,ns
426,00,00,00,00,499.99,ms
427,01,00,00,00,536,ns
428,11,00,00,00,499.99,ms
429,10,00,00,00,1.01,us
430,00,00,00,00,499.99,ms
431,01,00,00,00,1.38,us
432,11,00,00,00,499.99,ms
433,10,00,00,00,1.80,us
434,00,00,00,00,499.99,ms
435,01,00,00,00,2.22,us
436,11,00,00,00,499.99,ms
437,10,00,00,00,2.67,us
438,00,00,00,00,499.98,ms
439,01,00,00,00,3.04,us
440,11,00,00,00,499.98,ms
441,10,00,00,00,3.50,us
442,00,00,00,00,499.98,ms
443,01,00,00,00,3.90,us
444,11,00,00,00,499.98,ms
445,10,00,00,00,4.34,us
446,00,00,00,00,499.98,ms
447,01,00,00,00,4.76,us
448,11,00,00,00,499.98,ms
449,10,00,00,00,5.19,us
450,00,00,00,00,499.98,ms
451,01,00,00,00,5.61,us
452,11,00,00,00,499.87,ms
453,01,00,00,00,1.02,us
454,00,00,00,00,500.11,ms
455,10,00,00,00,2.06,us
456,11,00,00,00,499.99,ms
457,01,00,00,00,1.68,us
458,00,00,00,00,499.99,ms
459,10,00,00,00,1.27,us
460,11,00,00,00,499.99,ms
461,01,00,00,00,824,ns
462,00,00,00,00,499.99,ms
463,10,00,00,00,416,ns
464,11,00,00,00,499.99,ms
465,01,00,00,00,24,ns
466,00,00,00,00,499.99,ms
467,01,00,00,00,424,ns
468,11,00,00,00,499.99,ms
469,10,00,00,00,832,ns
470,00,00,00,00,499.99,ms
471,01,00,00,00,1.24,us
472,11,00,00,00,499.99,ms
473,10,00,00,00,1.70,us
474,00,00,00,00,499.99,ms
475,01,00,00,00,2.10,us
476,11,00,00,00,499.99,ms
477,10,00,00,00,2.54,us
478,00,00,00,00,499.98,ms
479,01,00,00,00,2.93,us
480,11,00,00,00,499.98,ms
481,10,00,00,00,3.34,us
482,00,00,00,00,499.98,ms
483,01,00,00,00,3.74,us
484,11,00,00,00,499.98,ms
485,10,00,00,00,4.15,us
486,00,00,00,00,499.98,ms
487,01,00,00,00,4.58,us
488,11,00,00,00,499.98,ms
489,10,00,00,00,5.02,us
490,00,00,00,00,499.98,ms
491,01,00,00,00,5.47,us
492,11,00,00,00,499.87,ms
493,01,00,00,00,952,ns
494,00,00,00,00,500.11,ms
495,10,00,00,00,2.02,us
496,11,00,00,00,499.99,ms
497,01,00,00,00,1.63,us
498,00,00,00,00,499.99,ms
499,10,00,00,00,1.22,us
500,11,00,00,00,499.99,ms
501,01,00,00,00,800,ns
502,00,00,00,00,499.99,ms
503,10,00,00,00,368,ns
504,11,00,00,00,499.99,ms
505,10,00,00,00,32,ns
506,00,00,00,00,499.99,ms
507,01,00,00,00,440,ns
508,11,00,00,00,499.99,ms
509,10,00,00,00,888,ns
510,00,00,00,00,499.99,ms
511,01,00,00,00,1.27,us
512,11,00,00,00,499.99,ms
513,10,00,00,00,1.68,us
514,00,00,00,00,499.99,ms
515,01,00,00,00,2.10,us
516,11,00,00,00,499.99,ms
517,10,00,00,00,2.51,us
518,00,00,00,00,499.98,ms
519,01,00,00,00,2.92,us
520,11,00,00,00,499.98,ms
521,10,00,00,00,3.34,us
522,00,00,00,00,499.98,ms
523,01,00,00,00,3.75,us
524,11,00,00,00,499.98,ms
525,10,00,00,00,4.18,us
526,00,00,00,00,499.98,ms
527,01,00,00,00,4.62,us
528,11,00,00,00,499.98,ms
529,10,00,00,00,5.00,us
530,00,00,00,00,499.98,ms
531,01,00,00,00,5.42,us
532,11,00,00,00,499.87,ms
533,01,00,00,00,952,ns
534,00,00,00,00,500.11,ms
535,10,00,00,00,2.04,us
536,11,00,00,00,499.99,ms
537,01,00,00,00,1.65,us
538,00,00,00,00,499.99,ms
539,10,00,00,00,1.22,us
540,11,00,00,00,499.99,ms
541,01,00,00,00,824,ns
542,00,00,00,00,499.99,ms
543,10,00,00,00,400,ns
544,11,00,00,00,499.99,ms
545,10,00,00,00,8,ns
546,00,00,00,00,499.99,ms
547,01,00,00,00,424,ns
548,11,00,00,00,499.99,ms
549,10,00,00,00,816,ns
550,00,00,00,00,499.99,ms
551,01,00,00,00,1.22,us
552,11,00,00,00,499.99,ms
553,10,00,00,00,1.63,us
554,00,00,00,00,499.99,ms
555,01,00,00,00,2.07,us
556,11,00,00,00,499.99,ms
557,10,00,00,00,2.41,us
558,00,00,00,00,499.98,ms
559,01,00,00,00,2.88,us
560,11,00,00,00,499.98,ms
561,10,00,00,00,3.26,us
562,00,00,00,00,499.98,ms
563,01,00,00,00,3.65,us
564,11,00,00,00,499.98,ms
565,10,00,00,00,4.06,us
566,00,00,00,00,499.98,ms
567,01,00,00,00,4.47,us
568,11,00,00,00,499.98,ms
569,10,00,00,00,4.86,us
570,00,00,00,00,499.98,ms
571,01,00,00,00,5.26,us
572,11,00,00,00,499.87,ms
573,01,00,00,00,976,ns
574,00,00,00,00,500.11,ms
575,10,00,00,00,2.06,us
576,11,00,00,00,499.99,ms
577,01,00,00,00,1.69,us
578,00,00,00,00,499.99,ms
579,10,00,00,00,1.32,us
580,11,00,00,00,499.99,ms
581,01,00,00,00,888,ns
582,00,00,00,00,499.99,ms
583,10,00,00,00,456,ns
584,11,00,00,00,499.99,ms
585,01,00,00,00,120,ns
586,00,00,00,00,499.99,ms
587,01,00,00,00,336,ns
588,11,00,00,00,499.99,ms
589,10,00,00,00,744,ns
590,00,00,00,00,499.99,ms
591,01,00,00,00,1.14,us
592,11,00,00,00,499.99,ms
593,10,00,00,00,1.49,us
594,00,00,00,00,499.99,ms
595,01,00,00,00,1.90,us
596,11,00,00,00,499.99,ms
597,10,00,00,00,2.31,us
598,00,00,00,00,499.99,ms
599,01,00,00,00,2.72,us
600,11,00,00,00,499.98,ms
601,10,00,00,00,3.08,us
602,00,00,00,00,499.98,ms
603,01,00,00,00,3.52,us
604,11,00,00,00,499.98,ms
605,10,00,00,00,3.88,us
606,00,00,00,00,499.98,ms
607,01,00,00,00,4.30,us
608,11,00,00,00,499.98,ms
609,10,00,00,00,4.70,us
610,00,00,00,00,499.98,ms
611,01,00,00,00,5.14,us
612,11,00,00,00,499.87,ms
613,01,00,00,00,944,ns
614,00,00,00,00,500.11,ms
615,10,00,00,00,2.10,us
616,11,00,00,00,499.99,ms
617,01,00,00,00,1.66,us
618,00,00,00,00,499.99,ms
619,10,00,00,00,1.30,us
620,11,00,00,00,499.99,ms
621,01,00,00,00,888,ns
622,00,00,00,00,499.99,ms
623,10,00,00,00,488,ns
624,11,00,00,00,499.99,ms
625,01,00,00,00,80,ns
626,00,00,00,00,499.99,ms
627,01,00,00,00,296,ns
628,11,00,00,00,499.99,ms
629,10,00,00,00,736,ns
630,00,00,00,00,499.99,ms
631,01,00,00,00,1.07,us
632,11,00,00,00,499.99,ms
633,10,00,00,00,1.49,us
634,00,00,00,00,499.99,ms
635,01,00,00,00,1.90,us
636,11,00,00,00,499.99,ms
637,10,00,00,00,2.25,us
638,00,00,00,00,499.99,ms
639,01,00,00,00,2.66,us
640,11,00,00,00,499.98,ms
641,10,00,00,00,3.09,us
642,00,00,00,00,499.98,ms
643,01,00,00,00,3.50,us
644,11,00,00,00,499.98,ms
645,10,00,00,00,3.85,us
646,00,00,00,00,499.98,ms
647,01,00,00,00,4.28,us
648,11,00,00,00,499.98,ms
649,10,00,00,00,4.66,us
650,00,00,00,00,499.98,ms
651,01,00,00,00,5.01,us
652,11,00,00,00,499.87,ms
653,01,00,00,00,984,ns
654,00,00,00,00,500.11,ms
655,10,00,00,00,2.07,us
656,11,00,00,00,499.99,ms
657,01,00,00,00,1.70,us
658,00,00,00,00,499.99,ms
659,10,00,00,00,1.34,us
660,11,00,00,00,499.99,ms
661,01,00,00,00,944,ns
662,00,00,00,00,499.99,ms
663,10,00,00,00,552,ns
664,11,00,00,00,499.99,ms
665,01,00,00,00,128,ns
666,00,00,00,00,499.99,ms
667,01,00,00,00,272,ns
668,11,00,00,00,499.99,ms
669,10,00,00,00,656,ns
670,00,00,00,00,499.99,ms
671,01,00,00,00,1.03,us
672,11,00,00,00,499.99,ms
673,10,00,00,00,1.44,us
674,00,00,00,00,499.99,ms
675,01,00,00,00,1.86,us
676,11,00,00,00,499.99,ms
677,10,00,00,00,2.22,us
678,00,00,00,00,499.99,ms
679,01,00,00,00,2.65,us
680,11,00,00,00,499.98,ms
681,10,00,00,00,2.99,us
682,00,00,00,00,499.98,ms
683,01,00,00,00,3.39,us
684,11,00,00,00,499.98,ms
685,10,00,00,00,3.78,us
686,00,00,00,00,499.98,ms
687,01,00,00,00,4.18,us
688,11,00,00,00,499.98,ms
689,10,00,00,00,4.57,us
690,00,00,00,00,499.98,ms
691,01,00,00,00,4.96,us
692,11,00,00,00,499.87,ms
693,01,00,00,00,928,ns
694,00,00,00,00,500.11,ms
695,10,00,00,00,2.05,us
696,11,00,00,00,499.99,ms
697,01,00,00,00,1.67,us
698,00,00,00,00,499.99,ms
699,10,00,00,00,1.27,us
700,11,00,00,00,499.99,ms
701,01,00,00,00,864,ns
702,00,00,00,00,499.99,ms
703,10,00,00,00,496,ns
704,11,00,00,00,499.99,ms
705,01,00,00,00,120,ns
706,00,00,00,00,499.99,ms
707,01,00,00,00,256,ns
708,11,00,00,00,499.99,ms
709,10,00,00,00,664,ns
710,00,00,00,00,499.99,ms
711,01,00,00,00,1.05,us
712,11,00,00,00,499.99,ms
713,10,00,00,00,1.42,us
714,00,00,00,00,499.99,ms
715,01,00,00,00,1.82,us
716,11,00,00,00,499.99,ms
717,10,00,00,00,2.19,us
718,00,00,00,00,499.99,ms
719,01,00,00,00,2.56,us
720,11,00,00,00,499.98,ms
721,10,00,00,00,2.98,us
722,00,00,00,00,499.98,ms
723,01,00,00,00,3.32,us
724,11,00,00,00,499.98,ms
725,10,00,00,00,3.74,us
726,00,00,00,00,499.98,ms
727,01,00,00,00,4.12,us
728,11,00,00,00,499.98,ms
729,10,00,00,00,4.51,us
730,00,00,00,00,499.98,ms
731,01,00,00,00,4.89,us
732,11,00,00,00,499.87,ms
733,01,00,00,00,928,ns
734,00,00,00,00,500.11,ms
735,10,00,00,00,2.07,us
736,11,00,00,00,499.99,ms
737,01,00,00,00,1.73,us
738,00,00,00,00,499.99,ms
739,10,00,00,00,1.28,us
740,11,00,00,00,499.99,ms
741,01,00,00,00,896,ns
742,00,00,00,00,499.99,ms
743,10,00,00,00,552,ns
744,11,00,00,00,499.99,ms
745,01,00,00,00,200,ns
746,00,00,00,00,499.99,ms
747,01,00,00,00,184,ns
748,11,00,00,00,499.99,ms
749,10,00,00,00,584,ns
750,00,00,00,00,499.99,ms
751,01,00,00,00,992,ns
752,11,00,00,00,499.99,ms
753,10,00,00,00,1.33,us
754,00,00,00,00,499.99,ms
755,01,00,00,00,1.72,us
756,11,00,00,00,499.99,ms
757,10,00,00,00,2.10,us
758,00,00,00,00,499.99,ms
759,01,00,00,00,2.47,us
760,11,00,00,00,499.98,ms
761,10,00,00,00,2.86,us
762,00,00,00,00,499.98,ms
763,01,00,00,00,3.26,us
764,11,00,00,00,499.98,ms
765,10,00,00,00,3.58,us
766,00,00,00,00,499.98,ms
767,01,00,00,00,3.98,us
768,11,00,00,00,499.98,ms
769,10,00,00,00,4.34,us
770,00,00,00,00,499.98,ms
771,01,00,00,00,4.70,us
772,11,00,00,00,499.87,ms
773,01,00,00,00,944,ns
774,00,00,00,00,500.11,ms
775,10,00,00,00,2.10,us
776,11,00,00,00,499.99,ms
777,01,00,00,00,1.74,us
778,00,00,00,00,499.99,ms
779,10,00,00,00,1.34,us
780,11,00,00,00,499.99,ms
781,01,00,00,00,984,ns
782,00,00,00,00,499.99,ms
783,10,00,00,00,592,ns
784,11,00,00,00,499.99,ms
785,01,00,00,00,224,ns
786,00,00,00,00,499.99,ms
787,01,00,00,00,176,ns
788,11,00,00,00,499.99,ms
789,10,00,00,00,536,ns
790,00,00,00,00,499.99,ms
791,01,00,00,00,912,ns
792,11,00,00,00,499.99,ms
793,10,00,00,00,1.30,us
794,00,00,00,00,499.99,ms
795,01,00,00,00,1.67,us
796,11,00,00,00,499.99,ms
797,10,00,00,00,2.06,us
798,00,00,00,00,499.99,ms
799,01,00,00,00,2.40,us
800,11,00,00,00,499.99,ms
801,10,00,00,00,2.79,us
802,00,00,00,00,499.98,ms
803,01,00,00,00,3.18,us
804,11,00,00,00,499.98,ms
805,10,00,00,00,3.54,us
806,00,00,00,00,499.98,ms
807,01,00,00,00,3.91,us
808,11,00,00,00,499.98,ms
809,10,00,00,00,4.25,us
810,00,00,00,00,499.98,ms
811,01,00,00,00,4.70,us
812,11,00,00,00,499.87,ms
813,01,00,00,00,976,ns
814,00,00,00,00,500.11,ms
815,10,00,00,00,2.13,us
816,11,00,00,00,499.99,ms
817,01,00,00,00,1.74,us
818,00,00,00,00,499.99,ms
819,10,00,00,00,1.34,us
820,11,00,00,00,499.99,ms
821,01,00,00,00,1.01,us
822,00,00,00,00,499.99,ms
823,10,00,00,00,608,ns
824,11,00,00,00,499.99,ms
825,01,00,00,00,232,ns
826,00,00,00,00,499.99,ms
827,01,00,00,00,104,ns
828,11,00,00,00,499.99,ms
829,10,00,00,00,496,ns
830,00,00,00,00,499.99,ms
831,01,00,00,00,864,ns
832,11,00,00,00,499.99,ms
833,10,00,00,00,1.23,us
834,00,00,00,00,499.99,ms
835,01,00,00,00,1.62,us
836,11,00,00,00,499.99,ms
837,10,00,00,00,1.95,us
838,00,00,00,00,499.99,ms
839,01,00,00,00,2.39,us
840,11,00,00,00,499.99,ms
841,10,00,00,00,2.72,us
842,00,00,00,00,499.98,ms
843,01,00,00,00,3.10,us
844,11,00,00,00,499.98,ms
845,10,00,00,00,3.47,us
846,00,00,00,00,499.98,ms
847,01,00,00,00,3.85,us
848,11,00,00,00,499.98,ms
849,10,00,00,00,4.20,us
850,00,00,00,00,499.98,ms
851,01,00,00,00,4.56,us
