Sample#,gps_arduino,gps_rpi,gps_pure,mote,SampleTime,units
163,00,00,00,00,499.99,ms
164,01,00,00,00,80,ns
165,11,00,00,00,499.99,ms
166,10,00,00,00,112,ns
167,00,00,00,00,499.99,ms
168,01,00,00,00,88,ns
169,11,00,00,00,499.99,ms
170,10,00,00,00,96,ns
171,00,00,00,00,499.99,ms
172,01,00,00,00,144,ns
173,11,00,00,00,499.99,ms
174,10,00,00,00,160,ns
175,00,00,00,00,499.99,ms
176,01,00,00,00,200,ns
177,11,00,00,00,499.99,ms
178,10,00,00,00,168,ns
179,00,00,00,00,499.99,ms
180,01,00,00,00,224,ns
181,11,00,00,00,499.99,ms
182,10,00,00,00,216,ns
183,00,00,00,00,499.99,ms
184,01,00,00,00,256,ns
185,11,00,00,00,499.99,ms
186,10,00,00,00,240,ns
187,00,00,00,00,499.99,ms
188,01,00,00,00,280,ns
189,11,00,00,00,500.02,ms
190,01,00,00,00,32,ns
191,00,00,00,00,499.95,ms
192,01,00,00,00,344,ns
193,11,00,00,00,499.97,ms
194,01,00,00,00,24,ns
195,00,00,00,00,500.00,ms
196,10,00,00,00,8,ns
197,11,00,00,00,499.99,ms
198,01,00,00,00,64,ns
199,00,00,00,00,499.99,ms
200,10,00,00,00,32,ns
201,11,00,00,00,499.99,ms
202,01,00,00,00,40,ns
203,00,00,00,00,499.99,ms
204,10,00,00,00,64,ns
205,11,00,00,00,499.99,ms
206,01,00,00,00,56,ns
207,00,00,00,00,499.99,ms
208,10,00,00,00,64,ns
209,11,00,00,00,499.99,ms
210,01,00,00,00,24,ns
211,00,00,00,00,499.99,ms
212,10,00,00,00,24,ns
213,11,00,00,00,499.99,ms
214,01,00,00,00,64,ns
215,00,00,00,00,499.99,ms
216,10,00,00,00,64,ns
217,11,00,00,00,499.99,ms
218,01,00,00,00,64,ns
219,00,00,00,00,499.99,ms
220,10,00,00,00,72,ns
221,11,00,00,00,499.99,ms
222,01,00,00,00,96,ns
223,00,00,00,00,499.99,ms
224,10,00,00,00,96,ns
225,11,00,00,00,499.99,ms
226,01,00,00,00,96,ns
227,00,00,00,00,499.99,ms
228,10,00,00,00,88,ns
229,11,00,00,00,500.02,ms
230,01,00,00,00,16,ns
231,00,00,00,00,499.95,ms
232,10,00,00,00,120,ns
233,11,00,00,00,499.97,ms
234,01,00,00,00,40,ns
235,00,00,00,00,500.00,ms
236,10,00,00,00,24,ns
237,11,00,00,00,499.99,ms
238,01,00,00,00,56,ns
239,00,00,00,00,499.99,ms
240,10,00,00,00,64,ns
241,11,00,00,00,499.99,ms
242,01,00,00,00,72,ns
243,00,00,00,00,499.99,ms
244,10,00,00,00,72,ns
245,11,00,00,00,499.99,ms
246,01,00,00,00,72,ns
247,00,00,00,00,499.99,ms
248,10,00,00,00,104,ns
249,11,00,00,00,499.99,ms
250,01,00,00,00,96,ns
251,00,00,00,00,499.99,ms
252,10,00,00,00,112,ns
253,11,00,00,00,499.99,ms
254,01,00,00,00,56,ns
255,00,00,00,00,499.99,ms
256,10,00,00,00,96,ns
257,11,00,00,00,499.99,ms
258,01,00,00,00,104,ns
259,00,00,00,00,499.99,ms
260,10,00,00,00,88,ns
261,11,00,00,00,499.99,ms
262,01,00,00,00,96,ns
263,00,00,00,00,499.99,ms
264,10,00,00,00,112,ns
265,11,00,00,00,499.99,ms
266,01,00,00,00,96,ns
267,00,00,00,00,499.99,ms
268,10,00,00,00,80,ns
269,11,00,00,00,500.02,ms
270,01,00,00,00,24,ns
271,00,00,00,00,499.95,ms
272,10,00,00,00,120,ns
273,11,00,00,00,499.97,ms
274,01,00,00,00,8,ns
275,00,00,00,00,500.00,ms
276,10,00,00,00,8,ns
277,11,00,00,00,499.99,ms
278,00,00,00,00,499.99,ms
279,10,00,00,00,16,ns
280,11,00,00,00,499.99,ms
281,00,00,00,00,499.99,ms
282,10,00,00,00,56,ns
283,11,00,00,00,499.99,ms
284,01,00,00,00,16,ns
285,00,00,00,00,499.99,ms
286,10,00,00,00,24,ns
287,11,00,00,00,499.99,ms
288,00,00,00,00,499.99,ms
289,10,00,00,00,24,ns
290,11,00,00,00,499.99,ms
291,01,00,00,00,32,ns
292,00,00,00,00,499.99,ms
293,10,00,00,00,24,ns
294,11,00,00,00,499.99,ms
295,01,00,00,00,24,ns
296,00,00,00,00,499.99,ms
297,10,00,00,00,24,ns
298,11,00,00,00,499.99,ms
299,01,00,00,00,8,ns
300,00,00,00,00,499.99,ms
301,10,00,00,00,24,ns
302,11,00,00,00,499.99,ms
303,01,00,00,00,24,ns
304,00,00,00,00,499.99,ms
305,10,00,00,00,16,ns
306,11,00,00,00,500.02,ms
307,01,00,00,00,24,ns
308,00,00,00,00,499.95,ms
309,10,00,00,00,24,ns
310,11,00,00,00,499.97,ms
311,10,00,00,00,16,ns
312,00,00,00,00,500.00,ms
313,11,00,00,00,499.99,ms
314,10,00,00,00,32,ns
315,00,00,00,00,499.99,ms
316,01,00,00,00,48,ns
317,11,00,00,00,499.99,ms
318,10,00,00,00,16,ns
319,00,00,00,00,499.99,ms
320,01,00,00,00,64,ns
321,11,00,00,00,499.99,ms
322,10,00,00,00,24,ns
323,00,00,00,00,499.99,ms
324,01,00,00,00,48,ns
325,11,00,00,00,499.99,ms
326,10,00,00,00,24,ns
327,00,00,00,00,499.99,ms
328,01,00,00,00,32,ns
329,11,00,00,00,499.99,ms
330,10,00,00,00,8,ns
331,00,00,00,00,499.99,ms
332,10,00,00,00,8,ns
333,11,00,00,00,499.99,ms
334,10,00,00,00,40,ns
335,00,00,00,00,499.99,ms
336,01,00,00,00,24,ns
337,11,00,00,00,499.99,ms
338,10,00,00,00,40,ns
339,00,00,00,00,499.99,ms
340,01,00,00,00,16,ns
341,11,00,00,00,499.99,ms
342,10,00,00,00,32,ns
343,00,00,00,00,499.99,ms
344,01,00,00,00,16,ns
345,11,00,00,00,500.02,ms
346,01,00,00,00,8,ns
347,00,00,00,00,499.95,ms
348,10,00,00,00,8,ns
349,11,00,00,00,499.97,ms
350,01,00,00,00,16,ns
351,00,00,00,00,500.00,ms
352,10,00,00,00,48,ns
353,11,00,00,00,499.99,ms
354,01,00,00,00,16,ns
355,00,00,00,00,499.99,ms
356,01,00,00,00,1.19,us
357,11,00,00,00,499.99,ms
358,00,00,00,00,499.99,ms
359,10,00,00,00,32,ns
360,11,00,00,00,499.99,ms
361,01,00,00,00,32,ns
362,00,00,00,00,499.99,ms
363,10,00,00,00,32,ns
364,11,00,00,00,499.99,ms
365,01,00,00,00,24,ns
366,00,00,00,00,499.99,ms
367,10,00,00,00,8,ns
368,11,00,00,00,499.99,ms
369,01,00,00,00,24,ns
370,00,00,00,00,499.99,ms
371,10,00,00,00,24,ns
372,11,00,00,00,499.99,ms
373,01,00,00,00,56,ns
374,00,00,00,00,499.99,ms
375,10,00,00,00,24,ns
376,11,00,00,00,499.99,ms
377,00,00,00,00,499.99,ms
378,10,00,00,00,8,ns
379,11,00,00,00,499.99,ms
380,01,00,00,00,24,ns
381,00,00,00,00,499.99,ms
382,10,00,00,00,56,ns
383,11,00,00,00,500.02,ms
384,01,00,00,00,8,ns
385,00,00,00,00,499.95,ms
386,10,00,00,00,40,ns
387,11,00,00,00,499.97,ms
388,01,00,00,00,24,ns
389,00,00,00,00,500.00,ms
390,10,00,00,00,24,ns
391,11,00,00,00,499.99,ms
392,10,00,00,00,16,ns
393,00,00,00,00,499.99,ms
394,10,00,00,00,48,ns
395,11,00,00,00,499.99,ms
396,01,00,00,00,32,ns
397,00,00,00,00,499.99,ms
398,10,00,00,00,32,ns
399,11,00,00,00,499.99,ms
400,01,00,00,00,32,ns
401,00,00,00,00,499.99,ms
402,10,00,00,00,32,ns
403,11,00,00,00,499.99,ms
404,01,00,00,00,32,ns
405,00,00,00,00,499.99,ms
406,10,00,00,00,48,ns
407,11,00,00,00,499.99,ms
408,01,00,00,00,8,ns
409,00,00,00,00,499.99,ms
410,10,00,00,00,8,ns
411,11,00,00,00,499.99,ms
412,01,00,00,00,40,ns
413,00,00,00,00,499.99,ms
414,10,00,00,00,72,ns
415,11,00,00,00,499.99,ms
416,01,00,00,00,16,ns
417,00,00,00,00,499.99,ms
418,10,00,00,00,32,ns
419,11,00,00,00,499.99,ms
420,01,00,00,00,32,ns
421,00,00,00,00,499.99,ms
422,10,00,00,00,32,ns
423,11,00,00,00,500.02,ms
424,01,00,00,00,8,ns
425,00,00,00,00,499.95,ms
426,10,00,00,00,96,ns
427,11,00,00,00,499.97,ms
428,01,00,00,00,24,ns
429,00,00,00,00,500.00,ms
430,10,00,00,00,24,ns
431,11,00,00,00,499.99,ms
432,00,00,00,00,499.99,ms
433,10,00,00,00,24,ns
434,11,00,00,00,499.99,ms
435,01,00,00,00,24,ns
436,00,00,00,00,499.99,ms
437,10,00,00,00,72,ns
438,11,00,00,00,499.99,ms
439,01,00,00,00,8,ns
440,00,00,00,00,499.99,ms
441,10,00,00,00,8,ns
442,11,00,00,00,499.99,ms
443,01,00,00,00,8,ns
444,00,00,00,00,499.99,ms
445,10,00,00,00,56,ns
446,11,00,00,00,499.99,ms
447,01,00,00,00,16,ns
448,00,00,00,00,499.99,ms
449,10,00,00,00,32,ns
450,11,00,00,00,499.99,ms
451,01,00,00,00,64,ns
452,00,00,00,00,499.99,ms
453,10,00,00,00,40,ns
454,11,00,00,00,499.99,ms
455,10,00,00,00,8,ns
456,00,00,00,00,499.99,ms
457,10,00,00,00,64,ns
458,11,00,00,00,499.99,ms
459,01,00,00,00,48,ns
460,00,00,00,00,499.99,ms
461,11,00,00,00,500.02,ms
462,10,00,00,00,24,ns
463,00,00,00,00,499.95,ms
464,11,00,00,00,499.97,ms
465,01,00,00,00,8,ns
466,00,00,00,00,500.00,ms
467,01,00,00,00,16,ns
468,11,00,00,00,499.99,ms
469,01,00,00,00,32,ns
470,00,00,00,00,499.99,ms
471,01,00,00,00,32,ns
472,11,00,00,00,499.99,ms
473,01,00,00,00,16,ns
474,00,00,00,00,499.99,ms
475,10,00,00,00,40,ns
476,11,00,00,00,499.99,ms
477,10,00,00,00,8,ns
478,00,00,00,00,499.99,ms
479,01,00,00,00,16,ns
480,11,00,00,00,499.99,ms
481,10,00,00,00,32,ns
482,00,00,00,00,499.99,ms
483,01,00,00,00,8,ns
484,11,00,00,00,499.99,ms
485,10,00,00,00,24,ns
486,00,00,00,00,499.99,ms
487,10,00,00,00,8,ns
488,11,00,00,00,499.99,ms
489,10,00,00,00,16,ns
490,00,00,00,00,499.99,ms
491,01,00,00,00,16,ns
492,11,00,00,00,499.99,ms
493,10,00,00,00,8,ns
494,00,00,00,00,499.99,ms
495,01,00,00,00,48,ns
496,11,00,00,00,499.99,ms
497,10,00,00,00,16,ns
498,00,00,00,00,499.99,ms
499,01,00,00,00,24,ns
500,11,00,00,00,500.02,ms
501,10,00,00,00,16,ns
502,00,00,00,00,499.95,ms
503,10,00,00,00,24,ns
504,11,00,00,00,499.97,ms
505,10,00,00,00,8,ns
506,00,00,00,00,500.00,ms
507,11,00,00,00,499.99,ms
508,10,00,00,00,8,ns
509,00,00,00,00,499.99,ms
510,10,00,00,00,32,ns
511,11,00,00,00,499.99,ms
512,10,00,00,00,16,ns
513,00,00,00,00,499.99,ms
514,01,00,00,00,32,ns
515,11,00,00,00,499.99,ms
516,00,00,00,00,499.99,ms
517,01,00,00,00,24,ns
518,11,00,00,00,499.99,ms
519,10,00,00,00,32,ns
520,00,00,00,00,499.99,ms
521,01,00,00,00,24,ns
522,11,00,00,00,499.99,ms
523,10,00,00,00,40,ns
524,00,00,00,00,499.99,ms
525,01,00,00,00,32,ns
526,11,00,00,00,499.99,ms
527,10,00,00,00,40,ns
528,00,00,00,00,499.99,ms
529,01,00,00,00,48,ns
530,11,00,00,00,499.99,ms
531,10,00,00,00,40,ns
532,00,00,00,00,499.99,ms
533,01,00,00,00,16,ns
534,11,00,00,00,499.99,ms
535,10,00,00,00,64,ns
536,00,00,00,00,499.99,ms
537,01,00,00,00,48,ns
538,11,00,00,00,500.02,ms
539,10,00,00,00,32,ns
540,00,00,00,00,499.95,ms
541,01,00,00,00,64,ns
542,11,00,00,00,499.97,ms
543,01,00,00,00,16,ns
544,00,00,00,00,500.00,ms
545,10,00,00,00,8,ns
546,11,00,00,00,499.99,ms
547,10,00,00,00,16,ns
548,00,00,00,00,499.99,ms
549,10,00,00,00,32,ns
550,11,00,00,00,499.99,ms
551,10,00,00,00,16,ns
552,00,00,00,00,499.99,ms
553,01,00,00,00,24,ns
554,11,00,00,00,499.99,ms
555,10,00,00,00,8,ns
556,00,00,00,00,499.99,ms
557,10,00,00,00,8,ns
558,11,00,00,00,499.99,ms
559,10,00,00,00,48,ns
560,00,00,00,00,499.99,ms
561,01,00,00,00,40,ns
562,11,00,00,00,499.99,ms
563,00,00,00,00,499.99,ms
564,01,00,00,00,32,ns
565,11,00,00,00,499.99,ms
566,10,00,00,00,24,ns
567,00,00,00,00,499.99,ms
568,01,00,00,00,16,ns
569,11,00,00,00,499.99,ms
570,10,00,00,00,56,ns
571,00,00,00,00,499.99,ms
572,01,00,00,00,32,ns
573,11,00,00,00,499.99,ms
574,10,00,00,00,56,ns
575,00,00,00,00,499.99,ms
576,01,00,00,00,40,ns
577,11,00,00,00,500.02,ms
578,00,00,00,00,499.95,ms
579,01,00,00,00,80,ns
580,11,00,00,00,499.97,ms
581,10,00,00,00,88,ns
582,00,00,00,00,500.00,ms
583,01,00,00,00,64,ns
584,11,00,00,00,499.99,ms
585,10,00,00,00,80,ns
586,00,00,00,00,499.99,ms
587,01,00,00,00,88,ns
588,11,00,00,00,499.99,ms
589,10,00,00,00,72,ns
590,00,00,00,00,499.99,ms
591,01,00,00,00,104,ns
592,11,00,00,00,499.99,ms
593,10,00,00,00,112,ns
594,00,00,00,00,499.99,ms
595,01,00,00,00,112,ns
596,11,00,00,00,499.99,ms
597,10,00,00,00,112,ns
598,00,00,00,00,499.99,ms
599,01,00,00,00,104,ns
600,11,00,00,00,499.99,ms
601,10,00,00,00,160,ns
602,00,00,00,00,499.99,ms
603,01,00,00,00,136,ns
604,11,00,00,00,499.99,ms
605,10,00,00,00,136,ns
606,00,00,00,00,499.99,ms
607,01,00,00,00,168,ns
608,11,00,00,00,499.99,ms
609,10,00,00,00,160,ns
610,00,00,00,00,499.99,ms
611,01,00,00,00,136,ns
612,11,00,00,00,499.99,ms
613,10,00,00,00,112,ns
614,00,00,00,00,499.99,ms
615,01,00,00,00,152,ns
616,11,00,00,00,500.02,ms
617,10,00,00,00,64,ns
618,00,00,00,00,499.95,ms
619,01,00,00,00,176,ns
620,11,00,00,00,499.97,ms
621,10,00,00,00,88,ns
622,00,00,00,00,500.00,ms
623,01,00,00,00,112,ns
624,11,00,00,00,499.99,ms
625,10,00,00,00,144,ns
626,00,00,00,00,499.99,ms
627,01,00,00,00,96,ns
628,11,00,00,00,499.99,ms
629,10,00,00,00,88,ns
630,00,00,00,00,499.99,ms
631,01,00,00,00,152,ns
632,11,00,00,00,499.99,ms
633,10,00,00,00,152,ns
634,00,00,00,00,499.99,ms
635,01,00,00,00,136,ns
636,11,00,00,00,499.99,ms
637,10,00,00,00,144,ns
638,00,00,00,00,499.99,ms
639,01,00,00,00,160,ns
640,11,00,00,00,499.99,ms
641,10,00,00,00,136,ns
642,00,00,00,00,499.99,ms
643,01,00,00,00,144,ns
644,11,00,00,00,499.99,ms
645,10,00,00,00,128,ns
646,00,00,00,00,499.99,ms
647,01,00,00,00,104,ns
648,11,00,00,00,499.99,ms
649,10,00,00,00,152,ns
650,00,00,00,00,499.99,ms
651,01,00,00,00,176,ns
652,11,00,00,00,499.99,ms
653,10,00,00,00,176,ns
654,00,00,00,00,499.99,ms
655,01,00,00,00,200,ns
656,11,00,00,00,500.02,ms
657,10,00,00,00,96,ns
658,00,00,00,00,499.95,ms
659,01,00,00,00,184,ns
660,11,00,00,00,499.97,ms
661,10,00,00,00,64,ns
662,00,00,00,00,500.00,ms
663,01,00,00,00,80,ns
664,11,00,00,00,499.99,ms
665,10,00,00,00,72,ns
666,00,00,00,00,499.99,ms
667,01,00,00,00,56,ns
668,11,00,00,00,499.99,ms
669,10,00,00,00,88,ns
670,00,00,00,00,499.99,ms
671,01,00,00,00,88,ns
672,11,00,00,00,499.99,ms
673,10,00,00,00,104,ns
674,00,00,00,00,499.99,ms
675,01,00,00,00,112,ns
676,11,00,00,00,499.99,ms
677,10,00,00,00,120,ns
678,00,00,00,00,499.99,ms
679,01,00,00,00,120,ns
680,11,00,00,00,499.99,ms
681,10,00,00,00,120,ns
682,00,00,00,00,499.99,ms
683,01,00,00,00,136,ns
684,11,00,00,00,499.99,ms
685,10,00,00,00,184,ns
686,00,00,00,00,499.99,ms
687,01,00,00,00,144,ns
688,11,00,00,00,499.99,ms
689,10,00,00,00,160,ns
690,00,00,00,00,499.99,ms
691,01,00,00,00,176,ns
692,11,00,00,00,499.99,ms
693,10,00,00,00,152,ns
694,00,00,00,00,499.99,ms
695,01,00,00,00,184,ns
696,11,00,00,00,500.02,ms
697,10,00,00,00,56,ns
698,00,00,00,00,499.95,ms
699,01,00,00,00,208,ns
700,11,00,00,00,499.97,ms
701,10,00,00,00,32,ns
702,00,00,00,00,500.00,ms
703,01,00,00,00,32,ns
704,11,00,00,00,499.99,ms
705,10,00,00,00,32,ns
706,00,00,00,00,499.99,ms
707,01,00,00,00,24,ns
708,11,00,00,00,499.99,ms
709,10,00,00,00,56,ns
710,00,00,00,00,499.99,ms
711,01,00,00,00,32,ns
712,11,00,00,00,499.99,ms
713,10,00,00,00,48,ns
714,00,00,00,00,499.99,ms
715,01,00,00,00,64,ns
716,11,00,00,00,499.99,ms
717,10,00,00,00,88,ns
718,00,00,00,00,499.99,ms
719,01,00,00,00,72,ns
720,11,00,00,00,499.99,ms
721,10,00,00,00,80,ns
722,00,00,00,00,499.99,ms
723,01,00,00,00,80,ns
724,11,00,00,00,499.99,ms
725,10,00,00,00,72,ns
726,00,00,00,00,499.99,ms
727,01,00,00,00,96,ns
728,11,00,00,00,499.99,ms
729,10,00,00,00,128,ns
730,00,00,00,00,499.99,ms
731,01,00,00,00,152,ns
732,11,00,00,00,499.99,ms
733,10,00,00,00,152,ns
734,00,00,00,00,499.99,ms
735,01,00,00,00,112,ns
736,11,00,00,00,500.02,ms
737,01,00,00,00,4.98,us
738,00,00,00,00,499.95,ms
739,01,00,00,00,112,ns
740,11,00,00,00,499.97,ms
741,10,00,00,00,8,ns
742,00,00,00,00,500.00,ms
743,01,00,00,00,64,ns
744,11,00,00,00,499.99,ms
745,10,00,00,00,32,ns
746,00,00,00,00,499.99,ms
747,01,00,00,00,24,ns
748,11,00,00,00,499.99,ms
749,10,00,00,00,56,ns
750,00,00,00,00,499.99,ms
751,01,00,00,00,40,ns
752,11,00,00,00,499.99,ms
753,10,00,00,00,56,ns
754,00,00,00,00,499.99,ms
755,01,00,00,00,64,ns
756,11,00,00,00,499.99,ms
757,10,00,00,00,72,ns
758,00,00,00,00,499.99,ms
759,01,00,00,00,112,ns
760,11,00,00,00,499.99,ms
761,10,00,00,00,88,ns
762,00,00,00,00,499.99,ms
763,01,00,00,00,64,ns
764,11,00,00,00,499.99,ms
765,10,00,00,00,112,ns
766,00,00,00,00,499.99,ms
767,01,00,00,00,88,ns
768,11,00,00,00,499.99,ms
769,10,00,00,00,88,ns
770,00,00,00,00,499.99,ms
771,01,00,00,00,128,ns
772,11,00,00,00,499.99,ms
773,10,00,00,00,104,ns
774,00,00,00,00,499.99,ms
775,01,00,00,00,176,ns
776,11,00,00,00,500.02,ms
777,10,00,00,00,80,ns
778,00,00,00,00,499.95,ms
779,01,00,00,00,160,ns
780,11,00,00,00,499.97,ms
781,10,00,00,00,40,ns
782,00,00,00,00,500.00,ms
783,01,00,00,00,56,ns
784,11,00,00,00,499.99,ms
785,10,00,00,00,96,ns
786,00,00,00,00,499.99,ms
787,01,00,00,00,40,ns
788,11,00,00,00,499.99,ms
789,10,00,00,00,120,ns
790,00,00,00,00,499.99,ms
791,01,00,00,00,64,ns
792,11,00,00,00,499.99,ms
793,10,00,00,00,96,ns
794,00,00,00,00,499.99,ms
795,01,00,00,00,104,ns
796,11,00,00,00,499.99,ms
797,10,00,00,00,88,ns
798,00,00,00,00,499.99,ms
799,01,00,00,00,96,ns
800,11,00,00,00,499.99,ms
801,10,00,00,00,136,ns
802,00,00,00,00,499.99,ms
803,01,00,00,00,128,ns
804,11,00,00,00,499.99,ms
805,10,00,00,00,152,ns
806,00,00,00,00,499.99,ms
807,01,00,00,00,120,ns
808,11,00,00,00,499.99,ms
809,10,00,00,00,144,ns
810,00,00,00,00,499.99,ms
811,01,00,00,00,176,ns
812,11,00,00,00,499.99,ms
813,10,00,00,00,184,ns
814,00,00,00,00,499.99,ms
815,01,00,00,00,184,ns
816,11,00,00,00,500.02,ms
817,10,00,00,00,64,ns
818,00,00,00,00,499.95,ms
819,01,00,00,00,200,ns
820,11,00,00,00,499.97,ms
821,10,00,00,00,56,ns
822,00,00,00,00,500.00,ms
823,01,00,00,00,48,ns
824,11,00,00,00,499.99,ms
825,10,00,00,00,24,ns
826,00,00,00,00,499.99,ms
827,01,00,00,00,24,ns
828,11,00,00,00,499.99,ms
829,01,00,00,00,56,ns
830,00,00,00,00,499.99,ms
831,10,00,00,00,64,ns
832,11,00,00,00,499.99,ms
833,01,00,00,00,56,ns
834,00,00,00,00,499.99,ms
835,10,00,00,00,48,ns
836,11,00,00,00,499.99,ms
837,01,00,00,00,120,ns
838,00,00,00,00,499.99,ms
839,10,00,00,00,96,ns
840,11,00,00,00,499.99,ms
841,01,00,00,00,112,ns
842,00,00,00,00,499.99,ms
843,10,00,00,00,128,ns
844,11,00,00,00,499.99,ms
845,01,00,00,00,160,ns
846,00,00,00,00,499.99,ms
847,10,00,00,00,144,ns
848,11,00,00,00,499.99,ms
849,01,00,00,00,144,ns
850,00,00,00,00,499.99,ms
851,10,00,00,00,152,ns
852,11,00,00,00,499.99,ms
853,01,00,00,00,192,ns
854,00,00,00,00,499.99,ms
855,10,00,00,00,224,ns
856,11,00,00,00,500.02,ms
857,10,00,00,00,48,ns
858,00,00,00,00,499.95,ms
859,10,00,00,00,272,ns
860,11,00,00,00,499.97,ms
861,10,00,00,00,16,ns
862,00,00,00,00,500.00,ms
863,10,00,00,00,24,ns
864,11,00,00,00,499.99,ms
865,01,00,00,00,16,ns
866,00,00,00,00,499.99,ms
867,10,00,00,00,8,ns
868,11,00,00,00,499.99,ms
