network_time,rpi_time,network_reference,rpi_reference,instant_drift_coefficient,ema_drift_coefficient,drift_coefficient
1025667533.431397,1509096453.49413,1025667528.418303,1509096448.481144,0.9999784556967323,0.9999935367090196,0.9999897664559478
1025667538.451349,1509096458.514131,1025667533.431397,1509096453.49413,1.0000097838040523,0.9999984108375294,1.00000125407916
1025667543.461393,1509096463.524144,1025667538.451349,1509096458.514131,0.9999937897502088,0.9999970245113331,0.999996215821052
1025667548.471307,1509096468.534133,1025667543.461393,1509096463.524144,1.0000149668522296,1.000002407213602,1.000005547123259
1025667553.481257,1509096473.544131,1025667548.471307,1509096468.534133,1.0000096129809126,1.000004568943795,1.0000058299530745
1025667558.491267,1509096478.554133,1025667553.481257,1509096473.544131,0.9999983819929136,1.0000027128585305,1.0000016301421262
1025667563.501761,1509096483.564129,1025667558.491267,1509096478.554133,0.999900644927669,0.999972092479272,0.9999542305913712
1025667568.52117,1509096488.584129,1025667563.501761,1509096483.564129,1.0001177270951984,1.00001578286405,1.000041268921837
1025667573.531148,1509096493.594131,1025667568.52117,1509096488.584129,1.0000047826692058,1.0000124828055967,1.000010557771499
1025667578.541129,1509096498.604134,1025667573.531148,1509096493.594131,1.000004401956496,1.0000100585508664,1.0000086444022738
1025667583.551075,1509096503.61413,1025667578.541129,1509096498.604134,1.0000099699063492,1.0000100319575114,1.0000100164447208
1025667588.561085,1509096508.624133,1025667583.551075,1509096503.61413,0.9999986199351322,1.0000066083507977,1.0000046112468812
1025667593.571063,1509096513.634129,1025667588.561085,1509096508.624133,1.0000035691560387,1.0000056965923698,1.000005164733287
1025667598.581042,1509096518.644132,1025667593.571063,1509096513.634129,1.0000047588738126,1.0000054152768025,1.000005251176055
1025667603.59099,1509096523.65413,1025667598.581042,1509096518.644132,1.0000100174915874,1.000006795941238,1.0000076013288253
1025667608.600999,1509096528.664131,1025667603.59099,1509096523.65413,0.9999983819926056,1.0000042717566482,1.0000027993156375
1025667613.610947,1509096533.674129,1025667608.600999,1509096528.664131,1.0000099936968327,1.0000059883387036,1.0000069896782358
1025667618.620965,1509096538.68413,1025667613.610947,1509096533.674129,0.9999965974316987,1.0000031710666022,1.0000015276578762
1025667623.630944,1509096543.694131,1025667618.620965,1509096538.68413,1.0000043781639074,1.0000035331957937,1.000003744437822
1025667628.640922,1509096548.704135,1025667623.630944,1509096543.694131,1.0000052109679407,1.0000040365274376,1.0000043301375634
