network_time,instant_drift_coefficient,ema_drift_coefficient,drift_coefficient
1026682806.012687,0.999843116346389,0.9998446578928457,0.9998440412742631
1026682811.035324,0.9998420950186402,0.9998436327431635,0.9998430176533541
1026682816.058016,0.9998321996087,0.9998390594893781,0.9998363155371068
1026682821.080586,0.9998371086213022,0.9998382791421476,0.9998378109338095
1026682826.103218,0.9998329808414999,0.9998361598218886,0.9998348882297331
1026682831.125879,0.9998341210546047,0.999835344314975,0.9998348550108268
1026682836.148602,0.999827786120805,0.999832321037307,0.9998305070707063
1026682841.171205,0.9998385100314606,0.9998347966349685,0.9998362819935653
1026682846.193776,0.9998343554253132,0.9998346201511064,0.9998345142607892
1026682851.216865,0.9997505738699572,0.9998010016386467,0.9997808305311708
1026682856.23679,0.9998886492609163,0.9998360606875545,0.9998570961168992
1026682861.256494,1.0005611716256617,1.0001261050627974,1.0003001316879432
1026682866.275526,1.0006548749899413,1.000337613033655,1.0004645178161695
1026682871.294413,1.0006083634837022,1.0004459132136738,1.000510893321685
1026682876.31366,1.0005468774641073,1.0004862989138472,1.0005105303339512
1026682881.333121,1.00049987780923,1.0004917304720005,1.0004949894068922
1026682886.352903,1.0004834597766596,1.0004884221938641,1.0004864372269824
1026682891.372637,1.0004246877851335,1.0004629284303719,1.0004476321722766
1026682896.392217,1.0003841377676914,1.0004314121652995,1.0004125024062562
1026682901.412377,1.0003513474993466,1.0003993862989184,1.0003801707790898
1026682906.431617,1.0003044572238313,1.0003614146688835,1.0003386316908627
1026682911.452082,1.0002977819176875,1.000335961568405,1.000320689708118
1026682916.471112,1.0002600072323196,1.0003055798339708,1.0002873507933103
1026682921.49185,1.0002296222264437,1.00027519679096,1.0002569669651535
1026682926.510759,1.0002124381793973,1.000250093346335,1.0002350312795598
1026682931.531681,1.0001878032541769,1.0002251773094717,1.000210227687354
1026682936.550299,1.0001685541917404,1.0002025280623792,1.0001889385141238
1026682941.571499,1.0001489997430728,1.0001811167346566,1.000168269938023
1026682946.589982,1.0001299108912003,1.000160634397274,1.0001483449948445
1026682951.611258,1.0001232624200895,1.0001456856064002,1.000136716331876
1026682956.62974,1.000101002235779,1.0001278122581516,1.0001170882492025
1026682961.651212,1.0000856535929403,1.000110948792067,1.0001008307124164
1026682966.669602,1.0000631631852366,1.0000918345493348,1.0000803660036954
1026682971.691226,1.000076891239016,1.0000858572252074,1.0000822708307309
1026682976.70895,1.0000555928814503,1.0000737514877045,1.0000664880452028
1026682981.730698,1.0000336376028995,1.0000577059337825,1.0000480786014294
1026682986.748722,1.0000454694082106,1.0000528113235538,1.0000498745574165
1026682991.770479,1.0000206762874153,1.0000399573090983,1.000032244900425
1026682996.789024,1.0000135633941523,1.00002939974312,1.000023065203533
1026683001.810865,1.0000109195557279,1.0000220076681632,1.000017572423189
1026683006.828647,1.000010405726894,1.0000173668916554,1.000014582425751
1026683011.850588,0.9999918342338069,1.000007153828516,1.0000010259906325
1026683016.868184,1.000000807780427,1.0000046154092805,1.0000030923577392
1026683021.890143,0.99998741906841,0.9999977368729323,0.9999936097511233
1026683026.907747,0.9999816824200626,0.9999913150917843,0.9999874620230955
1026683031.929739,0.9999786837687723,0.9999862625625795,0.9999832310450566
1026683036.951822,0.9999653439496684,0.999977895117415,0.9999728746503163
1026683041.973832,0.999982268187469,0.9999796443454365,0.9999806938822495
1026683046.991702,0.9999687358527358,0.9999752809483563,0.9999726629101081
1026683052.013844,0.9999627570520021,0.9999702713898146,0.9999672656546896
1026683057.035834,0.9999600023784936,0.9999661637852861,0.9999636992225691
1026683062.057915,0.9999487992255272,0.9999592179613825,0.9999550504670405
1026683067.079935,0.9999675510851432,0.9999625512108868,0.9999645511605894
1026683072.102076,0.9999484200501163,0.9999568987465786,0.9999535072679936
1026683077.124096,0.9999544006105049,0.999955899492149,0.9999552999394914
1026683082.146146,0.99994324441015,0.9999508374593495,0.9999478002396698
1026683087.168532,0.9999476630259359,0.999949567685984,0.9999488058219648
1026683092.190583,0.9999470423685026,0.9999485575589915,0.999947951482796
1026683097.205188,0.9999459415204212,0.9999475111435634,0.9999468832943065
1026683102.227238,0.9999414403847093,0.9999450828400218,0.9999436258578969
1026683107.249307,0.9999349129067279,0.9999410148667043,0.9999385740827138
1026683112.271512,0.9999294790237362,0.999936400529517,0.9999336319272046
1026683117.293199,1.000078504519992,0.999993242125707,1.000027347083421
1026683122.314687,1.0000776529946198,1.000027006473272,1.000047265081811
1026683127.336188,1.0000985912747837,1.0000556403938767,1.0000728207462395
1026683132.358574,1.0000987400484984,1.0000728802557255,1.0000832241728346
1026683137.380042,1.0000810481159448,1.0000761473998132,1.000078107686266
1026683142.401604,1.000062909630719,1.0000708522921755,1.000067675227593
1026683147.423227,1.0000539829314232,1.0000641045478746,1.000060055901294
1026683152.444852,1.000087027854896,1.000073273870683,1.000078775464368
1026683157.466475,1.0000573301566809,1.000066896385082,1.0000630698937216
1026683162.488037,1.0000591825332474,1.0000638108443483,1.000061959519908
1026683167.504076,1.0000394271676951,1.0000540573736871,1.0000482052912902
1026683172.525712,1.0000561667907748,1.0000549011405222,1.0000554074006232
1026683177.547704,1.0000236899763533,1.0000424166748547,1.0000349259954542
1026683182.569299,1.0000559773348294,1.0000478409388447,1.0000510954972386
1026683187.591305,1.0000334697125213,1.0000420924483153,1.0000386433539976
1026683192.608172,1.0000274922868928,1.0000362523837465,1.000032748345005
1026683197.629891,1.0000213173900145,1.0000302783862538,1.000026693987758
1026683202.65176,1.000032046344236,1.0000309855694467,1.0000314098793623
1026683207.67354,1.0000151451331043,1.0000246493949096,1.0000208476901875
1026683212.69532,1.0000248778988925,1.0000247407965028,1.0000247956374586
1026683217.712311,1.0000139477732166,1.0000204235871883,1.0000178332615997
1026683222.734,1.0000131513415556,1.0000175146889352,1.0000157693499832
1026683227.75575,1.0000101601187235,1.0000145728608505,1.0000128077639996
1026683232.777581,1.0000075487514033,1.0000117632170715,1.0000100774308043
1026683237.799512,0.9999888670003195,1.0000026047303707,0.9999971096383502
1026683242.821413,1.0000025874290495,1.0000025978098421,1.000002593657525
1026683247.843283,1.0000139342222576,1.0000071323748083,1.000009853113788
1026683252.865133,0.999999216641962,1.0000039660816697,1.0000020663057867
1026683257.887097,0.999985638761879,0.9999966351537535,0.9999922365970038
1026683262.90903,1.0000000237377302,0.9999979905873442,0.9999988038474985
1026683267.928823,0.9999932081150391,0.9999960775984221,0.999994929805069
1026683272.950725,0.9999850688755679,0.9999916741092805,0.9999890320157955
1026683277.968447,0.9999918511256245,0.9999917449158181,0.9999917873997406
1026683282.990462,0.9999683106477529,0.999982371208592,0.9999767469842564
1026683288.008854,0.9998633167276856,0.9999347494162294,0.9999061763408119
1026683293.030144,1.0001146916597465,1.0000067263136363,1.0000499124520803
1026683298.047666,0.9999988358286791,1.0000035701196535,1.0000016764032638
1026683303.069656,0.9999800605333722,0.9999941662851409,0.9999885239844334
1026683308.091706,0.9999673613818303,0.9999834443238167,0.9999770111470221
1026683313.113707,0.999988867155181,0.9999856134563624,0.9999869149358898
1026683318.131274,0.9999449518219153,0.9999693488025836,0.9999595900103162
1026683323.153265,1.0000071687116405,0.9999844767662063,0.99999355354438
1026683328.170986,0.9999406296182656,0.99996693790703,0.9999564145915242
1026683333.192948,0.999999620198508,0.9999800108236212,0.9999878545735759
1026683338.214878,0.9999723217901906,0.999976935210249,0.9999750898422256
1026683343.23687,0.9999750994142238,0.9999762008918389,0.9999757603007928
1026683348.258953,0.9999679312841717,0.9999728930487721,0.999970908342932
1026683353.280945,0.9999647736223365,0.9999696452781979,0.9999676966158534
1026683358.302937,0.999970304449184,0.9999699089465923,0.999970067147629
1026683363.324936,0.9999687378204791,0.999969440496147,0.9999691594258798
1026683368.347113,0.9999621638966002,0.9999665298563283,0.999964783472437
1026683373.369197,0.9999617834038094,0.9999646312753206,0.9999634921267161
1026683378.391343,0.9999655342777986,0.9999649924763118,0.9999652091969065
1026683383.413397,0.9999524307348535,0.9999599677797284,0.9999569529617784
1026683388.433742,0.9999593718976104,0.9999597294268812,0.9999595864151729
1026683393.455757,0.9999759065973552,0.9999662002950709,0.9999700828159845
1026683398.477748,0.9999615453216631,0.9999643383057077,0.9999632211120899
1026683403.499831,0.9999568223581853,0.9999613319266988,0.9999595280992933
1026683408.521922,0.9999593385480795,0.999960534575251,0.9999600561643824
1026683413.544069,0.999940064786524,0.9999523466597602,0.9999474339104657
1026683418.566123,0.9999793011980002,0.9999631284750562,0.9999695975642338
1026683423.587963,0.9999573899853932,0.9999608330791909,0.9999594558416718
1026683428.609838,0.9999562033825659,0.9999589812005409,0.9999578700733509
1026683433.631954,0.9999506273202489,0.9999556396484242,0.999953634717154
1026683438.654069,0.9999637775367273,0.9999588948037454,0.9999608478969382
1026683443.676177,0.9999531908283648,0.9999566132135932,0.9999552442595019
1026683448.696186,0.9999276909080542,0.9999450442913776,0.9999381029380483
1026683453.718209,0.9999858288293975,0.9999613581065856,0.9999711463957104
1026683458.735751,0.999923473860051,0.9999462044079718,0.9999371121888034
1026683463.757806,0.9999817223916132,0.9999604116014283,0.9999689359175022
1026683468.77571,0.999950965986692,0.9999566333555338,0.9999543664079971
1026683473.797848,0.9999579621962172,0.9999571648918072,0.9999574838135712
1026683478.819961,0.99995501861363,0.9999563063805363,0.9999557912737738
1026683483.836308,0.9999537311744161,0.9999552762980882,0.9999546582486194
1026683488.858269,0.9999450711987881,0.9999511942583682,0.9999487450345361
1026683493.88023,0.999953806634763,0.9999522392089261,0.9999528661792608
1026683498.902679,0.9999513901237833,0.999951899574869,0.9999516957944347
1026683503.924732,0.9999556115056306,0.9999533843471736,0.9999542752105565
1026683508.94215,0.9999400082961992,0.9999480339267839,0.9999448236745501
1026683513.964326,0.9999625436747162,0.9999538378259568,0.9999573201654606
1026683518.986531,0.9999392584388223,0.999948006071103,0.9999445070181907
1026683524.00865,0.9999560156147653,0.9999512098885679,0.9999531321790469
1026683529.026798,0.9999471912252769,0.9999496024232515,0.9999486379440616
1026683534.048942,0.9999464261939405,0.9999483319315271,0.9999475696364925
1026683539.066204,0.9999523853015612,0.9999499532795407,0.9999509260883489
1026683544.088319,0.9999480162551984,0.9999491784698038,0.9999487135839615
1026683549.11041,0.9999221664326635,0.9999383736549476,0.999931890766034
1026683554.132434,0.9999798470325681,0.9999549630059958,0.9999649166166248
1026683559.154459,0.9999418673641127,0.9999497247492426,0.9999465817951907
1026683564.176454,0.9999442882349642,0.9999475501435313,0.9999462453801045
1026683569.198449,0.9999537594734923,0.9999500338755156,0.9999515241147063
1026683574.220382,0.9999420562006429,0.9999468428055664,0.999944928163597
1026683579.24259,0.9999422730015148,0.9999450148839457,0.9999439181309733
1026683584.264614,0.9999555875122909,0.9999492439352837,0.9999517813660865
1026683589.286639,0.9999464249247866,0.9999481163310848,0.9999474397685655
1026683594.308725,0.9999496538088128,0.999948731322176,0.9999491003168307
1026683599.328709,0.999945619493469,0.9999474865906932,0.9999467397518036
1026683604.350858,0.9999476130828101,0.9999475371875399,0.999947567545648
1026683609.368215,0.9999430012482465,0.9999457228118226,0.9999446341863921
1026683614.390324,0.9999523837827234,0.9999483872001829,0.999949985833199
1026683619.407618,0.9999348272040611,0.9999429632017341,0.9999397088026649
1026683624.429735,0.9999572261769151,0.9999486683918065,0.99995209150585
1026683629.448176,0.9999493796994067,0.9999489529148466,0.9999491236286706
1026683634.47029,0.9999404441810179,0.9999455494213152,0.9999435073251963
1026683639.487674,0.9999482048317384,0.9999466115854845,0.999947248883986
1026683644.509798,0.9999418447739696,0.9999447048608785,0.9999435608261149
1026683649.527306,0.9999483724209702,0.9999461718849152,0.9999470520993372
1026683654.549483,0.9999470674337632,0.9999465301044543,0.9999467450361779
1026683659.56693,0.999925800790161,0.999938238378737,0.9999332633433067
1026683664.589094,0.9999573927344286,0.9999459001210136,0.9999504971663795
1026683669.609316,0.9999567826065854,0.9999502531152422,0.9999528649117795
1026683674.631491,0.9999412994219168,0.999946671637912,0.9999445227515138
1026683679.649001,0.9999392016022837,0.9999436836236606,0.9999418908151099
1026683684.671176,0.9999497971198359,0.9999461290221308,0.9999475962612128
1026683689.688622,0.9999462097191815,0.999946161300951,0.9999461806682433
1026683694.710763,0.9999428419133604,0.9999448335459148,0.999944036892893
1026683699.728056,0.9999487741239187,0.9999464097771164,0.9999473555158374
1026683704.750292,0.9999466645386285,0.9999465116817212,0.9999465728244841
1026683709.767857,0.9999459734106502,0.9999462963732928,0.9999461671882358
1026683714.790032,0.9999404686428071,0.9999439652810985,0.999942566625782
1026683719.812177,0.9999502240806498,0.9999464688009191,0.9999479709128114
1026683724.834323,0.9999430081287594,0.9999450845320552,0.9999442539707368
1026683729.851738,0.9999436196431444,0.9999444985764908,0.9999441470031523
1026683734.873852,0.9999490131940466,0.9999463044235132,0.9999473879317266
1026683739.896058,0.9999366949148499,0.9999424606200479,0.9999401543379687
1026683744.918203,0.999950817500026,0.9999458033720391,0.9999478090232339
1026683749.940287,0.9999448351741943,0.9999454160929012,0.9999451837254184
1026683754.962401,0.9999410850780371,0.9999436836869555,0.9999426442433882
1026683759.984511,0.999938663867359,0.999941675759117,0.9999404710024138
1026683765.006656,0.9999503902389258,0.9999451615510405,0.9999472530261947
1026683770.024345,0.9999370418098926,0.9999419136545814,0.9999399649167059
1026683775.046636,0.9999532400048137,0.9999464441946744,0.99994916251873
1026683780.068749,0.9999486096562052,0.9999473103792866,0.9999478300900542
1026683785.090892,0.9999456666081714,0.9999466528708405,0.9999462583657728
1026683790.108095,0.9999423579769218,0.999944934913273,0.9999439041387325
1026683795.13027,0.9999396853340439,0.9999428350815813,0.9999415751825663
1026683800.147653,0.9999521726165111,0.9999465700955532,0.9999488111039364
1026683805.169824,0.9999420352106899,0.9999447561416079,0.9999436677692407
1026683810.187146,0.9999336395891243,0.9999403095206145,0.9999376415480183
1026683815.209289,0.9999562057195616,0.9999466680001933,0.9999504830879405
1026683820.226735,0.999944166448797,0.9999456673796348,0.9999450670072997
1026683825.248878,0.9999412515750216,0.9999439010577895,0.9999428412646824
1026683830.266627,0.9999478047204726,0.9999454625228628,0.9999463994019067
1026683835.28877,0.9999440525100306,0.9999448985177298,0.9999445601146502
1026683840.310889,0.9999394710309304,0.9999427275230102,0.9999414249261782
1026683845.332942,0.9999492024716843,0.9999453175024798,0.9999468714901616
1026683850.350172,0.9999392219689726,0.9999428792890769,0.9999414163610352
1026683855.372351,0.9999410621036187,0.9999421524148936,0.9999417162903836
1026683860.392122,0.9999511979548452,0.9999457706308743,0.9999479415604627
1026683865.414268,0.9999418450279659,0.999944200389711,0.999943258245013
1026683870.436414,0.9999460701647096,0.9999449482997105,0.9999453970457102
1026683875.458685,0.9999179441907988,0.9999341466561458,0.9999276656700069
1026683880.480862,0.9999599801315358,0.9999444800463018,0.9999506800803954
1026683885.503008,0.9999482064698048,0.999945970615703,0.9999468649573438
1026683890.520668,0.9999448102943554,0.9999455064871641,0.9999452280100407
1026683895.542768,0.999947256517618,0.9999462064993456,0.9999466265066546
1026683900.560212,0.9999234248475701,0.9999370938386355,0.9999316262422093
1026683905.582326,0.9999681451147163,0.9999495143490678,0.9999569666553272
1026683910.604381,0.9999341056611925,0.9999433508739177,0.9999396527888276
1026683915.626372,0.9999538069110843,0.9999475332887844,0.9999500427377044
1026683920.648456,0.999936289848338,0.9999430359126058,0.9999403374868987
1026683925.670613,0.9999462364404564,0.9999443161237461,0.9999450842504303
1026683930.692851,0.9999360781740433,0.999941020943865,0.9999390438359363
1026683935.714966,0.9999476127296557,0.9999436576581814,0.9999452396867712
1026683940.7371,0.9999450493538694,0.9999442143364566,0.9999445483434217
1026683945.759245,0.9999492508759921,0.9999462289522708,0.9999474377217593
1026683950.781084,0.9999450223872353,0.9999457463262565,0.999945456750648
1026683955.803411,0.9999095900808569,0.9999312838280967,0.9999226063292007
1026683960.825555,0.9999739608040552,0.9999483546184801,0.9999585970927102
1026683965.847639,0.9999440281156412,0.9999466240173446,0.9999455856566632
1026683970.865267,0.9999411987123588,0.9999444538953502,0.9999431518221537
1026683975.887389,0.9999472567479792,0.9999455750364019,0.9999462477210328
1026683980.904868,0.9999403891667943,0.9999435006885589,0.999942256079853
1026683985.926984,0.9999468294218066,0.9999448321818579,0.9999456310778374
1026683990.944461,0.9999196952181686,0.9999347773963823,0.9999287445250968
1026683995.966637,0.9999651546986587,0.9999469283172928,0.9999542188698392
1026684000.983983,0.9999420032275287,0.9999449582813871,0.9999437762598438
1026684006.006189,0.9999322799370329,0.9999398869436454,0.9999368441410005
1026684011.024305,0.9999609454878831,0.9999483103613405,0.9999533644119576
1026684016.046548,0.9999235217552834,0.9999383949189177,0.999932445653464
1026684021.066985,0.9999414453148392,0.9999396150772862,0.9999403471723074
1026684026.090625,0.999671178047536,0.9998322402653861,0.9997678153782461
1026684031.106406,1.0002374307850046,0.9999943164732334,1.0000915621979418
1026684036.128702,0.9999416806137507,0.9999732621294403,0.9999606295231644
1026684041.146298,0.99994697159079,0.9999627459139802,0.9999564361847042
1026684046.168473,0.9999372642022346,0.999952553229282,0.999946437618463
1026684051.185794,0.9999489882458892,0.9999511272359248,0.9999502716399106
1026684056.207937,0.9999452393468988,0.9999487720803144,0.9999473589869482
1026684061.225382,0.9999426221042605,0.9999463120898929,0.99994483609564
1026684066.247556,0.999945049792128,0.999945807170787,0.9999455042193234
1026684071.266129,0.9999340124367316,0.9999410892771649,0.9999382585409916
1026684076.288333,0.9999516013807113,0.9999452941185835,0.9999478170234346
1026684081.31048,0.9999482539530775,0.999946478052381,0.9999471884126596
1026684086.332685,0.9999353181890546,0.9999420141070504,0.999939335739852
1026684091.350282,0.9999208850496835,0.9999335624841036,0.9999284915103356
1026684096.372425,0.9999729163826665,0.9999493040435288,0.9999587489791838
1026684101.390144,0.9999417937198892,0.9999462999140729,0.9999444974363995
1026684106.412288,0.9999476130305833,0.9999468251606771,0.9999471403086396
1026684111.429762,0.9999384408836354,0.9999434714498604,0.9999414592233704
1026684116.452059,0.999917754727317,0.999933184760843,0.9999270127474327
1026684121.469381,0.9999742684121095,0.9999496182213496,0.9999594782976535
1026684126.491581,0.9999323273295972,0.9999427018646487,0.9999385520506282
1026684131.509482,0.9999559311295018,0.9999479935705899,0.9999511685941547
1026684136.531594,0.999949036910356,0.9999484109064964,0.9999486613080402
1026684141.553867,0.9999345120359828,0.999942851358291,0.9999395156293677
1026684146.57595,0.9999493926717076,0.9999454678836576,0.9999470377988776
1026684151.593272,0.9999404348191674,0.9999434546578616,0.999942246722384
1026684156.615477,0.9999430562699236,0.9999432953026863,0.9999431996895813
1026684161.632899,0.9999453778948023,0.9999441283395327,0.9999446281616406
1026684166.655136,0.999919937482401,0.9999344519966801,0.9999286461909684
1026684171.677372,0.9999550197154877,0.9999426790842031,0.9999476153367169
1026684176.699516,0.999954567894389,0.9999474346082775,0.999950287922722
1026684181.71687,0.9999408153487588,0.99994478690447,0.9999431982821855
1026684186.739015,0.9999464499421132,0.9999454521195272,0.9999458512485617
1026684191.757373,0.999939045592709,0.9999428895088,0.9999413519423636
1026684196.779547,0.9999492274321217,0.9999454246781286,0.9999469457797259
1026684201.801661,0.9999438385554535,0.9999447902290586,0.9999444095596166
1026684206.823937,0.9999436267420968,0.9999443248342739,0.999944045597403
1026684211.846114,0.9999400888801876,0.9999426304526393,0.9999416138236586
1026684216.863468,0.9999339964041584,0.999939176833247,0.9999371046616116
1026684221.885614,0.99995323865514,0.9999448015620043,0.9999481763992586
1026684226.902847,0.9999483695922702,0.9999462287741105,0.9999470851013743
1026684231.925023,0.9999350804486167,0.999941769443913,0.9999390938457945
1026684236.94723,0.9999311168661943,0.9999375084128255,0.9999349517941729
