Sample#,group1,SampleTime,units
1265,0,899.98,ms
1266,1,112,ns
1267,3,100.00,ms
1268,2,112,ns
1269,0,899.98,ms
1270,1,104,ns
1271,3,100.00,ms
1272,2,112,ns
1273,0,899.98,ms
1274,1,120,ns
1275,3,100.00,ms
1276,2,120,ns
1277,0,899.98,ms
1278,1,112,ns
1279,3,100.00,ms
1280,2,120,ns
1281,0,899.98,ms
1282,1,120,ns
1283,3,100.00,ms
1284,2,112,ns
1285,0,899.98,ms
1286,1,104,ns
1287,3,100.00,ms
1288,2,104,ns
1289,0,899.98,ms
1290,1,104,ns
1291,3,100.00,ms
1292,2,112,ns
1293,0,899.98,ms
1294,1,104,ns
1295,3,100.00,ms
1296,2,104,ns
1297,0,899.98,ms
1298,1,120,ns
1299,3,100.00,ms
1300,2,112,ns
1301,0,899.98,ms
1302,1,96,ns
1303,3,100.00,ms
1304,2,104,ns
1305,0,899.98,ms
1306,1,96,ns
1307,3,100.00,ms
1308,2,104,ns
1309,0,899.98,ms
1310,1,112,ns
1311,3,100.00,ms
1312,2,104,ns
1313,0,899.98,ms
1314,1,112,ns
1315,3,100.00,ms
1316,2,104,ns
1317,0,899.98,ms
1318,1,112,ns
1319,3,100.00,ms
1320,2,120,ns
1321,0,899.98,ms
1322,1,104,ns
1323,3,100.00,ms
1324,2,104,ns
1325,0,899.98,ms
1326,1,104,ns
1327,3,100.00,ms
1328,2,112,ns
1329,0,899.98,ms
1330,1,104,ns
1331,3,100.00,ms
1332,2,104,ns
1333,0,899.98,ms
1334,1,112,ns
1335,3,100.00,ms
1336,2,120,ns
1337,0,899.98,ms
1338,1,104,ns
1339,3,100.00,ms
1340,2,104,ns
1341,0,899.98,ms
1342,1,104,ns
1343,3,100.00,ms
1344,2,112,ns
1345,0,899.98,ms
1346,1,112,ns
1347,3,100.00,ms
1348,2,104,ns
1349,0,899.98,ms
1350,1,112,ns
1351,3,100.00,ms
1352,2,120,ns
1353,0,899.98,ms
1354,1,96,ns
1355,3,100.00,ms
1356,2,104,ns
