Sample#,SampleTime,units,arduino,gps
170,2.95,us,2,0
171,499.99,ms,0,0
172,3.23,us,1,0
173,399.81,ms,3,0
174,100.00,ms,3,1
175,177.20,us,3,0
176,3.46,us,2,0
177,499.99,ms,0,0
178,3.70,us,1,0
179,399.81,ms,3,0
180,100.00,ms,3,1
181,185.14,us,3,0
182,3.94,us,2,0
183,499.99,ms,0,0
184,4.18,us,1,0
185,399.80,ms,3,0
186,100.00,ms,3,1
187,193.07,us,3,0
188,4.42,us,2,0
189,499.99,ms,0,0
190,4.66,us,1,0
191,399.79,ms,3,0
192,100.00,ms,3,1
193,120.94,us,3,0
194,48,ns,1,0
195,499.99,ms,0,0
196,232,ns,1,0
197,399.86,ms,3,0
198,100.00,ms,3,1
199,129.67,us,3,0
200,464,ns,2,0
201,499.99,ms,0,0
202,672,ns,1,0
203,399.86,ms,3,0
204,100.00,ms,3,1
205,137.60,us,3,0
206,920,ns,2,0
207,499.99,ms,0,0
208,1.16,us,1,0
209,399.85,ms,3,0
210,100.00,ms,3,1
211,145.55,us,3,0
212,1.40,us,2,0
213,499.99,ms,0,0
214,1.66,us,1,0
215,399.84,ms,3,0
216,100.00,ms,3,1
217,153.50,us,3,0
218,1.89,us,2,0
219,499.99,ms,0,0
220,2.13,us,1,0
221,399.83,ms,3,0
222,100.00,ms,3,1
223,161.42,us,3,0
224,2.40,us,2,0
225,499.99,ms,0,0
226,2.60,us,1,0
227,399.82,ms,3,0
228,100.00,ms,3,1
229,169.43,us,3,0
230,2.80,us,2,0
231,499.99,ms,0,0
232,3.04,us,1,0
233,399.81,ms,3,0
234,100.00,ms,3,1
235,177.34,us,3,0
236,3.30,us,2,0
237,499.99,ms,0,0
238,3.56,us,1,0
239,399.81,ms,3,0
240,100.00,ms,3,1
241,185.30,us,3,0
242,3.79,us,2,0
243,499.99,ms,0,0
244,4.00,us,1,0
245,399.80,ms,3,0
246,100.00,ms,3,1
247,193.27,us,3,0
248,4.24,us,2,0
249,499.99,ms,0,0
250,4.52,us,1,0
251,399.79,ms,3,0
252,100.00,ms,3,1
253,120.94,us,3,0
254,24,ns,1,0
255,499.99,ms,0,0
256,240,ns,1,0
257,399.86,ms,3,0
258,100.00,ms,3,1
259,129.66,us,3,0
260,456,ns,2,0
261,499.99,ms,0,0
262,656,ns,1,0
263,399.86,ms,3,0
264,100.00,ms,3,1
265,137.62,us,3,0
266,920,ns,2,0
267,499.99,ms,0,0
268,1.16,us,1,0
269,399.85,ms,3,0
270,100.00,ms,3,1
271,145.57,us,3,0
272,1.40,us,2,0
273,499.99,ms,0,0
274,1.60,us,1,0
275,399.84,ms,3,0
276,100.00,ms,3,1
277,153.53,us,3,0
278,1.86,us,2,0
279,499.99,ms,0,0
280,2.09,us,1,0
281,399.83,ms,3,0
282,100.00,ms,3,1
283,161.52,us,3,0
284,2.31,us,2,0
285,499.99,ms,0,0
286,2.54,us,1,0
287,399.82,ms,3,0
288,100.00,ms,3,1
289,169.47,us,3,0
290,2.79,us,2,0
291,499.99,ms,0,0
292,3.03,us,1,0
293,399.81,ms,3,0
294,100.00,ms,3,1
295,177.42,us,3,0
296,3.29,us,2,0
297,499.99,ms,0,0
298,3.51,us,1,0
299,399.81,ms,3,0
300,100.00,ms,3,1
301,185.39,us,3,0
302,3.73,us,2,0
303,499.99,ms,0,0
304,3.94,us,1,0
305,399.80,ms,3,0
306,100.00,ms,3,1
307,193.34,us,3,0
308,4.21,us,2,0
309,499.99,ms,0,0
310,4.44,us,1,0
311,399.79,ms,3,0
312,100.00,ms,3,1
313,120.95,us,3,0
314,8,ns,1,0
315,499.99,ms,0,0
316,216,ns,1,0
317,399.86,ms,3,0
318,100.00,ms,3,1
319,129.68,us,3,0
320,472,ns,2,0
321,499.99,ms,0,0
322,672,ns,1,0
323,399.86,ms,3,0
324,100.00,ms,3,1
325,137.64,us,3,0
326,912,ns,2,0
327,499.99,ms,0,0
328,1.10,us,1,0
329,399.85,ms,3,0
330,100.00,ms,3,1
331,145.64,us,3,0
332,1.34,us,2,0
333,499.99,ms,0,0
334,1.59,us,1,0
335,399.84,ms,3,0
336,100.00,ms,3,1
337,153.58,us,3,0
338,1.83,us,2,0
339,499.99,ms,0,0
340,2.07,us,1,0
341,399.83,ms,3,0
342,99.32,ms,3,1
343,8,ns,3,0
344,678.69,us,3,1
345,161.59,us,3,0
346,2.28,us,2,0
347,499.99,ms,0,0
348,2.53,us,1,0
349,399.82,ms,3,0
350,100.00,ms,3,1
351,169.52,us,3,0
352,2.74,us,2,0
353,499.99,ms,0,0
354,2.98,us,1,0
355,399.81,ms,3,0
356,100.00,ms,3,1
357,177.51,us,3,0
358,3.19,us,2,0
359,499.99,ms,0,0
360,3.42,us,1,0
361,399.81,ms,3,0
362,100.00,ms,3,1
363,185.49,us,3,0
364,3.64,us,2,0
365,499.99,ms,0,0
366,3.89,us,1,0
367,399.80,ms,3,0
368,100.00,ms,3,1
369,193.45,us,3,0
370,4.12,us,2,0
371,499.99,ms,0,0
372,4.35,us,1,0
373,399.79,ms,3,0
374,100.00,ms,3,1
375,120.95,us,3,0
376,16,ns,2,0
377,499.99,ms,0,0
378,248,ns,1,0
379,399.86,ms,3,0
380,100.00,ms,3,1
381,129.67,us,3,0
382,472,ns,2,0
383,499.99,ms,0,0
384,696,ns,1,0
385,399.86,ms,3,0
386,95.92,ms,3,1
387,8,ns,3,0
388,4.08,ms,3,1
389,137.68,us,3,0
390,904,ns,2,0
391,499.99,ms,0,0
392,1.15,us,1,0
393,399.85,ms,3,0
394,100.00,ms,3,1
395,145.66,us,3,0
396,1.35,us,2,0
397,499.99,ms,0,0
398,1.61,us,1,0
399,399.84,ms,3,0
400,100.00,ms,3,1
401,153.62,us,3,0
402,1.82,us,2,0
403,499.99,ms,0,0
404,2.05,us,1,0
405,399.83,ms,3,0
406,100.00,ms,3,1
407,161.59,us,3,0
408,2.30,us,2,0
409,499.99,ms,0,0
410,2.54,us,1,0
411,399.82,ms,3,0
412,100.00,ms,3,1
413,169.57,us,3,0
414,2.74,us,2,0
415,499.99,ms,0,0
416,2.95,us,1,0
417,399.81,ms,3,0
418,100.00,ms,3,1
419,177.56,us,3,0
420,3.18,us,2,0
421,499.99,ms,0,0
422,3.40,us,1,0
423,399.81,ms,3,0
424,100.00,ms,3,1
425,185.54,us,3,0
426,3.64,us,2,0
427,499.99,ms,0,0
428,3.86,us,1,0
429,399.80,ms,3,0
430,100.00,ms,3,1
431,193.54,us,3,0
432,4.07,us,2,0
433,499.99,ms,0,0
434,4.34,us,1,0
435,399.79,ms,3,0
436,100.00,ms,3,1
437,120.96,us,3,0
438,8,ns,2,0
439,499.99,ms,0,0
440,240,ns,1,0
441,399.86,ms,3,0
442,100.00,ms,3,1
443,129.68,us,3,0
444,448,ns,2,0
445,499.99,ms,0,0
446,712,ns,1,0
447,399.86,ms,3,0
448,100.00,ms,3,1
449,137.67,us,3,0
450,936,ns,2,0
451,499.99,ms,0,0
452,1.13,us,1,0
453,399.85,ms,3,0
454,100.00,ms,3,1
455,145.66,us,3,0
456,1.38,us,2,0
457,499.99,ms,0,0
458,1.54,us,1,0
459,399.84,ms,3,0
460,100.00,ms,3,1
461,153.66,us,3,0
462,1.77,us,2,0
463,499.99,ms,0,0
464,2.02,us,1,0
465,399.83,ms,3,0
466,100.00,ms,3,1
467,161.63,us,3,0
468,2.27,us,2,0
469,499.99,ms,0,0
470,2.47,us,1,0
471,399.82,ms,3,0
472,100.00,ms,3,1
473,169.62,us,3,0
474,2.69,us,2,0
475,499.99,ms,0,0
476,2.90,us,1,0
477,399.81,ms,3,0
478,100.00,ms,3,1
479,177.62,us,3,0
480,3.13,us,2,0
481,499.99,ms,0,0
482,3.32,us,1,0
483,399.81,ms,3,0
484,100.00,ms,3,1
485,185.61,us,3,0
486,3.57,us,2,0
487,499.99,ms,0,0
488,3.78,us,1,0
489,399.80,ms,3,0
490,100.00,ms,3,1
491,193.60,us,3,0
492,4.03,us,2,0
493,499.99,ms,0,0
494,4.22,us,1,0
495,399.79,ms,3,0
496,100.00,ms,3,1
497,120.94,us,3,0
498,499.99,ms,0,0
499,192,ns,1,0
500,399.86,ms,3,0
501,100.00,ms,3,1
502,129.69,us,3,0
503,440,ns,2,0
504,499.99,ms,0,0
505,656,ns,1,0
506,399.86,ms,3,0
507,100.00,ms,3,1
508,137.66,us,3,0
509,896,ns,2,0
510,499.99,ms,0,0
511,1.11,us,1,0
512,399.85,ms,3,0
513,100.00,ms,3,1
514,145.69,us,3,0
515,1.30,us,2,0
516,499.99,ms,0,0
517,1.53,us,1,0
518,399.84,ms,3,0
519,100.00,ms,3,1
520,153.66,us,3,0
521,1.76,us,2,0
522,499.99,ms,0,0
523,1.98,us,1,0
524,399.83,ms,3,0
525,100.00,ms,3,1
526,161.70,us,3,0
527,2.18,us,2,0
528,499.99,ms,0,0
529,2.42,us,1,0
530,399.82,ms,3,0
531,100.00,ms,3,1
532,169.65,us,3,0
533,2.66,us,2,0
534,499.99,ms,0,0
535,2.85,us,1,0
536,399.81,ms,3,0
537,100.00,ms,3,1
538,177.65,us,3,0
539,3.09,us,2,0
540,499.99,ms,0,0
541,3.30,us,1,0
542,399.81,ms,3,0
543,100.00,ms,3,1
544,185.65,us,3,0
545,3.52,us,2,0
546,499.99,ms,0,0
547,3.70,us,1,0
548,399.80,ms,3,0
549,100.00,ms,3,1
550,193.66,us,3,0
551,3.94,us,2,0
552,499.99,ms,0,0
553,4.18,us,1,0
554,399.79,ms,3,0
555,100.00,ms,3,1
556,120.94,us,3,0
557,56,ns,1,0
558,499.99,ms,0,0
559,176,ns,1,0
560,399.86,ms,3,0
561,100.00,ms,3,1
562,129.76,us,3,0
563,384,ns,2,0
564,499.99,ms,0,0
565,608,ns,1,0
566,399.86,ms,3,0
567,100.00,ms,3,1
568,137.76,us,3,0
569,800,ns,2,0
570,499.99,ms,0,0
571,1.02,us,1,0
572,399.85,ms,3,0
573,100.00,ms,3,1
574,145.72,us,3,0
575,1.27,us,2,0
576,499.99,ms,0,0
577,1.48,us,1,0
578,399.84,ms,3,0
579,100.00,ms,3,1
580,153.73,us,3,0
581,1.73,us,2,0
582,499.99,ms,0,0
583,1.92,us,1,0
584,399.83,ms,3,0
585,100.00,ms,3,1
586,161.73,us,3,0
587,2.14,us,2,0
588,499.99,ms,0,0
589,2.37,us,1,0
590,399.82,ms,3,0
591,100.00,ms,3,1
592,169.75,us,3,0
593,2.60,us,2,0
594,499.99,ms,0,0
595,2.81,us,1,0
596,399.81,ms,3,0
597,100.00,ms,3,1
598,177.75,us,3,0
599,3.01,us,2,0
600,499.99,ms,0,0
601,3.26,us,1,0
602,399.81,ms,3,0
603,100.00,ms,3,1
604,185.74,us,3,0
605,3.45,us,2,0
606,499.99,ms,0,0
607,3.67,us,1,0
608,399.80,ms,3,0
609,100.00,ms,3,1
610,193.74,us,3,0
611,3.90,us,2,0
612,499.99,ms,0,0
613,4.09,us,1,0
614,399.79,ms,3,0
615,100.00,ms,3,1
616,201.76,us,3,0
617,4.32,us,2,0
618,499.99,ms,0,0
619,4.53,us,1,0
620,399.78,ms,3,0
621,100.00,ms,3,1
622,209.77,us,3,0
623,4.76,us,2,0
624,499.99,ms,0,0
625,5.00,us,1,0
626,399.77,ms,3,0
627,100.00,ms,3,1
628,217.78,us,3,0
629,5.17,us,2,0
630,499.99,ms,0,0
631,5.36,us,1,0
632,399.76,ms,3,0
633,100.00,ms,3,1
634,225.81,us,3,0
635,5.58,us,2,0
636,499.99,ms,0,0
637,5.86,us,1,0
638,399.75,ms,3,0
639,100.00,ms,3,1
640,233.78,us,3,0
641,6.05,us,2,0
642,499.99,ms,0,0
643,6.27,us,1,0
644,399.75,ms,3,0
645,100.00,ms,3,1
646,241.80,us,3,0
647,6.46,us,2,0
648,499.99,ms,0,0
649,6.74,us,1,0
650,399.74,ms,3,0
651,100.00,ms,3,1
652,249.79,us,3,0
653,6.92,us,2,0
654,499.99,ms,0,0
655,7.14,us,1,0
656,399.73,ms,3,0
657,100.00,ms,3,1
658,257.83,us,3,0
659,7.35,us,2,0
660,499.98,ms,0,0
661,7.55,us,1,0
662,399.72,ms,3,0
663,100.00,ms,3,1
664,265.82,us,3,0
665,7.79,us,2,0
666,499.98,ms,0,0
667,7.99,us,1,0
668,399.71,ms,3,0
669,100.00,ms,3,1
670,273.85,us,3,0
671,8.19,us,2,0
672,499.98,ms,0,0
673,8.45,us,1,0
674,399.70,ms,3,0
675,100.00,ms,3,1
676,281.83,us,3,0
677,8.64,us,2,0
678,499.98,ms,0,0
679,8.86,us,1,0
680,399.70,ms,3,0
681,100.00,ms,3,1
682,289.86,us,3,0
683,9.08,us,2,0
684,499.98,ms,0,0
685,9.31,us,1,0
686,399.69,ms,3,0
687,100.00,ms,3,1
688,297.90,us,3,0
689,9.46,us,2,0
690,499.98,ms,0,0
691,9.74,us,1,0
692,399.68,ms,3,0
693,100.00,ms,3,1
694,305.87,us,3,0
695,9.92,us,2,0
696,499.98,ms,0,0
697,10.17,us,1,0
698,399.67,ms,3,0
699,100.00,ms,3,1
700,313.89,us,3,0
701,10.34,us,2,0
702,499.98,ms,0,0
703,10.57,us,1,0
704,399.66,ms,3,0
705,100.00,ms,3,1
706,321.90,us,3,0
707,10.78,us,2,0
708,499.98,ms,0,0
709,10.99,us,1,0
710,399.65,ms,3,0
711,100.00,ms,3,1
712,329.95,us,3,0
713,11.17,us,2,0
714,499.98,ms,0,0
715,11.40,us,1,0
716,399.64,ms,3,0
717,100.00,ms,3,1
718,337.94,us,3,0
719,11.61,us,2,0
720,499.98,ms,0,0
721,11.82,us,1,0
722,399.64,ms,3,0
723,100.00,ms,3,1
724,345.95,us,3,0
725,12.04,us,2,0
726,499.98,ms,0,0
727,12.29,us,1,0
728,399.63,ms,3,0
729,100.00,ms,3,1
730,353.97,us,3,0
731,12.48,us,2,0
732,499.98,ms,0,0
733,12.70,us,1,0
734,399.62,ms,3,0
735,100.00,ms,3,1
736,362.02,us,3,0
737,12.86,us,2,0
738,499.98,ms,0,0
739,13.10,us,1,0
740,399.61,ms,3,0
741,93.91,ms,3,1
742,8,ns,3,0
743,6.09,ms,3,1
744,370.00,us,3,0
745,13.31,us,2,0
746,499.98,ms,0,0
747,13.52,us,1,0
748,399.60,ms,3,0
749,100.00,ms,3,1
750,378.03,us,3,0
751,13.74,us,2,0
752,499.98,ms,0,0
753,13.97,us,1,0
754,399.59,ms,3,0
755,100.00,ms,3,1
756,386.05,us,3,0
757,14.16,us,2,0
758,499.98,ms,0,0
759,14.35,us,1,0
760,399.59,ms,3,0
761,100.00,ms,3,1
762,394.10,us,3,0
763,14.55,us,2,0
764,499.98,ms,0,0
765,14.78,us,1,0
766,399.58,ms,3,0
767,82.31,ms,3,1
768,8,ns,3,0
769,17.69,ms,3,1
770,402.08,us,3,0
771,15.05,us,2,0
772,499.98,ms,0,0
773,15.22,us,1,0
774,399.57,ms,3,0
775,100.00,ms,3,1
776,410.11,us,3,0
777,15.46,us,2,0
778,499.98,ms,0,0
779,15.60,us,1,0
780,399.56,ms,3,0
781,100.00,ms,3,1
782,418.17,us,3,0
783,15.83,us,2,0
784,499.98,ms,0,0
785,16.06,us,1,0
786,399.55,ms,3,0
787,100.00,ms,3,1
788,426.15,us,3,0
789,16.27,us,2,0
790,499.98,ms,0,0
791,16.50,us,1,0
792,399.54,ms,3,0
793,100.00,ms,3,1
794,434.18,us,3,0
795,16.70,us,2,0
796,499.98,ms,0,0
797,16.90,us,1,0
798,399.54,ms,3,0
799,100.00,ms,3,1
800,442.23,us,3,0
801,17.08,us,2,0
802,499.97,ms,0,0
803,17.30,us,1,0
804,399.53,ms,3,0
805,100.00,ms,3,1
806,450.22,us,3,0
807,17.53,us,2,0
808,499.97,ms,0,0
809,17.74,us,1,0
810,399.52,ms,3,0
811,100.00,ms,3,1
812,458.25,us,3,0
813,17.99,us,2,0
814,499.97,ms,0,0
815,18.16,us,1,0
816,399.51,ms,3,0
817,100.00,ms,3,1
818,466.28,us,3,0
819,18.40,us,2,0
820,499.97,ms,0,0
821,18.57,us,1,0
822,399.50,ms,3,0
823,100.00,ms,3,1
824,474.29,us,3,0
825,18.79,us,2,0
826,499.97,ms,0,0
827,18.98,us,1,0
828,399.49,ms,3,0
829,100.00,ms,3,1
830,482.35,us,3,0
831,19.17,us,2,0
832,499.97,ms,0,0
833,19.42,us,1,0
834,399.48,ms,3,0
835,83.60,ms,3,1
836,8,ns,3,0
837,16.40,ms,3,1
838,490.34,us,3,0
839,19.62,us,2,0
840,499.97,ms,0,0
841,19.84,us,1,0
842,399.48,ms,3,0
843,100.00,ms,3,1
844,498.38,us,3,0
845,20.04,us,2,0
846,499.97,ms,0,0
847,20.22,us,1,0
848,399.47,ms,3,0
849,100.00,ms,3,1
850,506.43,us,3,0
851,20.42,us,2,0
852,499.97,ms,0,0
853,20.65,us,1,0
854,399.46,ms,3,0
855,100.00,ms,3,1
856,514.42,us,3,0
857,20.88,us,2,0
858,499.97,ms,0,0
859,21.03,us,1,0
860,399.45,ms,3,0
861,100.00,ms,3,1
862,522.47,us,3,0
863,21.26,us,2,0
864,499.97,ms,0,0
865,21.47,us,1,0
866,399.44,ms,3,0
867,100.00,ms,3,1
868,530.51,us,3,0
869,21.66,us,2,0
870,499.97,ms,0,0
871,21.92,us,1,0
872,399.43,ms,3,0
873,100.00,ms,3,1
874,538.54,us,3,0
875,22.11,us,2,0
876,499.97,ms,0,0
877,22.30,us,1,0
878,399.43,ms,3,0
879,100.00,ms,3,1
880,546.56,us,3,0
881,22.50,us,2,0
882,499.97,ms,0,0
883,22.71,us,1,0
884,399.42,ms,3,0
885,100.00,ms,3,1
886,554.58,us,3,0
887,22.93,us,2,0
888,499.97,ms,0,0
889,23.17,us,1,0
890,399.41,ms,3,0
891,100.00,ms,3,1
892,562.60,us,3,0
893,23.35,us,2,0
894,499.97,ms,0,0
895,23.57,us,1,0
896,399.40,ms,3,0
897,100.00,ms,3,1
898,570.66,us,3,0
899,23.74,us,2,0
900,499.97,ms,0,0
901,23.95,us,1,0
902,399.39,ms,3,0
903,73.64,ms,3,1
904,8,ns,3,0
905,26.35,ms,3,1
906,578.67,us,3,0
907,24.16,us,2,0
908,499.97,ms,0,0
909,24.34,us,1,0
910,399.38,ms,3,0
911,100.00,ms,3,1
912,586.74,us,3,0
913,24.54,us,2,0
914,499.97,ms,0,0
915,24.77,us,1,0
916,399.37,ms,3,0
917,100.00,ms,3,1
918,594.74,us,3,0
919,24.98,us,2,0
920,499.97,ms,0,0
921,25.18,us,1,0
922,399.37,ms,3,0
923,100.00,ms,3,1
924,602.77,us,3,0
925,25.42,us,2,0
926,499.97,ms,0,0
927,25.57,us,1,0
928,399.36,ms,3,0
929,100.00,ms,3,1
930,610.80,us,3,0
931,25.81,us,2,0
932,499.97,ms,0,0
933,26.04,us,1,0
934,399.35,ms,3,0
935,100.00,ms,3,1
936,618.83,us,3,0
937,26.22,us,2,0
938,499.97,ms,0,0
939,26.42,us,1,0
940,399.34,ms,3,0
941,97.13,ms,3,1
942,8,ns,3,0
943,2.87,ms,3,1
944,626.86,us,3,0
945,26.63,us,2,0
946,499.97,ms,0,0
947,26.83,us,1,0
948,399.33,ms,3,0
949,100.00,ms,3,1
950,634.89,us,3,0
951,27.08,us,2,0
952,499.96,ms,0,0
953,27.30,us,1,0
954,399.32,ms,3,0
955,100.00,ms,3,1
956,642.92,us,3,0
957,27.48,us,2,0
958,499.96,ms,0,0
959,27.67,us,1,0
960,399.32,ms,3,0
961,100.00,ms,3,1
962,650.95,us,3,0
963,27.89,us,2,0
964,499.96,ms,0,0
965,28.09,us,1,0
966,399.31,ms,3,0
967,100.00,ms,3,1
968,658.99,us,3,0
969,28.30,us,2,0
970,499.96,ms,0,0
971,28.46,us,1,0
972,399.30,ms,3,0
973,100.00,ms,3,1
974,667.02,us,3,0
975,28.71,us,2,0
976,499.96,ms,0,0
977,28.89,us,1,0
978,399.29,ms,3,0
979,100.00,ms,3,1
980,675.06,us,3,0
981,29.14,us,2,0
982,499.96,ms,0,0
983,29.31,us,1,0
984,399.28,ms,3,0
985,100.00,ms,3,1
986,683.14,us,3,0
987,29.49,us,2,0
988,499.96,ms,0,0
989,29.76,us,1,0
990,399.27,ms,3,0
991,68.57,ms,3,1
992,8,ns,3,0
993,28.75,ms,3,1
994,8,ns,3,0
995,2.68,ms,3,1
996,691.12,us,3,0
997,29.96,us,2,0
998,499.96,ms,0,0
999,30.14,us,1,0
1000,399.26,ms,3,0
1001,100.00,ms,3,1
1002,699.15,us,3,0
1003,30.37,us,2,0
1004,499.96,ms,0,0
1005,30.57,us,1,0
1006,399.26,ms,3,0
1007,100.00,ms,3,1
1008,707.19,us,3,0
1009,30.78,us,2,0
1010,499.96,ms,0,0
1011,30.97,us,1,0
1012,399.25,ms,3,0
1013,100.00,ms,3,1
1014,715.26,us,3,0
1015,31.16,us,2,0
1016,499.96,ms,0,0
1017,31.37,us,1,0
1018,399.24,ms,3,0
1019,79.97,ms,3,1
1020,8,ns,3,0
1021,20.03,ms,3,1
1022,723.26,us,3,0
1023,31.62,us,2,0
1024,499.96,ms,0,0
1025,31.78,us,1,0
1026,399.23,ms,3,0
1027,100.00,ms,3,1
1028,731.29,us,3,0
1029,32.02,us,2,0
1030,499.96,ms,0,0
1031,32.18,us,1,0
1032,399.22,ms,3,0
1033,100.00,ms,3,1
1034,739.34,us,3,0
1035,32.42,us,2,0
1036,499.96,ms,0,0
1037,32.62,us,1,0
1038,399.21,ms,3,0
1039,100.00,ms,3,1
1040,747.35,us,3,0
1041,32.84,us,2,0
1042,499.96,ms,0,0
1043,33.02,us,1,0
1044,399.21,ms,3,0
1045,100.00,ms,3,1
1046,755.38,us,3,0
1047,33.25,us,2,0
1048,499.96,ms,0,0
1049,33.43,us,1,0
1050,399.20,ms,3,0
1051,100.00,ms,3,1
1052,763.42,us,3,0
1053,33.70,us,2,0
1054,499.96,ms,0,0
1055,33.82,us,1,0
1056,399.19,ms,3,0
1057,100.00,ms,3,1
1058,771.52,us,3,0
1059,34.01,us,2,0
1060,499.96,ms,0,0
1061,34.26,us,1,0
1062,399.18,ms,3,0
1063,100.00,ms,3,1
1064,779.50,us,3,0
1065,34.48,us,2,0
1066,499.96,ms,0,0
1067,34.66,us,1,0
1068,399.17,ms,3,0
1069,100.00,ms,3,1
1070,787.54,us,3,0
1071,34.86,us,2,0
1072,499.96,ms,0,0
1073,35.08,us,1,0
1074,399.16,ms,3,0
1075,100.00,ms,3,1
1076,795.58,us,3,0
1077,35.30,us,2,0
1078,499.96,ms,0,0
1079,35.50,us,1,0
1080,399.16,ms,3,0
1081,100.00,ms,3,1
1082,803.65,us,3,0
1083,35.66,us,2,0
1084,499.96,ms,0,0
1085,35.92,us,1,0
1086,399.15,ms,3,0
1087,100.00,ms,3,1
1088,811.69,us,3,0
1089,36.06,us,2,0
1090,499.96,ms,0,0
1091,36.31,us,1,0
1092,399.14,ms,3,0
1093,100.00,ms,3,1
1094,819.70,us,3,0
1095,36.53,us,2,0
1096,499.96,ms,0,0
1097,36.70,us,1,0
1098,399.13,ms,3,0
1099,80.53,ms,3,1
1100,8,ns,3,0
1101,19.47,ms,3,1
1102,827.73,us,3,0
1103,36.92,us,2,0
1104,499.95,ms,0,0
1105,37.14,us,1,0
1106,399.12,ms,3,0
1107,100.00,ms,3,1
1108,835.76,us,3,0
1109,37.32,us,2,0
1110,499.95,ms,0,0
1111,37.54,us,1,0
